Price,Close,High,Low,Open,Volume,50_MA,200_MA,Daily_Return
Ticker,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,,,
Date,,,,,,,,
2014-01-02,6221.14990234375,6358.2998046875,6211.2998046875,6301.25,158100,11873.924920014495,11786.57030885522,0.0005649553664916108
2014-01-03,6211.14990234375,6221.7001953125,6171.25,6194.5498046875,139000,11873.924920014495,11786.57030885522,-0.001607419875260141
2014-01-06,6191.4501953125,6224.7001953125,6170.25,6220.85009765625,118300,11873.924920014495,11786.57030885522,-0.0031716682644893357
2014-01-07,6162.25,6221.5,6144.75,6203.89990234375,138600,11873.924920014495,11786.57030885522,-0.00471621258208732
2014-01-08,6174.60009765625,6192.10009765625,6160.35009765625,6178.0498046875,146900,11873.924920014495,11786.57030885522,0.0020041539464075164
2014-01-09,6168.35009765625,6188.0498046875,6148.25,6181.7001953125,150100,11873.924920014495,11786.57030885522,-0.0010122113013233403
2014-01-10,6171.4501953125,6239.10009765625,6139.60009765625,6178.85009765625,159900,11873.924920014495,11786.57030885522,0.0005025813397698808
2014-01-13,6272.75,6288.2001953125,6189.5498046875,6189.5498046875,135000,11873.924920014495,11786.57030885522,0.01641426269054902
2014-01-14,6241.85009765625,6280.35009765625,6234.14990234375,6260.25,110200,11873.924920014495,11786.57030885522,-0.004926053540113995
2014-01-15,6320.89990234375,6325.2001953125,6265.2998046875,6265.9501953125,145900,11873.924920014495,11786.57030885522,0.012664483037998941
2014-01-16,6318.89990234375,6346.5,6299.85009765625,6341.35009765625,153400,11873.924920014495,11786.57030885522,-0.0003164106426141178
2014-01-17,6261.64990234375,6327.10009765625,6246.35009765625,6306.25,167700,11873.924920014495,11786.57030885522,-0.00906012136365153
2014-01-20,6303.9501953125,6307.4501953125,6243.35009765625,6261.75,122100,11873.924920014495,11786.57030885522,0.006755454812783057
2014-01-21,6313.7998046875,6330.2998046875,6297.89990234375,6320.14990234375,141700,11873.924920014495,11786.57030885522,0.0015624503794975375
2014-01-22,6338.9501953125,6349.9501953125,6287.4501953125,6309.0498046875,137500,11873.924920014495,11786.57030885522,0.003983400076500443
2014-01-23,6345.64990234375,6355.60009765625,6316.39990234375,6325.9501953125,120100,11873.924920014495,11786.57030885522,0.0010569111327305425
2014-01-24,6266.75,6331.4501953125,6263.89990234375,6301.64990234375,160300,11873.924920014495,11786.57030885522,-0.012433699236166218
2014-01-27,6135.85009765625,6188.5498046875,6130.25,6186.2998046875,190400,11873.924920014495,11786.57030885522,-0.020888004522878645
2014-01-28,6126.25,6163.60009765625,6085.9501953125,6131.85009765625,184100,11873.924920014495,11786.57030885522,-0.0015645912959830754
2014-01-29,6120.25,6170.4501953125,6109.7998046875,6161.0,146700,11873.924920014495,11786.57030885522,-0.0009793919608243051
2014-01-30,6073.7001953125,6082.85009765625,6027.25,6067.0,208100,11873.924920014495,11786.57030885522,-0.00760586653935702
2014-01-31,6089.5,6097.85009765625,6067.35009765625,6082.75,146700,11873.924920014495,11786.57030885522,0.0026013474783779245
2014-02-03,6001.7998046875,6074.85009765625,5994.4501953125,6058.7998046875,134900,11873.924920014495,11786.57030885522,-0.014401871305115388
2014-02-04,6000.89990234375,6017.7998046875,5933.2998046875,5947.60009765625,183300,11873.924920014495,11786.57030885522,-0.0001499387472150282
2014-02-05,6022.39990234375,6028.0498046875,5962.0498046875,6004.25,166600,11873.924920014495,11786.57030885522,0.003582795972251196
2014-02-06,6036.2998046875,6048.35009765625,5965.39990234375,6028.35009765625,185500,11873.924920014495,11786.57030885522,0.0023080337687870767
2014-02-07,6063.2001953125,6079.9501953125,6030.89990234375,6077.64990234375,181900,11873.924920014495,11786.57030885522,0.00445643713788213
2014-02-10,6053.4501953125,6083.0498046875,6046.39990234375,6072.7998046875,133100,11873.924920014495,11786.57030885522,-0.0016080616977710571
2014-02-11,6062.7001953125,6081.85009765625,6053.25,6072.4501953125,150500,11873.924920014495,11786.57030885522,0.0015280542007536368
2014-02-12,6084.0,6106.60009765625,6077.39990234375,6085.35009765625,138500,11873.924920014495,11786.57030885522,0.0035132538310187478
2014-02-13,6001.10009765625,6094.39990234375,5991.10009765625,6087.5498046875,153700,11873.924920014495,11786.57030885522,-0.013625887959196281
2014-02-14,6048.35009765625,6056.39990234375,5984.60009765625,6023.75,140200,11873.924920014495,11786.57030885522,0.007873556386512215
2014-02-18,6127.10009765625,6141.7001953125,6066.7998046875,6071.2998046875,126600,11873.924920014495,11786.57030885522,0.013020079646268501
2014-02-19,6152.75,6160.35009765625,6125.75,6132.0498046875,95200,11873.924920014495,11786.57030885522,0.004186303787261814
2014-02-20,6091.4501953125,6129.10009765625,6086.4501953125,6127.14990234375,132100,11873.924920014495,11786.57030885522,-0.009962992919832603
2014-02-21,6155.4501953125,6159.64990234375,6108.0,6108.2998046875,112600,11873.924920014495,11786.57030885522,0.01050652930713425
2014-02-24,6186.10009765625,6191.85009765625,6130.7998046875,6140.9501953125,144900,11873.924920014495,11786.57030885522,0.00497931123983264
2014-02-25,6200.0498046875,6216.85009765625,6176.60009765625,6205.7001953125,146300,11873.924920014495,11786.57030885522,0.0022550082945691496
2014-02-26,6238.7998046875,6245.9501953125,6202.10009765625,6202.4501953125,181700,11873.924920014495,11786.57030885522,0.006249949794065124
2014-02-28,6276.9501953125,6282.7001953125,6228.10009765625,6228.4501953125,180600,11873.924920014495,11786.57030885522,0.006115020808383109
2014-03-03,6221.4501953125,6277.75,6212.25,6264.35009765625,144600,11873.924920014495,11786.57030885522,-0.008841873564879643
2014-03-04,6297.9501953125,6302.14990234375,6215.7001953125,6216.75,166800,11873.924920014495,11786.57030885522,0.01229616851351456
2014-03-05,6328.64990234375,6336.25,6287.7998046875,6328.4501953125,160300,11873.924920014495,11786.57030885522,0.004874555383765911
2014-03-06,6401.14990234375,6406.60009765625,6339.7001953125,6344.75,180700,11873.924920014495,11786.57030885522,0.011455839889823904
2014-03-07,6526.64990234375,6537.7998046875,6413.5498046875,6413.9501953125,284900,11873.924920014495,11786.57030885522,0.019605852372563293
2014-03-10,6537.25,6562.2001953125,6487.35009765625,6491.7001953125,242100,11873.924920014495,11786.57030885522,0.001624125365211171
2014-03-11,6511.89990234375,6562.85009765625,6494.25,6537.35009765625,239000,11873.924920014495,11786.57030885522,-0.003877792291292259
2014-03-12,6516.89990234375,6546.14990234375,6487.2998046875,6497.5,175000,11873.924920014495,11786.57030885522,0.000767825070253414
2014-03-13,6493.10009765625,6561.4501953125,6476.64990234375,6491.75,167900,11873.924920014495,11786.57030885522,-0.0036520132339212807
2014-03-14,6504.2001953125,6518.4501953125,6432.7001953125,6447.25,177300,6219.46302734375,11786.57030885522,0.0017095220294318647
2014-03-18,6516.64990234375,6574.9501953125,6497.64990234375,6532.4501953125,179300,6225.37302734375,11786.57030885522,0.0019141026809448292
2014-03-19,6524.0498046875,6541.2001953125,6506.0,6530.0,172500,6231.631025390625,11786.57030885522,0.0011355378077144707
2014-03-20,6483.10009765625,6523.64990234375,6473.25,6508.35009765625,142000,6237.4640234375,11786.57030885522,-0.00627673121100758
2014-03-21,6493.2001953125,6522.89990234375,6485.7001953125,6515.2001953125,189900,6244.08302734375,11786.57030885522,0.0015579117249633345
2014-03-24,6583.5,6591.5,6510.5,6510.5,158400,6252.261025390625,11786.57030885522,0.013906825905766418
2014-03-25,6589.75,6595.5498046875,6544.85009765625,6550.10009765625,168100,6260.6890234375,11786.57030885522,0.0009493430546061443
2014-03-26,6601.39990234375,6627.4501953125,6580.60009765625,6615.64990234375,186600,6269.288017578125,11786.57030885522,0.0017678822935240923
2014-03-27,6641.75,6673.9501953125,6599.5,6613.10009765625,312400,6276.668017578125,11786.57030885522,0.0061123546903929515
2014-03-28,6695.89990234375,6702.60009765625,6643.7998046875,6673.0498046875,184800,6285.749013671875,11786.57030885522,0.00815295702845642
2014-03-31,6704.2001953125,6730.0498046875,6662.39990234375,6723.14990234375,220600,6293.41501953125,11786.57030885522,0.001239608281157878
2014-04-01,6721.0498046875,6732.25,6675.4501953125,6729.5,177800,6301.458017578125,11786.57030885522,0.0025132915014651758
2014-04-02,6752.5498046875,6763.5,6723.60009765625,6757.60009765625,173300,6311.276015625,11786.57030885522,0.004686767828744776
2014-04-03,6736.10009765625,6776.75,6696.89990234375,6772.0498046875,197500,6319.919013671875,11786.57030885522,-0.0024360734103480164
2014-04-04,6694.35009765625,6741.85009765625,6685.14990234375,6741.85009765625,155100,6327.53001953125,11786.57030885522,-0.0061979482778954376
2014-04-07,6695.0498046875,6725.14990234375,6650.39990234375,6694.25,133900,6334.65201171875,11786.57030885522,0.00010452202544564138
2014-04-09,6796.2001953125,6808.7001953125,6705.10009765625,6722.0,169800,6343.663017578125,11786.57030885522,0.015108235722784302
2014-04-10,6796.39990234375,6819.0498046875,6777.2998046875,6803.0498046875,191100,6354.256015625,11786.57030885522,2.9385101308232464e-05
2014-04-11,6776.2998046875,6789.35009765625,6743.14990234375,6758.35009765625,140700,6367.065009765625,11786.57030885522,-0.002957462472053529
2014-04-15,6733.10009765625,6813.39990234375,6711.75,6792.7001953125,123200,6379.20201171875,11786.57030885522,-0.006375117435236111
2014-04-16,6675.2998046875,6748.64990234375,6665.14990234375,6727.25,119800,6390.3030078125,11786.57030885522,-0.008584499284196023
2014-04-17,6779.39990234375,6783.0498046875,6684.39990234375,6695.4501953125,131500,6404.417001953125,11786.57030885522,0.0155948198136584
2014-04-21,6817.64990234375,6825.4501953125,6786.89990234375,6789.25,111800,6418.98,11786.57030885522,0.005642092301823887
2014-04-22,6815.35009765625,6838.0,6806.25,6822.89990234375,114700,6435.251005859375,11786.57030885522,-0.0003373310041498989
2014-04-23,6840.7998046875,6861.60009765625,6820.75,6823.25,183000,6452.04900390625,11786.57030885522,0.0037341745716044095
2014-04-25,6782.75,6869.85009765625,6772.85009765625,6855.7998046875,154300,6467.256005859375,11786.57030885522,-0.008485821299392904
2014-04-28,6761.25,6786.25,6750.2998046875,6778.5498046875,118200,6481.755009765625,11786.57030885522,-0.003169805757251898
2014-04-29,6715.25,6779.7001953125,6708.64990234375,6769.0,115500,6494.796005859375,11786.57030885522,-0.006803475688667016
2014-04-30,6696.39990234375,6780.14990234375,6656.7998046875,6724.9501953125,161100,6507.655,11786.57030885522,-0.0028070582117195597
2014-05-02,6694.7998046875,6737.64990234375,6689.5,6709.9501953125,114300,6520.2969921875,11786.57030885522,-0.00023894893966680542
2014-05-05,6699.35009765625,6741.0498046875,6680.4501953125,6681.64990234375,105000,6532.603994140625,11786.57030885522,0.0006796757336289261
2014-05-06,6715.2998046875,6743.4501953125,6701.89990234375,6719.25,88300,6546.88798828125,11786.57030885522,0.0023807842251488687
2014-05-07,6652.5498046875,6718.75,6642.89990234375,6708.60009765625,114100,6558.971982421875,11786.57030885522,-0.009344333361884782
2014-05-08,6659.85009765625,6688.39990234375,6638.5498046875,6669.89990234375,101600,6569.626982421875,11786.57030885522,0.0010973676534682397
2014-05-09,6858.7998046875,6871.35009765625,6652.14990234375,6654.14990234375,166400,6583.747978515625,11786.57030885522,0.029873000760372248
2014-05-12,7014.25,7020.0498046875,6862.89990234375,6863.39990234375,157700,6602.203974609375,11786.57030885522,0.022664343578924884
2014-05-13,7108.75,7172.35009765625,7067.14990234375,7080.0,232200,6621.269970703125,11786.57030885522,0.013472573689275347
2014-05-14,7108.75,7142.25,7080.89990234375,7112.0,177200,6639.72296875,11786.57030885522,0.0
2014-05-15,7123.14990234375,7152.5498046875,7082.5498046875,7111.2998046875,186800,6658.184970703125,11786.57030885522,0.0020256588491296412
2014-05-16,7203.0,7563.5,7130.64990234375,7270.2001953125,393200,6677.468974609375,11786.57030885522,0.011209942055266486
2014-05-19,7263.5498046875,7291.10009765625,7193.5498046875,7276.85009765625,316200,6697.200966796875,11786.57030885522,0.008406192515271416
2014-05-20,7275.5,7353.64990234375,7247.7001953125,7309.9501953125,255300,6718.281962890625,11786.57030885522,0.0016452279716989704
2014-05-21,7252.89990234375,7287.14990234375,7206.7001953125,7274.85009765625,203100,6737.38095703125,11786.57030885522,-0.0031063291397498416
2014-05-22,7276.39990234375,7319.5498046875,7258.14990234375,7289.9501953125,240900,6756.33595703125,11786.57030885522,0.0032400833206598367
2014-05-23,7367.10009765625,7381.0,7293.89990234375,7306.5,259600,6775.6549609375,11786.57030885522,0.012464982206830788
2014-05-26,7359.0498046875,7504.0,7269.0498046875,7428.75,273200,6792.302958984375,11786.57030885522,-0.0010927356574551572
2014-05-27,7318.0,7372.9501953125,7274.75,7363.10009765625,168600,6807.917958984375,11786.57030885522,-0.005578139267565785
2014-05-28,7329.64990234375,7344.75,7302.60009765625,7324.9501953125,175600,6824.272958984375,11786.57030885522,0.0015919516731006667
2014-05-29,7235.64990234375,7325.39990234375,7224.39990234375,7316.60009765625,241100,6838.647958984375,11786.57030885522,-0.012824623447559524
2014-05-30,7229.9501953125,7272.5,7118.4501953125,7254.85009765625,312200,6853.3849609375,11786.57030885522,-0.0007877256512097697
2014-06-02,7362.5,7368.60009765625,7239.5,7264.0498046875,169900,6870.55095703125,11786.57030885522,0.01833343261111775
2014-06-03,7415.85009765625,7424.9501953125,7342.14990234375,7375.35009765625,234700,6888.5349609375,11786.57030885522,0.007246193230050935
2014-06-04,7402.25,7433.2998046875,7391.35009765625,7417.5498046875,204600,6906.09896484375,11786.57030885522,-0.0018339229457386974
2014-06-05,7474.10009765625,7484.7001953125,7360.5,7399.75,250700,6925.91896484375,11786.57030885522,0.009706521349083008
2014-06-06,7583.39990234375,7592.7001953125,7497.64990234375,7521.5,248400,6947.722958984375,11786.57030885522,0.014623807984826875
2014-06-09,7654.60009765625,7673.7001953125,7580.25,7621.64990234375,231900,6969.1449609375,11786.57030885522,0.009388954325156185
2014-06-10,7656.39990234375,7683.2001953125,7579.2998046875,7679.0498046875,188700,6990.477958984375,11786.57030885522,0.0002351271999239124
2014-06-11,7626.85009765625,7700.0498046875,7589.0498046875,7672.39990234375,186200,7010.986962890625,11786.57030885522,-0.0038594907612459206
2014-06-12,7649.89990234375,7658.0,7593.7998046875,7641.2998046875,148200,7031.1499609375,11786.57030885522,0.0030221919130917207
2014-06-13,7542.10009765625,7678.5,7525.35009765625,7668.2001953125,174500,7048.07396484375,11786.57030885522,-0.014091662121549109
2014-06-16,7533.5498046875,7548.60009765625,7487.5498046875,7534.7998046875,155400,7064.66095703125,11786.57030885522,-0.0011336753501066665
2014-06-17,7631.7001953125,7637.60009765625,7509.25,7525.0498046875,158000,7082.87396484375,11786.57030885522,0.013028438540876097
