Price,Close,High,Low,Open,Volume,50_MA,200_MA,Daily_Return
Ticker,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,,,
Date,,,,,,,,
2014-06-18,7558.2001953125,7663.0,7515.5,7636.0498046875,165100,7098.98697265625,11786.57030885522,-0.009630881470572561
2014-06-19,7540.7001953125,7606.4501953125,7502.5498046875,7580.0498046875,148900,7115.078974609375,11786.57030885522,-0.0023153660326241665
2014-06-20,7511.4501953125,7560.5498046875,7497.2998046875,7543.2998046875,124100,7131.4209765625,11786.57030885522,-0.003878950129615588
2014-06-23,7493.35009765625,7534.7998046875,7441.60009765625,7514.0,127400,7147.386982421875,11786.57030885522,-0.002409667532315529
2014-06-24,7580.2001953125,7593.35009765625,7515.2001953125,7515.2001953125,137000,7163.066982421875,11786.57030885522,0.011590289593357506
2014-06-25,7569.25,7589.25,7557.0498046875,7588.5498046875,115000,7178.523984375,11786.57030885522,-0.001444578643090666
2014-06-26,7493.2001953125,7570.2001953125,7481.2998046875,7554.10009765625,171700,7192.8619921875,11786.57030885522,-0.010047204767645423
2014-06-27,7508.7998046875,7538.75,7482.2998046875,7514.2001953125,126700,7208.375986328125,11786.57030885522,0.0020818353932086087
2014-06-30,7611.35009765625,7623.64990234375,7531.60009765625,7534.0498046875,152300,7227.0969921875,11786.57030885522,0.013657348129687996
2014-07-01,7634.7001953125,7649.5,7618.14990234375,7629.0,139400,7244.202998046875,11786.57030885522,0.003067799714460584
2014-07-02,7725.14990234375,7732.39990234375,7677.2998046875,7683.0498046875,136300,7262.352998046875,11786.57030885522,0.011847185183091247
2014-07-03,7714.7998046875,7754.64990234375,7706.7998046875,7734.35009765625,133800,7280.3419921875,11786.57030885522,-0.0013397924683778983
2014-07-04,7751.60009765625,7758.0,7661.2998046875,7718.10009765625,113100,7298.557998046875,11786.57030885522,0.0047700904625405105
2014-07-07,7787.14990234375,7792.0,7755.10009765625,7780.39990234375,173900,7318.64599609375,11786.57030885522,0.004586124701950078
2014-07-08,7623.2001953125,7808.85009765625,7595.89990234375,7804.0498046875,180600,7335.885,11786.57030885522,-0.021053878387766067
2014-07-09,7585.0,7650.10009765625,7551.64990234375,7637.9501953125,168300,7353.28,11786.57030885522,-0.005011044487063243
2014-07-10,7567.75,7731.0498046875,7479.0498046875,7589.5,258400,7370.707001953125,11786.57030885522,-0.0022742254449571453
2014-07-11,7459.60009765625,7625.85009765625,7447.2001953125,7584.10009765625,187600,7386.0030078125,11786.57030885522,-0.014290892582835002
2014-07-14,7454.14990234375,7478.4501953125,7422.14990234375,7469.0,135200,7401.09900390625,11786.57030885522,-0.000730628350199658
2014-07-15,7526.64990234375,7534.89990234375,7459.14990234375,7491.2998046875,122100,7417.326005859375,11786.57030885522,0.009726125842626887
2014-07-16,7624.39990234375,7640.10009765625,7532.4501953125,7564.14990234375,168000,7436.7630078125,11786.57030885522,0.012987185702574067
2014-07-17,7640.4501953125,7655.64990234375,7612.7001953125,7612.7001953125,141600,7456.375009765625,11786.57030885522,0.002105122130833692
2014-07-18,7663.89990234375,7685.0,7595.5,7630.25,134600,7472.47701171875,11786.57030885522,0.0030691525279016307
2014-07-21,7684.2001953125,7722.10009765625,7674.0,7701.64990234375,105400,7485.876015625,11786.57030885522,0.002648820212610259
2014-07-22,7767.85009765625,7773.85009765625,7704.7998046875,7708.2001953125,120100,7499.058017578125,11786.57030885522,0.010885960831002128
2014-07-23,7795.75,7809.2001953125,7752.89990234375,7794.89990234375,122100,7512.798017578125,11786.57030885522,0.0035917148236637164
2014-07-24,7830.60009765625,7835.64990234375,7771.64990234375,7796.25,117600,7526.947021484375,11786.57030885522,0.004470397031234974
2014-07-25,7790.4501953125,7840.9501953125,7748.60009765625,7828.2001953125,153900,7538.696025390625,11786.57030885522,-0.005127308487604565
2014-07-28,7748.7001953125,7799.89990234375,7722.64990234375,7792.89990234375,116500,7548.399033203125,11786.57030885522,-0.005359125461725012
2014-07-30,7791.39990234375,7798.7001953125,7707.60009765625,7746.2001953125,178100,7558.71703125,11786.57030885522,0.005510563830702919
2014-07-31,7721.2998046875,7791.85009765625,7711.14990234375,7784.64990234375,208900,7568.085029296875,11786.57030885522,-0.00899711201258746
2014-08-01,7602.60009765625,7716.7001953125,7593.89990234375,7662.5,181100,7574.609033203125,11786.57030885522,-0.015373021386786312
2014-08-04,7683.64990234375,7694.7998046875,7622.0498046875,7639.5498046875,137000,7580.940029296875,11786.57030885522,0.01066080073217135
2014-08-05,7746.5498046875,7752.4501953125,7638.0498046875,7706.64990234375,128200,7588.690029296875,11786.57030885522,0.008186200977814417
2014-08-06,7672.0498046875,7740.9501953125,7658.9501953125,7726.14990234375,116400,7595.771025390625,11786.57030885522,-0.009617184666510403
2014-08-07,7649.25,7708.9501953125,7630.39990234375,7651.14990234375,116800,7602.16302734375,11786.57030885522,-0.0029718009225604414
2014-08-08,7568.5498046875,7592.4501953125,7540.10009765625,7588.7001953125,118400,7608.821025390625,11786.57030885522,-0.010550079460404649
2014-08-11,7625.9501953125,7635.5498046875,7598.60009765625,7619.85009765625,107000,7616.741025390625,11786.57030885522,0.007584067239598591
2014-08-12,7727.0498046875,7735.75,7654.7998046875,7688.7998046875,120600,7624.032021484375,11786.57030885522,0.013257313093540057
2014-08-13,7739.5498046875,7757.10009765625,7695.7001953125,7717.2998046875,154100,7630.506015625,11786.57030885522,0.0016176937273546521
2014-08-14,7791.7001953125,7796.7001953125,7739.10009765625,7756.14990234375,127300,7638.29501953125,11786.57030885522,0.006738168490551644
2014-08-18,7874.25,7880.5,7779.2001953125,7785.25,126700,7646.298017578125,11786.57030885522,0.010594581749585608
2014-08-19,7897.5,7918.5498046875,7881.14990234375,7901.0,140600,7652.58001953125,11786.57030885522,0.0029526621583007007
2014-08-20,7875.2998046875,7922.7001953125,7864.0498046875,7915.7998046875,117300,7656.994013671875,11786.57030885522,-0.002811040875276949
2014-08-21,7891.10009765625,7919.64990234375,7855.9501953125,7875.35009765625,115200,7661.688017578125,11786.57030885522,0.0020063100276317414
2014-08-22,7913.2001953125,7929.0498046875,7900.0498046875,7904.5498046875,104100,7667.41501953125,11786.57030885522,0.002800635828053233
2014-08-25,7906.2998046875,7968.25,7897.9501953125,7931.75,118500,7672.543017578125,11786.57030885522,-0.0008720101166007632
2014-08-26,7904.75,7915.4501953125,7862.4501953125,7874.5,142800,7679.796015625,11786.57030885522,-0.0001960214924535686
2014-08-27,7936.0498046875,7946.85009765625,7916.5498046875,7933.89990234375,120000,7687.846015625,11786.57030885522,0.003959619809291937
2014-08-28,7954.35009765625,7967.7998046875,7939.2001953125,7942.25,189700,7694.299013671875,11786.57030885522,0.002305970025281434
2014-09-01,8027.7001953125,8035.0,7984.0,7990.35009765625,139300,7703.689013671875,11786.57030885522,0.009221381603238932
2014-09-02,8083.0498046875,8101.9501953125,8036.5498046875,8038.60009765625,134900,7714.536005859375,11786.57030885522,0.006894827662761838
2014-09-03,8114.60009765625,8141.89990234375,8092.25,8110.85009765625,150700,7726.59900390625,11786.57030885522,0.003903265936881173
2014-09-04,8095.9501953125,8114.7998046875,8060.89990234375,8114.2001953125,141300,7738.651005859375,11786.57030885522,-0.0022983144109759435
2014-09-05,8086.85009765625,8122.7001953125,8049.85009765625,8099.89990234375,126000,7748.78400390625,11786.57030885522,-0.0011240308347646444
2014-09-08,8173.89990234375,8180.2001953125,8126.14990234375,8132.9501953125,120700,7760.877001953125,11786.57030885522,0.010764364818970584
2014-09-09,8152.9501953125,8174.5498046875,8126.5,8161.89990234375,104700,7774.072001953125,11786.57030885522,-0.002563000193486986
2014-09-10,8094.10009765625,8135.75,8082.10009765625,8135.5498046875,107100,7785.7780078125,11786.57030885522,-0.007218257961404628
2014-09-11,8085.7001953125,8127.9501953125,8057.2998046875,8115.14990234375,122800,7795.265009765625,11786.57030885522,-0.001037780882668149
2014-09-12,8105.5,8114.2998046875,8071.60009765625,8087.0498046875,111400,7804.681005859375,11786.57030885522,0.0024487433628788136
2014-09-15,8042.0,8077.2998046875,8030.0,8070.35009765625,96500,7811.0180078125,11786.57030885522,-0.007834186663376763
2014-09-16,7932.89990234375,8044.89990234375,7925.14990234375,8036.60009765625,128000,7815.380009765625,11786.57030885522,-0.013566289188790104
2014-09-17,7975.5,7990.64990234375,7936.9501953125,7971.5,123700,7819.8580078125,11786.57030885522,0.005370053597129498
2014-09-18,8114.75,8120.85009765625,7939.7001953125,7950.64990234375,116900,7826.410009765625,11786.57030885522,0.01745972039370569
2014-09-19,8121.4501953125,8160.89990234375,8105.35009765625,8129.39990234375,161300,7836.375009765625,11786.57030885522,0.000825681051480398
2014-09-22,8146.2998046875,8159.89990234375,8064.7998046875,8084.4501953125,105500,7847.601005859375,11786.57030885522,0.0030597502634865936
2014-09-23,8017.5498046875,8159.75,8008.10009765625,8144.39990234375,140800,7856.597001953125,11786.57030885522,-0.015804721540682243
2014-09-24,8002.39990234375,8042.0498046875,7950.0498046875,8015.5498046875,182200,7867.452998046875,11786.57030885522,-0.0018895925454548435
2014-09-25,7911.85009765625,8019.2998046875,7877.35009765625,8003.2998046875,231900,7876.607001953125,11786.57030885522,-0.011315331124726713
2014-09-26,7968.85009765625,7993.2998046875,7841.7998046875,7885.85009765625,147800,7885.451005859375,11786.57030885522,0.007204383209546084
2014-09-29,7958.89990234375,7991.75,7934.7001953125,7978.4501953125,97300,7892.141005859375,11786.57030885522,-0.0012486362763213243
2014-09-30,7964.7998046875,8030.89990234375,7923.85009765625,7948.7998046875,141100,7898.627998046875,11786.57030885522,0.0007412962113033661
2014-10-01,7945.5498046875,7977.5,7936.7001953125,7960.5,113000,7904.26099609375,11786.57030885522,-0.002416884350146642
2014-10-07,7852.39990234375,7943.0498046875,7842.7001953125,7897.39990234375,148200,7907.624990234375,11786.57030885522,-0.011723531364537632
2014-10-08,7842.7001953125,7869.89990234375,7815.75,7828.75,135900,7909.1219921875,11786.57030885522,-0.0012352538270948843
2014-10-09,7960.5498046875,7972.35009765625,7886.5,7886.5,123800,7912.41798828125,11786.57030885522,0.01502666255755103
2014-10-10,7859.9501953125,7924.0498046875,7848.4501953125,7911.0,142900,7913.004990234375,11786.57030885522,-0.012637269013223484
2014-10-13,7884.25,7901.14990234375,7796.0,7831.0,118800,7914.880986328125,11786.57030885522,0.0030915977943464235
2014-10-14,7864.0,7928.0,7825.4501953125,7923.25,225500,7917.186982421875,11786.57030885522,-0.002568411706883933
2014-10-16,7748.2001953125,7893.89990234375,7729.64990234375,7837.2998046875,213500,7916.32298828125,11786.57030885522,-0.014725305784270115
2014-10-17,7779.7001953125,7819.2001953125,7723.85009765625,7733.75,177600,7917.49099609375,11786.57030885522,0.0040654602625080916
2014-10-20,7879.39990234375,7905.9501953125,7856.9501953125,7896.9501953125,176200,7923.0269921875,11786.57030885522,0.012815366213124957
2014-10-21,7927.75,7936.60009765625,7874.35009765625,7906.14990234375,163400,7927.908994140625,11786.57030885522,0.006136266499415566
2014-10-22,7995.89990234375,8005.0,7974.5498046875,7997.7998046875,151100,7932.89599609375,11786.57030885522,0.008596373793793965
2014-10-27,7991.7001953125,8064.39990234375,7985.64990234375,8064.35009765625,132800,7939.28900390625,11786.57030885522,-0.0005252325670084268
2014-10-28,8027.60009765625,8037.7998046875,7995.0498046875,8002.39990234375,124100,7946.856005859375,11786.57030885522,0.00449214828714517
2014-10-29,8090.4501953125,8097.9501953125,8052.25,8077.0498046875,148300,7957.294013671875,11786.57030885522,0.007829251194837239
2014-10-30,8169.2001953125,8181.5498046875,8085.2001953125,8085.2001953125,205700,7968.159013671875,11786.57030885522,0.009733698137790459
2014-10-31,8322.2001953125,8330.75,8198.0498046875,8200.7998046875,176200,7980.062021484375,7173.527006835938,0.018728883653480688
2014-11-03,8324.150390625,8350.599609375,8297.650390625,8348.150390625,141100,7991.754033203125,7184.042009277344,0.0002343365055792468
2014-11-05,8338.2998046875,8365.5498046875,8323.5,8351.25,161600,8002.686025390625,7194.677758789063,0.0016998027904968627
2014-11-07,8337.0,8360.349609375,8290.25,8331.849609375,153400,8011.941025390625,7205.4055078125,-0.00015588365949248395
2014-11-10,8344.25,8383.0498046875,8304.4501953125,8337.7998046875,130700,8020.876025390625,7216.3155078125,0.000869617368358
2014-11-11,8362.650390625,8378.7001953125,8321.849609375,8354.099609375,122000,8030.623037109375,7227.255759277344,0.002205158117865702
2014-11-12,8383.2998046875,8415.0498046875,8370.5,8378.900390625,125200,8040.46703125,7238.3305078125,0.0024692427756694
2014-11-13,8357.849609375,8408.0,8320.349609375,8405.25,127400,8049.36001953125,7249.262504882812,-0.0030358207275695825
2014-11-14,8389.900390625,8400.650390625,8346.7998046875,8360.7001953125,146800,8059.03203125,7259.848256835938,0.0038348119131084157
2014-11-17,8430.75,8438.099609375,8349.099609375,8378.400390625,113900,8069.55203125,7270.792756347656,0.0048689027846677835
2014-11-18,8425.900390625,8454.5,8407.25,8441.25,134700,8079.34904296875,7281.317758789062,-0.0005752287014797464
2014-11-19,8382.2998046875,8455.650390625,8360.5,8440.650390625,125400,8087.908037109375,7291.634758300781,-0.005174590716264804
2014-11-20,8401.900390625,8410.849609375,8353.150390625,8406.5,122800,8095.392041015625,7302.336010742188,0.00233833033823716
