Close,High,Low,Open,Volume,RSI,%K,%D,Upper Band,Lower Band,ATR,OBV,Chaikin,SMA,EMA,MACD Line,Signal Line,MACD Histogram
11844.099609375,11883.9501953125,11784.4501953125,11883.900390625,725200.0,83.68849723679917,94.97976873990436,90.31526614473884,11852.774402824984,11075.860460456266,141.87472098214286,19352700.0,396704.01375279855,11464.317431640626,11498.241130522489,143.02998406583356,112.30099489346824,30.72898917236533
11877.4501953125,11945.0,11855.099609375,11890.4501953125,1414800.0,80.94115882724711,91.06010592787702,94.30151858639869,11912.618396296331,11052.521447453666,132.5498046875,20767500.0,356565.190959611,11482.569921875,11534.356279550108,155.32064626395186,120.90492516756495,34.4157210963869
11890.599609375,11918.2998046875,11843.349609375,11886.599609375,855300.0,88.77134661888024,92.80036808515588,92.94674758431243,11970.448064195269,11036.30672096098,130.42124720982142,21622800.0,157182.9641466001,11503.377392578124,11568.284215723908,164.22900271175058,129.5697406764021,34.65926203534849
11941.2998046875,11989.150390625,11905.349609375,11928.900390625,823100.0,88.50226928895613,93.1554075479236,92.33862718698548,12033.083891451635,11031.810835110864,125.06773158482144,22445900.0,-50569.39846691303,11532.44736328125,11603.809509910916,173.38138869764043,138.33207028064976,35.04931841699067
11917.2001953125,11978.9501953125,11861.900390625,11974.599609375,632000.0,85.37307310824895,88.88028615412479,91.61202059573476,12080.223040427129,11044.99170566662,124.11411830357144,21813900.0,26350.592611938715,11562.607373046874,11633.656241853923,176.65372923561335,145.99640207164248,30.65732716397088
11966.0498046875,12002.900390625,11850.25,11911.5,603400.0,84.65110776619362,93.77314341159465,91.93627903788102,12115.914687712992,11088.430038849508,126.36063058035714,22417300.0,33090.83920044545,11602.17236328125,11665.312771647596,181.1012158267822,153.01736482267043,28.08385100411178
12012.0498046875,12021.400390625,11946.849609375,12021.099609375,563000.0,84.85217713157931,98.39267968414266,93.68203641662068,12139.79893048276,11153.110737485991,126.68924386160714,22980300.0,178709.33665755577,11646.454833984377,11698.335346222826,186.1913980184181,159.65217146182,26.539226556598123
11908.150390625,12034.150390625,11888.75,11987.150390625,789300.0,70.9560609799218,76.81267769147549,89.65950026240426,12156.52506242922,11195.86966413328,125.68575613839286,22191000.0,177208.65054338146,11676.19736328125,11718.317731403986,179.7693208585224,163.67560134116047,16.093719517361933
11913.4501953125,11932.650390625,11853.9501953125,11879.2001953125,549000.0,68.03333421993138,77.78798149672383,84.33111295744733,12153.59436121952,11266.690404405485,121.91078404017856,22740000.0,152958.24871541467,11710.1423828125,11736.90177558575,173.1119021372815,165.56286150038468,7.5490406368968195
11840.4501953125,11946.7998046875,11823.2001953125,11908.2998046875,659000.0,68.08213171501859,64.35405666718185,72.98490528512706,12140.22325847799,11333.601546209513,120.68938337053572,22081000.0,-51136.16080310103,11736.91240234375,11746.76352984544,160.09982875582864,164.4702549514735,-4.370426195644853
11872.099609375,11895.650390625,11802.650390625,11858.75,559500.0,68.7938803741902,70.17838337149244,70.7734738451327,12124.798304748792,11402.121421813708,120.38943917410714,22640500.0,16520.761558835395,11763.45986328125,11758.700299324446,150.60542447898297,161.6972888569754,-11.091864377992437
11895.4501953125,11973.650390625,11879.25,11904.2001953125,580200.0,71.88229588595706,74.47550688122033,69.66931563996486,12115.88742417804,11457.74734144696,117.28955078125,23220700.0,-169577.01213181578,11786.8173828125,11771.724098942355,143.31321232001392,158.02047354958313,-14.707261229569212
11884.5,11946.2001953125,11867.599609375,11915.150390625,514400.0,70.74537058254234,63.21285564763157,69.28891530011478,12101.943513340651,11513.741252284346,111.75027901785714,22706300.0,-243424.9633934712,11807.8423828125,11782.464660947848,135.09322183070435,153.43502320580737,-18.341801375103017
11940.099609375,11958.849609375,11881.75,11919.4501953125,613900.0,63.276480541455165,62.33451834817535,66.67429362567574,12105.766428876968,11545.293336748033,101.15025111607144,23320200.0,-347433.1446697805,11825.5298828125,11797.477513179005,131.5488309207849,149.05778474880287,-17.50895382801798
11999.099609375,12038.599609375,11966.0498046875,12004.75,646700.0,63.38749510789619,83.25910964687185,69.60216121422626,12121.744195804684,11563.040569820318,101.07882254464286,23966900.0,-341319.18103264645,11842.3923828125,11816.679617578624,131.9793072059383,145.64208924022995,-13.662782034291638
11968.400390625,12028.2001953125,11956.900390625,12025.650390625,557700.0,57.89159719833174,70.24816648179726,71.94726482561482,12118.83011586011,11603.959727889893,98.96449497767856,23409200.0,-294419.97063347884,11861.394921875,11831.129215011611,128.36359673469087,142.18639073912215,-13.822794004431271
11914.400390625,11968.099609375,11883.5,11967.2998046875,486800.0,51.92844528000912,47.361885999039785,66.95638737590296,12104.75596104142,11649.06396083358,99.67522321428572,22922400.0,-341057.27217170503,11876.9099609375,11839.059803165268,119.76024982149649,137.70116255559702,-17.94091273410055
12073.75,12084.5,11919.75,11922.4501953125,534300.0,59.12509335073638,96.18590920745356,71.26532056276353,12099.69994979742,11703.23501114008,104.78585379464286,23456700.0,-317995.84502609074,11901.46748046875,11861.41125048286,124.36659643712484,135.0342493319026,-10.667652894777774
12037.7001953125,12132.4501953125,12006.349609375,12110.2001953125,1201300.0,58.16730694385242,71.27044993559657,71.60608171402997,12064.885139333994,11783.429802072256,105.43233816964286,22255400.0,-281817.53589916043,11924.157470703123,11878.200673799967,123.68250641518534,132.76390074855914,-9.081394333373794
12100.7001953125,12114.900390625,12055.150390625,12068.5,584200.0,58.95463259781892,90.37294760374871,85.94310224893296,12085.999951637395,11793.700048362603,100.04303850446428,22839600.0,-177894.52220005356,11939.85,11899.39110442021,126.7626922223244,131.5636590433122,-4.80096682098781
12151.150390625,12158.7998046875,12099.9501953125,12132.099609375,620500.0,59.19615106998653,97.85218962590862,86.49852905508465,12122.046177420343,11788.358900704658,98.92152622767856,23460100.0,-94071.47103095612,11955.2025390625,11923.368179296856,131.75587113065376,131.60210146078057,0.1537696698732134
12056.0498046875,12147.400390625,12017.400390625,12146.2001953125,804400.0,59.89295032001244,71.14974896969265,86.45829539978332,12132.564702597543,11795.700336464954,98.08935546875,22655700.0,76881.00345221069,11964.13251953125,11936.004524572156,126.58004295121827,130.5976897588681,-4.01764680764984
12048.2001953125,12137.150390625,12023.7001953125,12137.0498046875,720900.0,58.98274851897663,68.94572754917095,79.31588871492407,12140.706004471378,11803.319093184871,100.57149832589286,21934800.0,20782.890173000284,11972.012548828125,11946.689826547426,120.4562196359784,128.56939573429017,-8.113176098311754
11994.2001953125,12068.599609375,11956.400390625,12067.650390625,605800.0,60.51571345749498,53.783551825213806,64.62634278135914,12142.981901795903,11806.333234922844,99.75718470982144,21329000.0,-202958.0066209128,11974.657568359376,11951.214623572672,109.97793960681884,124.8511045087959,-14.873164901977065
12043.2001953125,12054.7001953125,11935.2998046875,11969.9501953125,747200.0,61.43110100853253,60.30235857124173,61.0105459818755,12149.65853570427,11812.256601014482,101.64292689732144,22076200.0,-182986.5723282285,11980.957568359376,11959.97515421456,104.42398300725472,120.76568020848768,-16.341697201232947
12018.400390625,12081.2001953125,11998.75,12071.25,562200.0,58.19833429924008,51.78594783845145,55.29061941163567,12152.925417935568,11814.224777376934,100.27859933035714,21514000.0,-132933.7871087296,11983.57509765625,11965.539462444129,96.90424361079204,115.99339288894856,-19.089149278156512
11921.5,12057.0498046875,11888.849609375,12047.349609375,609200.0,52.21345129682728,14.34760080225873,42.14530240398397,12150.026410417682,11808.068804426068,106.67857142857144,20904800.0,-117089.4757074304,11979.047607421877,11961.345227925638,82.1784423402205,109.23040277920296,-27.051960438982448
11937.5,11981.9501953125,11888.0498046875,11939.099609375,599100.0,49.8367488114921,19.61497940810268,28.58284268293762,12149.423057822149,11811.607117959102,107.87862723214286,21503900.0,-248433.4513544096,11980.515087890624,11959.074253837482,70.98098046338782,101.58051831603991,-30.599537852652105
11856.7998046875,11953.2001953125,11844.7001953125,11950.5,650200.0,41.30089823755357,3.85215677252066,12.604912327627352,12153.10047184399,11802.264664874758,108.59291294642856,20853700.0,-459977.32384682447,11977.682568359374,11949.333830108912,54.96151776614533,92.256718206061,-37.29520043991568
11910.150390625,11923.2001953125,11832.2998046875,11867.349609375,997700.0,46.53501006129724,23.84397731623277,15.7703711656187,12147.64773914006,11814.68741710994,109.99295479910714,21851400.0,-350684.47556361463,11981.167578125,11945.602073967588,46.04020179305007,83.01341492345883,-36.97321313040875
11971.7998046875,12005.5,11934.0,11944.2998046875,752600.0,53.38360061573392,42.725880551301685,23.474004880018374,12144.661585463406,11827.643590317844,110.73932756696428,22604000.0,-196037.2594411196,11986.152587890623,11948.097095940911,43.44379408358327,75.09949075548371,-31.655696671900444
12086.7001953125,12098.849609375,12023.599609375,12026.400390625,597700.0,50.805609927087474,77.91742438744257,48.16242741832568,12154.259987852502,11837.170187928748,107.66434151785714,23201700.0,188823.96994776465,11995.715087890623,11961.297391119158,50.08032867350266,70.0956583390875,-20.015329665584844
12053.9501953125,12134.650390625,12046.2998046875,12131.349609375,437700.0,51.01505254604948,67.88679651607963,62.84336715160796,12155.661179664865,11852.714015647634,104.96791294642856,22764000.0,211209.4855624009,12004.18759765625,11970.121467709,52.09664120208981,66.49585491168797,-14.399213709598158
12165.0,12182.75,12070.349609375,12082.4501953125,499600.0,53.78902361126297,94.93508628689102,80.24643573013775,12179.723449133036,11851.141785241964,108.65359933035714,23263600.0,279205.064498228,12015.4326171875,11988.681327927188,61.94135320152782,65.58495456965593,-3.6436013681281167
12221.650390625,12237.7001953125,12163.4501953125,12197.0,518900.0,54.12424846951718,96.04099920506827,86.28762733601297,12214.620660717108,11838.499651782891,109.75362723214286,23782500.0,341361.1452871012,12026.56015625,12010.868857707932,73.46768176146907,67.16150000801856,6.306181753450503
12259.7001953125,12268.349609375,12191.150390625,12223.400390625,623100.0,62.76564225496269,98.01641602185816,96.33083383793917,12253.738469349086,11828.511823619663,105.71428571428572,24405600.0,607538.7208953118,12041.125146484375,12034.567080336938,84.69635457681943,70.66847092177875,14.027883655040682
12271.7998046875,12293.900390625,12252.75,12266.4501953125,810700.0,63.94185686832792,95.21218416726784,96.42319979806476,12286.33022164502,11831.66001272998,100.55001395089286,25216300.0,708487.1057354556,12058.9951171875,12057.160673132228,93.49375819053604,75.23352837553021,18.26022981500581
12262.75,12287.150390625,12213.25,12235.4501953125,604800.0,67.73893489628017,93.25165704420972,95.49341907777858,12313.393331635933,11823.496902739069,97.81438337053572,24611500.0,762365.6558450591,12068.4451171875,12076.740609024397,98.59893320409536,79.90660934124325,18.69232386285212
12214.5498046875,12283.7001953125,12202.099609375,12269.25,470300.0,61.33039217458912,82.80968691225969,90.42450937457907,12330.201467804536,11824.373727507964,95.11439732142856,24141200.0,528316.8228875464,12077.28759765625,12089.865294325646,97.63004980569713,83.45129743413403,14.178752371563093
12126.5498046875,12221.5498046875,12118.849609375,12211.849609375,520300.0,56.5997032234227,63.74558632814236,79.93564342820392,12332.260763171093,11824.899393078907,96.56082589285714,23620900.0,282227.77875068784,12078.580078125,12093.35905721725,88.73841694592011,84.50872133649125,4.229695609428859
12245.7998046875,12258.4501953125,12157.900390625,12172.900390625,383800.0,69.26456750833333,89.57960899468773,78.7116274116966,12346.062795841714,11820.562301814538,93.96798270089286,24004700.0,39001.81993980706,12083.312548828126,12107.87722364299,90.27359442676789,85.66169595454659,4.611898472221299
12255.849609375,12286.4501953125,12213.7998046875,12274.900390625,411100.0,69.04574390517499,91.75677362438356,81.69398964907123,12366.66708086607,11819.937997258932,92.45012555803572,24415800.0,-39708.0986093618,12093.3025390625,12121.969831807945,91.24930371672964,86.7792175069832,4.470086209746427
12168.4501953125,12247.099609375,12151.7998046875,12247.099609375,426900.0,68.49668702212207,72.8227824802879,84.7197216997864,12373.790142372773,11824.839935752228,92.13225446428572,23988900.0,-71984.74888365064,12099.3150390625,12126.396533094092,84.00183718146582,86.22374144187972,-2.221904260413908
12182.5,12222.2001953125,12165.2998046875,12202.150390625,304100.0,66.95512290497359,69.0468825467116,77.87547955046102,12380.932172692648,11836.527885901103,89.70368303571429,24293000.0,-193880.95798620585,12108.730029296876,12131.739720418464,78.48711890604318,84.67641693471242,-6.189298028669242
12282.2001953125,12289.900390625,12195.25,12198.5498046875,407700.0,68.44987392441037,95.671416390884,79.18036047262784,12401.613893769008,11839.74616482474,90.564453125,24700700.0,-228264.11625750829,12120.680029296876,12146.06928945599,81.22532251682605,83.98619805113515,-2.7608755343090934
12226.650390625,12265.599609375,12191.349609375,12261.099609375,428800.0,58.94995459728983,72.83932114079269,79.18587335946278,12411.501408145936,11850.683650447814,87.97879464285714,24271900.0,-126640.20604709628,12131.092529296877,12153.743680043515,78.013670584196,82.79169255774733,-4.778021973551319
11993.0498046875,12179.099609375,11974.2001953125,12170.599609375,396500.0,46.90137177973614,5.896026856215999,58.13558812929757,12405.481357475335,11863.858681587162,99.7001953125,23875400.0,-66438.03336082026,12134.67001953125,12138.43950143818,55.97356981479607,77.42806800915707,-21.45449819436101
12052.9501953125,12152.150390625,12005.349609375,12079.099609375,447800.0,43.98583929041301,24.632452890128388,34.455933629045695,12398.16326117706,11882.72179741669,101.86453683035714,24323200.0,-136208.77637636568,12140.442529296875,12130.297662759544,42.84618789643537,70.51169198661273,-27.665504090177365
12025.349609375,12044.9501953125,11929.599609375,11939.099609375,446000.0,39.12461045706372,26.28322664350586,18.93723546328341,12376.84398732184,11920.89605174066,105.37172154017856,23877200.0,-162934.72271484882,12148.87001953125,12120.302610056257,29.871170274256656,62.38358764414152,-32.512417369884865
12215.900390625,12224.0498046875,12132.5498046875,12153.150390625,477500.0,47.9241817941149,78.58912085437643,43.16826679600356,12363.99928522665,11964.315753835852,114.05036272321428,24354700.0,-34468.95539377909,12164.15751953125,12129.407160586612,34.565778102758486,56.82002573586492,-22.25424763310643
12256.7998046875,12311.2001953125,12213.2001953125,12271.0,660600.0,49.30799090296375,85.74415432530024,63.53883394106085,12360.338290801548,11996.476748260951,118.11104910714286,25015300.0,158197.73623747192,12178.40751953125,12141.539793358126,41.11260896935892,53.67854238256372,-12.565933413204805
12329.5498046875,12337.75,12285.7998046875,12296.7001953125,501000.0,52.91066439383817,97.99088877510492,87.4413879849272,12379.008727409304,12002.091272590696,118.61460658482144,25516300.0,339195.1702264752,12190.55,12159.445508722829,51.57679145493785,53.25819219703855,-1.6814007421006991
12362.2998046875,12374.25,12308.7001953125,12333.099609375,616300.0,56.52576732630561,97.31245140801454,93.68249816947323,12397.794596376983,12014.140364560517,117.46812220982144,26132600.0,452976.0163626056,12205.96748046875,12178.764965481369,61.799990935604,54.96655194475164,6.833438990852358
12343.2998046875,12355.150390625,12278.75,12349.400390625,684400.0,60.194715239526566,93.03943143533589,96.11425720615178,12415.082945591214,12014.681995815035,116.10023716517856,25448200.0,689153.3554921588,12214.882470703124,12194.434950167666,67.58967724170543,57.4911770041424,10.09850023756303
12355.5,12389.0498046875,12315.7998046875,12347.099609375,395700.0,55.73745205297539,92.69783645109112,94.34990643148052,12431.44347748486,12011.70642485889,111.91092354910714,25843900.0,852940.4945048951,12221.574951171877,12209.774478723128,72.32873847805968,60.45868929892586,11.870049179133815
12352.349609375,12385.4501953125,12321.400390625,12328.400390625,502100.0,55.08375519611474,92.01214937180777,92.58313908607823,12443.57544518099,12008.83939856901,111.29659598214286,25341800.0,880156.0383647643,12226.207421875,12223.353062594735,74.96610585294547,63.36017260972979,11.605933243215688
12224.5498046875,12430.5,12216.900390625,12430.5,491600.0,52.8347396989884,58.88400185603268,81.19799589297719,12440.151005002344,12007.538838747654,119.12158203125,24850200.0,611164.7236765623,12223.844921875,12223.46703803214,65.983248512297,63.88478779024324,2.0984607220537583
12169.849609375,12230.0498046875,12162.2998046875,12195.2998046875,400.0,49.38599418320257,47.96362799801919,66.28659307528655,12435.977689188465,12002.422115499034,119.89655412946428,24849800.0,315286.0696715079,12219.19990234375,12218.36061625527,53.82990312347101,61.8738108568888,-8.043907733417782
12106.900390625,12225.0498046875,12087.900390625,12218.349609375,500.0,41.176788633591,35.39641504946171,47.414681634504525,12436.350707324247,11991.284155957002,122.021484375,24849300.0,54387.71858696826,12213.817431640626,12207.745356671436,38.67301503395356,57.23365169230176,-18.560636658348194
12180.349609375,12189.0,12094.099609375,12123.75,867700.0,47.71083034303747,50.059853155060615,44.4732987341805,12435.87722006482,11997.13762368518,122.31075613839286,25717000.0,150416.92755195126,12216.507421875,12205.1362378813,32.21643908023907,52.23020916988922,-20.01377008965015
12248.25,12272.150390625,12149.650390625,12174.5498046875,593200.0,65.08987810300326,63.61552048849533,49.69059623100589,12436.071333530965,11997.188529750289,113.02859933035714,26310200.0,323672.1482391115,12216.629931640626,12209.242310464031,32.20728464692911,48.2256242652972,-16.01833961836809
12119.0,12216.599609375,12107.0,12197.099609375,441200.0,53.609475413300544,37.811987007771165,50.4957868837757,12432.588302419112,11986.986599924638,111.75355747767856,25869000.0,450928.0424660053,12209.787451171876,12200.647804705552,21.52253647670659,42.88500670757908,-21.36247023087249
12055.7998046875,12163.5498046875,12024.5,12148.099609375,478500.0,51.601714879238266,7.709311499384236,36.37893966521691,12436.832690637351,11971.4771726439,112.87493024553572,25390500.0,319452.3450816628,12204.154931640624,12186.852757084787,7.864412939759859,35.88088795401524,-28.016475014255377
12129.5,12169.599609375,12103.7998046875,12114.900390625,514400.0,44.81825167387444,25.86206896551724,23.79445582422421,12436.417652512226,11966.592210769026,106.81061662946428,25904900.0,88343.01176026277,12201.504931640626,12181.39058974338,2.9531988210437703,29.295350127420942,-26.34215130637717
12035.7998046875,12150.2998046875,12010.599609375,12147.75,538100.0,37.53525098702763,6.001469842643112,13.190950102514863,12431.990765426548,11946.3790587922,109.78920200892856,25366800.0,-104840.59175367469,12189.184912109376,12167.52480069044,-8.40293265098262,21.75569357174023,-30.15862622272285
11962.099609375,12103.5498046875,11945.849609375,12100.400390625,771300.0,29.29741875919533,3.352932405366304,11.73882373784222,12438.214562309102,11913.700183784647,115.27134486607144,24595500.0,-354897.3719523344,12175.957373046876,12147.960496755635,-23.08364459671793,12.7878259380486,-35.87147053476653
11707.900390625,11749.849609375,11614.5,11627.4501953125,669800.0,20.493292459003115,11.446126302083332,6.933509516697583,12488.81041290954,11834.58939177796,135.41775948660714,23925700.0,-553659.8311330881,12161.69990234375,12106.050010457482,-54.60056576962416,-0.6898524034859506,-53.91071336613821
11979.650390625,11986.150390625,11783.400390625,11786.25,560400.0,36.64673115168658,44.74882238051471,19.84929369598812,12491.8495445507,11824.22027966805,149.32491629464286,24486100.0,-515421.9039014336,12158.034912109377,12094.01195142582,-56.9930189305087,-11.9504857088905,-45.0425332216182
12089.150390625,12098.150390625,11953.349609375,12005.849609375,758000.0,40.8718683984353,58.16794002757353,38.12096290339053,12490.894371781997,11831.555530561754,154.43568638392858,25244100.0,-118224.55838662386,12161.224951171876,12093.548945635264,-49.482912216893965,-19.456971010491195,-30.02594120640277
12137.9501953125,12160.599609375,12084.650390625,12120.0,565100.0,42.87519577025902,64.14830824908088,55.688356885723046,12486.117136352706,11828.537746459797,155.28564453125,25809200.0,318265.2988253422,12157.32744140625,12097.777636080717,-39.14215573153342,-23.39400795469964,-15.748147776833784
12098.349609375,12154.7001953125,12073.9501953125,12151.150390625,473500.0,45.5450350353318,73.57246589866267,65.29623805843903,12475.729265631337,11823.080597649914,145.79638671875,25335700.0,572389.1219781935,12149.404931640624,12097.832109727791,-33.7533800900801,-25.46588238177573,-8.287497708304368
12031.5,12103.5498046875,11990.75,12102.349609375,524700.0,45.15768706497115,63.40754996035246,67.04277470269867,12453.323848384209,11815.681034428291,149.01422991071428,24811000.0,536824.2959936429,12134.50244140625,12091.514765944192,-34.47948334005196,-27.26860257343098,-7.210880766620978
12107.900390625,12172.2998046875,12099.0,12108.400390625,480000.0,50.03467406380028,75.02472402640792,70.66824662847435,12422.099409477123,11821.465531929123,149.27497209821428,25291000.0,314132.3572140634,12121.782470703123,12093.075301628078,-28.560821012079032,-27.527046261160592,-1.0337747509184396
12201.2001953125,12231.75,12144.2998046875,12151.0,411700.0,50.71315721791527,89.21156341972636,75.88127913549557,12399.238605091565,11830.116375377183,151.3427734375,25702700.0,171580.87946496904,12114.677490234377,12103.372910550404,-16.15549350355832,-25.25273570964014,9.097242206081823
12174.650390625,12225.650390625,12139.7998046875,12219.5498046875,501200.0,47.4093766499472,90.74935449574728,84.99521398062718,12368.652848637334,11842.617170893916,148.72495814732142,25201500.0,21165.23521480523,12105.635009765623,12110.16124198608,-8.370044763936676,-21.87619752049945,13.506152756562772
12113.4501953125,12246.7001953125,12091.2001953125,12190.150390625,622800.0,49.7948240642526,78.92281574918941,86.29457788822101,12329.859763444763,11857.520314680234,149.74281529017858,24578700.0,-173073.9802351594,12093.6900390625,12110.474475636214,-7.0570159499711735,-18.9123612063938,11.855345256422623
12045.7998046875,12159.599609375,12037.0,12131.7998046875,0.0,49.631513113671005,68.22202964905858,79.29806663133176,12313.48279944029,11856.02227868471,148.56780133928572,24578700.0,-383203.0236518607,12084.7525390625,12104.314983164908,-11.34448019458432,-17.3987850040319,6.054304809447579
11992.5,12030.75,11908.0498046875,12028.25,676900.0,44.87467265245043,59.79118684282477,68.97867741369093,12304.475546239357,11847.294570948145,150.27852957589286,23901800.0,-449987.9698661063,12075.88505859375,12093.665937149202,-18.8261590485472,-17.68425981293496,-1.141899235612236
12125.900390625,12134.7001953125,12042.099609375,12090.599609375,513600.0,53.2735275813938,80.89215954326177,69.63512534504838,12306.125123137128,11847.544994050371,150.45710100446428,24415400.0,-205141.8788317293,12076.83505859375,12096.73588509928,-13.831703524745537,-16.913748555297076,3.0820450305515408
12080.849609375,12152.0,12071.4501953125,12119.0,502600.0,54.40614192994814,73.76612864608192,71.48315834405616,12295.952157593238,11847.76795959426,144.94635881696428,23912800.0,-27394.286991762,12071.86005859375,12095.22290645887,-13.354836834874732,-16.201966211212607,2.847129376337876
11829.400390625,12012.5498046875,11813.400390625,12012.5498046875,490800.0,54.51739773258701,9.928776039745458,54.86235474302972,12283.71907764993,11818.11607860007,139.22133091517858,23422000.0,-49458.20813874528,12050.917578125,12069.906476379454,-32.88765859540581,-19.53910468805125,-13.34855390735456
