Date,Open,High,Low,Close,Adj Close,Volume,RSI
2010-04-07,5365.7001953125,5399.64990234375,5345.0498046875,5374.64990234375,5374.64990234375,0,71.84758281651061
2010-04-08,5376.2998046875,5383.64990234375,5290.25,5304.4501953125,5304.4501953125,0,58.23595210406645
2010-04-09,5302.39990234375,5377.4501953125,5302.25,5361.75,5361.75,0,61.97420655949176
2010-04-12,5354.14990234375,5382.14990234375,5324.89990234375,5339.7001953125,5339.7001953125,0,57.86465907093434
2010-04-13,5340.85009765625,5356.5,5301.7001953125,5322.9501953125,5322.9501953125,0,63.14030889141721
2010-04-15,5323.2998046875,5373.14990234375,5265.2998046875,5273.60009765625,5273.60009765625,0,55.05974881049689
2010-04-16,5273.39990234375,5283.0498046875,5237.5498046875,5262.60009765625,5262.60009765625,0,50.242740413208175
2010-04-19,5279.0498046875,5279.0498046875,5160.89990234375,5203.64990234375,5203.64990234375,0,42.01404476208014
2010-04-20,5208.2998046875,5257.25,5208.2998046875,5230.10009765625,5230.10009765625,0,42.66853915997614
2010-04-21,5230.2998046875,5266.2998046875,5230.2998046875,5244.89990234375,5244.89990234375,0,48.135127142167825
2010-04-22,5248.60009765625,5331.7998046875,5221.10009765625,5269.35009765625,5269.35009765625,0,52.10215142059452
2010-04-23,5269.64990234375,5311.0498046875,5269.64990234375,5304.10009765625,5304.10009765625,0,51.431590698592416
2010-04-26,5299.35009765625,5342.35009765625,5299.35009765625,5322.4501953125,5322.4501953125,0,44.46988332720215
2010-04-27,5322.10009765625,5330.5498046875,5301.39990234375,5308.35009765625,5308.35009765625,0,43.251794975554496
2010-04-28,5308.2001953125,5308.25,5202.4501953125,5215.4501953125,5215.4501953125,0,34.43491030193432
2010-04-29,5215.25,5264.75,5214.7998046875,5254.14990234375,5254.14990234375,0,44.75929326896173
2010-04-30,5254.2001953125,5294.7998046875,5254.2001953125,5278.0,5278.0,0,40.620454321743786
2010-05-03,5278.39990234375,5278.7001953125,5210.0498046875,5222.75,5222.75,0,37.808808499028835
2010-05-04,5223.89990234375,5250.14990234375,5134.85009765625,5148.5,5148.5,0,33.761512757207626
2010-05-05,5148.35009765625,5148.35009765625,5056.5,5124.89990234375,5124.89990234375,0,35.46147030404411
2010-05-06,5124.39990234375,5124.89990234375,5037.75,5090.85009765625,5090.85009765625,0,33.93208558006275
2010-05-07,5072.2998046875,5085.64990234375,4984.60009765625,5018.0498046875,5018.0498046875,0,33.0749591021258
2010-05-10,5026.60009765625,5203.2998046875,5026.60009765625,5193.60009765625,5193.60009765625,0,47.38313883311069
2010-05-11,5189.75,5206.7001953125,5126.5,5136.14990234375,5136.14990234375,0,42.65253123465979
2010-05-12,5133.75,5172.85009765625,5098.7998046875,5156.64990234375,5156.64990234375,0,42.344782936902256
2010-05-13,5157.5498046875,5212.7001953125,5147.9501953125,5178.89990234375,5178.89990234375,0,41.34880500751046
2010-05-14,5180.5498046875,5192.75,5070.9501953125,5093.5,5093.5,0,35.52140123958469
2010-05-17,5093.89990234375,5094.5498046875,4966.25,5059.89990234375,5059.89990234375,0,34.66641513800727
2010-05-18,5059.5498046875,5105.2001953125,5024.25,5066.2001953125,5066.2001953125,0,39.68628022609851
2010-05-19,5065.10009765625,5065.10009765625,4908.14990234375,4919.64990234375,4919.64990234375,0,29.88336240463731
2010-05-20,4924.2998046875,4980.25,4924.2998046875,4947.60009765625,4947.60009765625,0,30.227449247767666
2010-05-21,4946.7001953125,4946.7001953125,4842.2998046875,4931.14990234375,4931.14990234375,0,31.699542486263866
2010-05-24,4944.2998046875,5029.5498046875,4923.4501953125,4943.9501953125,4943.9501953125,0,36.089815619114404
2010-05-25,4945.2998046875,4946.60009765625,4786.4501953125,4806.75,4806.75,0,31.259990945952396
2010-05-26,4807.2998046875,4925.4501953125,4807.2998046875,4917.39990234375,4917.39990234375,0,40.62889444876501
2010-05-27,4915.14990234375,5016.60009765625,4897.60009765625,5003.10009765625,5003.10009765625,0,49.20340627918896
2010-05-28,5005.60009765625,5077.25,5005.60009765625,5066.5498046875,5066.5498046875,0,42.31164491836779
2010-05-31,5076.10009765625,5097.60009765625,5038.5498046875,5086.2998046875,5086.2998046875,0,46.839134018141706
2010-06-01,5086.25,5086.9501953125,4961.0498046875,4970.2001953125,4970.2001953125,0,39.45600171421535
2010-06-02,4970.75,5031.2001953125,4967.0498046875,5019.85009765625,5019.85009765625,0,41.275867019202344
2010-06-03,5020.14990234375,5125.7001953125,5020.14990234375,5110.5,5110.5,0,50.92713708079642
2010-06-04,5112.60009765625,5147.89990234375,5091.60009765625,5135.5,5135.5,0,54.16208108086312
2010-06-07,5132.9501953125,5132.9501953125,5004.25,5034.0,5034.0,0,48.39544634358558
2010-06-08,5036.7001953125,5071.35009765625,4967.2998046875,4987.10009765625,4987.10009765625,0,53.7316843879668
2010-06-09,4985.0498046875,5050.60009765625,4980.10009765625,5000.2998046875,5000.2998046875,0,52.96398964996971
2010-06-10,4999.60009765625,5085.2001953125,4997.60009765625,5078.60009765625,5078.60009765625,0,57.75360234987213
2010-06-11,5078.75,5139.0498046875,5078.75,5119.35009765625,5119.35009765625,0,58.95995222941852
2010-06-14,5120.14990234375,5201.25,5120.14990234375,5197.7001953125,5197.7001953125,0,71.24846607531836
2010-06-15,5201.2998046875,5231.4501953125,5171.0498046875,5222.35009765625,5222.35009765625,0,68.28349907021843
2010-06-16,5225.0498046875,5255.64990234375,5214.89990234375,5233.35009765625,5233.35009765625,0,65.16300929552357
2010-06-17,5233.64990234375,5285.5498046875,5206.5498046875,5274.85009765625,5274.85009765625,0,64.1258976058766
2010-06-18,5274.9501953125,5302.2998046875,5245.5,5262.60009765625,5262.60009765625,0,62.078683071183555
2010-06-21,5266.5,5366.75,5266.5,5353.2998046875,5353.2998046875,0,77.19335094030957
2010-06-22,5353.9501953125,5354.35009765625,5311.0498046875,5316.5498046875,5316.5498046875,0,71.45335622101821
2010-06-23,5316.14990234375,5333.2998046875,5288.14990234375,5323.14990234375,5323.14990234375,0,67.50349863390504
2010-06-24,5323.25,5348.2998046875,5284.5498046875,5320.60009765625,5320.60009765625,0,65.82053437210735
2010-06-25,5320.5,5320.5,5259.89990234375,5269.0498046875,5269.0498046875,0,71.96522666004735
2010-06-28,5271.10009765625,5339.4501953125,5270.75,5333.5,5333.5,0,81.34272901985906
2010-06-29,5333.5498046875,5334.14990234375,5235.7998046875,5256.14990234375,5256.14990234375,0,70.74178314550255
2010-06-30,5254.25,5320.35009765625,5210.0,5312.5,5312.5,0,69.6620533907537
2010-07-01,5312.0498046875,5312.5498046875,5232.10009765625,5251.39990234375,5251.39990234375,0,60.73313182434428
2010-07-02,5251.25,5277.25,5225.60009765625,5237.10009765625,5237.10009765625,0,53.57465935057099
2010-07-05,5237.0,5252.75,5225.85009765625,5235.89990234375,5235.89990234375,0,51.2839756141799
2010-07-06,5236.10009765625,5297.4501953125,5231.5,5289.0498046875,5289.0498046875,0,54.887651666608114
2010-07-07,5293.10009765625,5296.75,5233.4501953125,5241.10009765625,5241.10009765625,0,47.071583514099785
2010-07-08,5242.0,5320.5,5242.0,5296.85009765625,5296.85009765625,0,52.76321097216619
2010-07-09,5297.2001953125,5359.0498046875,5297.2001953125,5352.4501953125,5352.4501953125,0,49.927340391059026
2010-07-12,5352.25,5402.7001953125,5351.60009765625,5383.0,5383.0,0,55.743813024092866
2010-07-13,5370.2001953125,5406.2001953125,5357.85009765625,5400.64990234375,5400.64990234375,0,56.573367260390164
2010-07-14,5402.0,5453.4501953125,5371.7001953125,5386.14990234375,5386.14990234375,0,55.44931277754775
2010-07-15,5387.10009765625,5399.2001953125,5360.60009765625,5378.75,5378.75,0,59.84211679151881
2010-07-16,5376.64990234375,5401.35009765625,5374.39990234375,5393.89990234375,5393.89990234375,0,55.94487799204717
2010-07-19,5392.7001953125,5409.10009765625,5361.5,5386.4501953125,5386.4501953125,0,64.8710972808442
2010-07-20,5387.0,5416.4501953125,5353.60009765625,5368.0,5368.0,0,56.93404651979971
2010-07-21,5368.85009765625,5409.10009765625,5368.85009765625,5399.35009765625,5399.35009765625,0,69.9690251489429
2010-07-22,5399.14990234375,5447.14990234375,5372.2001953125,5441.9501953125,5441.9501953125,0,75.68656407543602
2010-07-23,5441.89990234375,5477.5,5435.14990234375,5449.10009765625,5449.10009765625,0,76.34057411464919
2010-07-26,5446.5498046875,5466.25,5409.2001953125,5418.60009765625,5418.60009765625,0,66.9546557742029
2010-07-27,5420.2001953125,5450.9501953125,5407.2001953125,5430.60009765625,5430.60009765625,0,77.37651168433943
2010-07-28,5436.10009765625,5447.85009765625,5386.25,5397.5498046875,5397.5498046875,0,65.56891426086668
2010-07-29,5397.85009765625,5415.85009765625,5381.5498046875,5408.89990234375,5408.89990234375,0,60.111002468081985
2010-07-30,5408.39990234375,5413.25,5349.2001953125,5367.60009765625,5367.60009765625,0,47.343927642050474
2010-08-02,5369.5498046875,5438.85009765625,5351.2998046875,5431.64990234375,5431.64990234375,0,54.60898275406465
2010-08-03,5432.5,5459.2001953125,5426.39990234375,5439.5498046875,5439.5498046875,0,58.09826354178237
2010-08-04,5441.35009765625,5481.89990234375,5428.39990234375,5467.85009765625,5467.85009765625,0,62.7067987504683
2010-08-05,5470.14990234375,5487.14990234375,5443.10009765625,5447.10009765625,5447.10009765625,0,57.46773808838407
2010-08-06,5448.25,5471.89990234375,5431.35009765625,5439.25,5439.25,0,57.40321339471299
2010-08-09,5439.7998046875,5492.2998046875,5433.25,5486.14990234375,5486.14990234375,0,65.34213900122117
2010-08-10,5486.7998046875,5491.4501953125,5445.35009765625,5460.7001953125,5460.7001953125,0,58.090480477115875
2010-08-11,5460.7001953125,5474.60009765625,5412.0,5420.60009765625,5420.60009765625,0,47.16579009799334
2010-08-12,5418.7001953125,5431.10009765625,5372.4501953125,5416.4501953125,5416.4501953125,0,45.63094996961718
2010-08-13,5420.64990234375,5476.5,5415.5,5452.10009765625,5452.10009765625,0,54.42186078047699
2010-08-16,5452.10009765625,5465.25,5397.39990234375,5418.2998046875,5418.2998046875,0,48.46476660381337
2010-08-17,5422.14990234375,5443.5498046875,5408.7998046875,5414.14990234375,5414.14990234375,0,52.232998485367965
2010-08-18,5416.25,5487.9501953125,5416.25,5479.14990234375,5479.14990234375,0,58.25791283824427
2010-08-19,5478.25,5544.7001953125,5478.10009765625,5540.2001953125,5540.2001953125,0,69.3889080866422
2010-08-20,5540.7998046875,5546.60009765625,5513.35009765625,5530.64990234375,5530.64990234375,0,62.672792049503094
2010-08-23,5531.14990234375,5549.7998046875,5519.39990234375,5543.5,5543.5,0,63.13993047668895
2010-08-24,5541.10009765625,5547.25,5488.4501953125,5505.10009765625,5505.10009765625,0,54.591392102767074
2010-08-25,5505.2998046875,5506.14990234375,5452.5498046875,5462.35009765625,5462.35009765625,0,51.78299848828765
2010-08-26,5462.10009765625,5486.5498046875,5454.7001953125,5477.89990234375,5477.89990234375,0,54.4389449493437
2010-08-27,5489.60009765625,5495.2001953125,5391.9501953125,5408.7001953125,5408.7001953125,0,41.538323658039815
2010-08-30,5408.89990234375,5469.0,5390.35009765625,5415.4501953125,5415.4501953125,0,44.845656695996524
2010-08-31,5413.5498046875,5413.89990234375,5348.89990234375,5402.39990234375,5402.39990234375,0,47.7907042908015
2010-09-01,5403.0498046875,5478.60009765625,5403.0498046875,5471.85009765625,5471.85009765625,0,55.80467550114755
2010-09-02,5471.89990234375,5513.9501953125,5471.85009765625,5486.14990234375,5486.14990234375,0,53.73475495457282
2010-09-03,5486.2998046875,5510.39990234375,5473.64990234375,5479.39990234375,5479.39990234375,0,57.124540101550586
2010-09-06,5479.5498046875,5589.39990234375,5479.5498046875,5576.9501953125,5576.9501953125,0,65.58790500314643
2010-09-07,5575.89990234375,5625.5,5571.64990234375,5604.0,5604.0,0,62.89106574774766
2010-09-08,5604.25,5625.2998046875,5567.75,5607.85009765625,5607.85009765625,0,57.92060132700815
2010-09-09,5608.2998046875,5647.4501953125,5608.10009765625,5640.0498046875,5640.0498046875,0,62.16366173173287
2010-09-13,5639.2001953125,5770.60009765625,5639.2001953125,5760.0,5760.0,0,69.44145796903692
2010-09-14,5760.2998046875,5838.4501953125,5760.2998046875,5795.5498046875,5795.5498046875,0,76.21625242730428
2010-09-15,5795.25,5869.4501953125,5792.2001953125,5860.9501953125,5860.9501953125,0,84.56469217369802
2010-09-16,5861.10009765625,5901.64990234375,5815.7998046875,5828.7001953125,5828.7001953125,0,79.56346871273391
2010-09-17,5828.7001953125,5898.39990234375,5828.7001953125,5884.9501953125,5884.9501953125,0,91.0312328047937
2010-09-20,5885.0498046875,5989.5,5885.0498046875,5980.4501953125,5980.4501953125,0,92.22085676463419
2010-09-21,5980.5,6032.7998046875,5961.85009765625,6009.0498046875,6009.0498046875,0,94.30365799126065
2010-09-22,6008.39990234375,6037.39990234375,5946.4501953125,5991.0,5991.0,0,90.99094375412042
2010-09-23,5991.0498046875,6006.7998046875,5932.39990234375,5959.5498046875,5959.5498046875,0,86.39298688682368
2010-09-24,5959.4501953125,6029.10009765625,5951.2001953125,6018.2998046875,6018.2998046875,0,88.36133095588158
2010-09-27,6018.2998046875,6073.5,6018.2998046875,6035.64990234375,6035.64990234375,0,86.86113171122176
2010-09-28,6036.0498046875,6049.7998046875,5991.2998046875,6029.5,6029.5,0,85.38168453431774
2010-09-29,6029.14990234375,6071.5498046875,5979.64990234375,5991.2998046875,5991.2998046875,0,80.16202044690051
2010-09-30,5991.35009765625,6048.4501953125,5963.60009765625,6029.9501953125,6029.9501953125,0,80.3613171490667
2010-10-01,6030.2998046875,6153.10009765625,6030.2998046875,6143.39990234375,6143.39990234375,0,80.16046597204138
2010-10-04,6144.7001953125,6222.10009765625,6144.7001953125,6159.4501953125,6159.4501953125,0,79.53254703298688
2010-10-05,6159.4501953125,6188.35009765625,6118.0498046875,6145.7998046875,6145.7998046875,0,75.2369375059483
2010-10-06,6150.9501953125,6223.39990234375,6148.60009765625,6186.4501953125,6186.4501953125,0,81.23085028567921
2010-10-07,6186.85009765625,6199.4501953125,6107.5,6120.2998046875,6120.2998046875,0,70.19643500632715
2010-10-08,6121.39990234375,6148.60009765625,6067.0,6103.4501953125,6103.4501953125,0,62.20235730880047
2010-10-11,6105.9501953125,6187.75,6105.9501953125,6135.85009765625,6135.85009765625,0,62.48522803869701
2010-10-12,6135.9501953125,6144.9501953125,6057.9501953125,6090.89990234375,6090.89990234375,0,59.34164879108075
2010-10-13,6091.4501953125,6240.25,6089.75,6233.89990234375,6233.89990234375,0,71.22626505168402
2010-10-14,6234.2998046875,6284.10009765625,6157.89990234375,6177.35009765625,6177.35009765625,0,62.34764222144218
2010-10-15,6175.89990234375,6200.60009765625,6050.35009765625,6062.64990234375,6062.64990234375,0,51.8208760595104
2010-10-18,6112.75,6115.10009765625,5985.10009765625,6075.9501953125,6075.9501953125,0,53.10267091271296
2010-10-19,6114.4501953125,6127.0498046875,6008.14990234375,6027.2998046875,6027.2998046875,0,52.37153539933454
2010-10-20,6002.9501953125,6038.10009765625,5966.75,5982.10009765625,5982.10009765625,0,46.874794702806206
2010-10-21,6008.89990234375,6113.5,5984.89990234375,6101.5,6101.5,0,47.284522178306176
2010-10-22,6113.39990234375,6121.10009765625,6041.35009765625,6066.0498046875,6066.0498046875,0,44.09531994127547
2010-10-25,6101.25,6151.2998046875,6094.60009765625,6105.7998046875,6105.7998046875,0,47.55202250991802
2010-10-26,6116.2998046875,6120.25,6074.64990234375,6082.0,6082.0,0,43.47308977560371
2010-10-27,6075.4501953125,6075.9501953125,5987.5498046875,6012.64990234375,6012.64990234375,0,43.29993842922187
2010-10-28,6039.9501953125,6071.10009765625,5968.10009765625,5987.7001953125,5987.7001953125,0,42.86770767518127
2010-10-29,6021.14990234375,6032.64990234375,5937.10009765625,6017.7001953125,6017.7001953125,0,42.69823499413073
2010-11-01,6092.2998046875,6132.39990234375,6084.75,6117.5498046875,6117.5498046875,0,51.54232949712581
2010-11-02,6127.5498046875,6138.10009765625,6094.39990234375,6119.0,6119.0,0,42.04734787678062
2010-11-03,6150.60009765625,6182.5,6146.7998046875,6160.5,6160.5,0,48.808928017958756
2010-11-04,6209.60009765625,6290.14990234375,6199.35009765625,6281.7998046875,6281.7998046875,0,65.34771288407839
2010-11-08,6335.25,6335.89990234375,6265.35009765625,6273.2001953125,6273.2001953125,0,63.905553161285525
2010-11-09,6281.0,6310.89990234375,6243.5498046875,6301.5498046875,6301.5498046875,0,69.9035270871162
2010-11-10,6303.2001953125,6307.64990234375,6269.25,6275.7001953125,6275.7001953125,0,71.92360448234096
2010-11-11,6286.35009765625,6296.5498046875,6179.5,6194.25,6194.25,0,57.34190053307937
2010-11-12,6182.2998046875,6202.5,6056.75,6071.64990234375,6071.64990234375,0,50.38954581179662
2010-11-15,6079.89990234375,6128.75,6039.39990234375,6121.60009765625,6121.60009765625,0,51.08369854031074
2010-11-16,6143.4501953125,6144.0498046875,5970.60009765625,5988.7001953125,5988.7001953125,0,44.43384101615799
2010-11-18,6075.9501953125,6076.2001953125,5906.75,5998.7998046875,5998.7998046875,0,49.110860200829926
2010-11-19,6011.2998046875,6013.25,5863.9501953125,5890.2998046875,5890.2998046875,0,44.35293558118257
2010-11-22,5920.89990234375,6020.25,5905.14990234375,6010.0,6010.0,0,49.59561987344979
2010-11-23,5971.5498046875,5973.35009765625,5824.9501953125,5934.75,5934.75,0,40.145552713899
2010-11-24,5946.7998046875,5976.64990234375,5833.60009765625,5865.75,5865.75,0,37.274493831764694
2010-11-25,5883.9501953125,5907.10009765625,5780.35009765625,5799.75,5799.75,0,32.30835100544243
2010-11-26,5828.5498046875,5838.5,5690.35009765625,5751.9501953125,5751.9501953125,0,21.996709174878248
2010-11-29,5789.9501953125,5843.14990234375,5754.7001953125,5830.0,5830.0,0,28.178206719871994
2010-11-30,5811.60009765625,5892.25,5768.35009765625,5862.7001953125,5862.7001953125,0,28.48459197606877
2010-12-01,5871.0,5971.0,5865.5498046875,5960.89990234375,5960.89990234375,0,35.588702737138576
2010-12-02,6023.0498046875,6029.5,5980.60009765625,6011.7001953125,6011.7001953125,0,41.40173151172878
2010-12-03,6013.35009765625,6025.39990234375,5964.25,5992.7998046875,5992.7998046875,0,45.88400638841154
2010-12-06,6033.64990234375,6069.4501953125,5981.7001953125,5992.25,5992.25,0,42.88072324449545
2010-12-07,5995.0498046875,6001.0,5939.7001953125,5976.5498046875,5976.5498046875,0,49.23220280410742
2010-12-08,5954.39990234375,5960.0,5878.60009765625,5903.7001953125,5903.7001953125,0,44.432107179449645
2010-12-09,5924.25,5927.2998046875,5742.2998046875,5766.5,5766.5,0,42.98743756119418
2010-12-10,5761.0,5865.5,5721.14990234375,5857.35009765625,5857.35009765625,0,41.06108304240044
2010-12-13,5882.64990234375,5913.7998046875,5795.89990234375,5907.64990234375,5907.64990234375,0,48.365297330858446
2010-12-14,5928.7001953125,5953.9501953125,5888.75,5944.10009765625,5944.10009765625,0,54.91932492297317
2010-12-15,5931.14990234375,5942.75,5865.7998046875,5892.2998046875,5892.2998046875,0,55.91636888486019
2010-12-16,5910.5498046875,5956.14990234375,5855.0498046875,5948.75,5948.75,0,62.44307095754402
2010-12-20,5926.85009765625,5985.0,5900.25,5947.0498046875,5947.0498046875,0,58.19158882337022
2010-12-21,5960.39990234375,6007.4501953125,5960.0498046875,6000.64990234375,6000.64990234375,0,59.37985350587883
2010-12-22,6019.0,6023.7998046875,5958.0,5984.39990234375,5984.39990234375,0,51.798282126432746
2010-12-23,6005.89990234375,6006.4501953125,5964.60009765625,5980.0,5980.0,0,47.38878547675318
2010-12-24,5940.25,6017.35009765625,5940.25,6011.60009765625,6011.60009765625,0,51.5168849628924
2010-12-27,6013.2998046875,6045.75,5991.10009765625,5998.10009765625,5998.10009765625,0,50.46234802252736
2010-12-28,6005.35009765625,6010.89990234375,5982.25,5996.0,5996.0,0,51.570969288918896
2010-12-29,6005.14990234375,6067.5498046875,6002.85009765625,6060.35009765625,6060.35009765625,0,62.82856249435186
2010-12-30,6062.35009765625,6106.39990234375,6062.35009765625,6101.85009765625,6101.85009765625,0,82.56767970865361
2010-12-31,6105.10009765625,6147.2998046875,6103.5498046875,6134.5,6134.5,0,80.3459289301673
2011-01-03,6177.4501953125,6178.5498046875,6147.2001953125,6157.60009765625,6157.60009765625,0,79.10111925195221
2011-01-04,6172.75,6181.0498046875,6124.39990234375,6146.35009765625,6146.35009765625,0,75.01540029906776
2011-01-05,6141.35009765625,6141.35009765625,6062.35009765625,6079.7998046875,6079.7998046875,0,72.37464952209146
2011-01-06,6107.0,6116.14990234375,6022.2998046875,6048.25,6048.25,0,62.623680800081274
2011-01-07,6030.89990234375,6051.2001953125,5883.60009765625,5904.60009765625,5904.60009765625,0,46.040510789001225
2011-01-10,5901.2998046875,5907.25,5740.9501953125,5762.85009765625,5762.85009765625,0,30.951639676398386
2011-01-11,5767.9501953125,5842.60009765625,5698.2001953125,5754.10009765625,5754.10009765625,0,31.32805807116695
2011-01-12,5800.0498046875,5874.2001953125,5711.2998046875,5863.25,5863.25,0,41.90865836903481
