Date,Close,High,Low,Open,Volume,RSI,%K,%D,Upper Band,Lower Band,ATR,OBV,Chaikin
2014-02-19,6152.75,6160.35009765625,6125.75,6132.0498046875,95200.0,53.329238476713336,96.65268097350747,75.62891420892116,6311.699941469188,5903.3951268901865,65.23214285714286,-31100.0,-7964.0981112448535
2014-02-20,6091.4501953125,6129.10009765625,6086.4501953125,6127.14990234375,132100.0,51.76494121394085,69.65434334267385,82.6758144513581,6267.842341310446,5922.502727048929,63.324986049107146,-163200.0,2391.188143908439
2014-02-21,6155.4501953125,6159.64990234375,6108.0,6108.2998046875,112600.0,55.98405033006956,97.84193084286203,88.04965171968111,6216.011298799504,5955.313798856746,66.017822265625,-50600.0,22159.440691365737
2014-02-24,6186.10009765625,6191.85009765625,6130.7998046875,6140.9501953125,144900.0,68.65389424450262,97.77606130939678,88.42411183164423,6191.8223257162135,5971.437781705661,63.589285714285715,94300.0,57343.11996428752
2014-02-25,6200.0498046875,6216.85009765625,6176.60009765625,6205.7001953125,146300.0,69.63811959704826,93.40648600792211,96.34149272006032,6204.974563643797,5964.705514481203,60.42857142857143,240600.0,123686.09154967777
2014-02-26,6238.7998046875,6245.9501953125,6202.10009765625,6202.4501953125,181700.0,70.63705745670607,97.45129810796652,96.21128180842847,6228.047282720482,5952.887775873268,58.992885044642854,422300.0,182065.1703207214
2014-02-28,6276.9501953125,6282.7001953125,6228.10009765625,6228.4501953125,180600.0,71.9351450468654,98.07111770670048,96.30963394086304,6258.939388230227,5937.665689894772,56.96787806919643,602900.0,226917.8700434464
2014-03-03,6221.4501953125,6277.75,6212.25,6264.35009765625,144600.0,63.70962147272171,79.45321035398332,91.65854205621677,6274.922674973089,5936.4574031519105,58.142857142857146,458300.0,227058.29059337536
2014-03-04,6297.9501953125,6302.14990234375,6215.7001953125,6216.75,166800.0,68.98588464752568,98.67746508760005,92.06726438276128,6305.609267389941,5926.615830266309,61.699986049107146,625100.0,232399.43874688415
2014-03-05,6328.64990234375,6336.25,6287.7998046875,6328.4501953125,160300.0,69.98572618492847,97.83873175974306,91.98980240044214,6336.276933633285,5928.633173788589,63.117850167410715,785400.0,223613.3541799045
2014-03-06,6401.14990234375,6406.60009765625,6339.7001953125,6344.75,180700.0,72.13036109882637,98.70848452310426,98.40822712348245,6379.211608213017,5925.723499208859,65.55001395089286,966100.0,290118.0069521292
2014-03-07,6526.64990234375,6537.7998046875,6413.5498046875,6413.9501953125,284900.0,84.61438518901576,97.98447067089279,98.17722898458003,6450.903520248916,5904.456587172959,67.93216378348214,1251000.0,350857.78875301866
2014-03-10,6537.25,6562.2001953125,6487.35009765625,6491.7001953125,242100.0,83.83392614208893,94.96363027065387,97.2188618215503,6510.981445244789,5894.473681708337,68.15004185267857,1493100.0,403186.41354964464
2014-03-11,6511.89990234375,6562.85009765625,6494.25,6537.35009765625,239000.0,78.7550462812957,89.30516251958916,94.08442115371194,6555.202495858122,5895.122601798128,66.38218470982143,1254100.0,389785.7940123335
2014-03-12,6516.89990234375,6546.14990234375,6487.2998046875,6497.5,175000.0,78.07850002823741,90.35470093792247,91.54116457605517,6592.393325158346,5904.27674320103,68.11432756696429,1429100.0,301122.5116427025
2014-03-13,6493.10009765625,6561.4501953125,6476.64990234375,6491.75,167900.0,82.87094647245699,84.66527755860501,88.10838033870554,6618.830658112217,5920.879400481533,69.435791015625,1261200.0,173826.71848760196
2014-03-14,6504.2001953125,6518.4501953125,6432.7001953125,6447.25,177300.0,81.24721100792205,86.42521407849337,87.14839752500696,6643.306480222056,5938.423597902944,70.68938337053571,1438500.0,127079.58690415579
2014-03-18,6516.64990234375,6574.9501953125,6497.64990234375,6532.4501953125,179300.0,80.61498970705817,85.36455913735979,85.48501692481939,6654.98107293703,5978.30398565672,71.85009765625,1617800.0,48317.35660535027
2014-03-19,6524.0498046875,6541.2001953125,6506.0,6530.0,172500.0,80.37690968121166,86.34829628717766,86.04602316767694,6665.993918734549,6014.861110562327,71.48939732142857,1790300.0,19895.949907445814
2014-03-20,6483.10009765625,6523.64990234375,6473.25,6508.35009765625,142000.0,72.81050567017688,74.67602751713089,82.12962764722278,6673.44811428988,6043.006915006994,71.83935546875,1648300.0,-57164.20906100364
2014-03-21,6493.2001953125,6522.89990234375,6485.7001953125,6515.2001953125,189900.0,71.30755078633176,77.46072346898939,79.49501575776598,6680.3575720814415,6070.142476746684,70.78219168526786,1838200.0,-115155.53170123033
2014-03-24,6583.5,6591.5,6510.5,6510.5,158400.0,83.38409006182656,97.87120698302319,83.33598598971449,6687.456219743496,6112.248809553378,73.12503487723214,1996600.0,-121580.05123273085
2014-03-25,6589.75,6595.5498046875,6544.85009765625,6550.10009765625,168100.0,80.91106021389245,98.11541683590576,91.14911576263944,6696.789225397443,6146.345784368182,70.57146344866071,2164700.0,-60853.47595397441
2014-03-26,6601.39990234375,6627.4501953125,6580.60009765625,6615.64990234375,186600.0,80.10823164158509,90.94690079278888,95.64450820390594,6705.138937109963,6179.526053124411,70.45717075892857,2351300.0,21167.489917056984
2014-03-27,6641.75,6673.9501953125,6599.5,6613.10009765625,312400.0,78.58846108770395,87.63435214700918,92.23222325856794,6715.470365460934,6213.364644304692,70.20717075892857,2663700.0,70761.84108900337
2014-03-28,6695.89990234375,6702.60009765625,6643.7998046875,6673.0498046875,184800.0,74.21668026693793,97.51752584779877,92.03292626253227,6735.047678671524,6239.497340859725,64.79289899553571,2848500.0,100159.9466116667
2014-03-31,6704.2001953125,6730.0498046875,6662.39990234375,6723.14990234375,220600.0,74.04587024341666,91.30666106159232,92.15284635213341,6753.716974454543,6263.553045076707,64.27859933035714,3069100.0,160502.56039362936
2014-04-01,6721.0498046875,6732.25,6675.4501953125,6729.5,177800.0,80.88004810014519,96.26099061417035,95.02839250785382,6756.266236848683,6310.963743620067,63.435721261160715,3246900.0,222798.11625510606
2014-04-02,6752.5498046875,6763.5,6723.60009765625,6757.60009765625,173300.0,82.26764283087621,96.68978180841296,94.75247782805855,6770.3474354511845,6342.3425059550655,62.26429966517857,3420200.0,256214.52324426
2014-04-03,6736.10009765625,6776.75,6696.89990234375,6772.0498046875,197500.0,83.95762938540227,88.18487852923728,93.71188365060686,6776.560623847913,6376.874337089587,61.910714285714285,3222700.0,262806.8380291546
2014-04-04,6694.35009765625,6741.85009765625,6685.14990234375,6741.85009765625,155100.0,74.47554689061434,72.85011454901154,85.90825829555394,6779.675814401972,6403.079166066777,59.835728236607146,3067600.0,197727.46883041156
2014-04-07,6695.0498046875,6725.14990234375,6650.39990234375,6694.25,133900.0,73.67938725487019,73.08066052306425,78.03855120043768,6790.947793524839,6408.647177178286,59.653564453125,3201500.0,125381.100138271
2014-04-09,6796.2001953125,6808.7001953125,6705.10009765625,6722.0,169800.0,78.92452360194295,96.27366441436853,80.7348131621481,6820.422208153282,6405.067782081093,65.25714983258929,3371300.0,97253.18965865462
2014-04-10,6796.39990234375,6819.0498046875,6777.2998046875,6803.0498046875,191100.0,86.45571029881003,93.20536106635419,87.51989533459566,6844.312338500787,6409.627651733589,64.61073521205357,3562400.0,98165.05398025783
2014-04-11,6776.2998046875,6789.35009765625,6743.14990234375,6758.35009765625,140700.0,82.19241669109743,86.14486240129132,91.87462929400469,6860.5604544361395,6419.31952603261,65.57146344866071,3421700.0,108889.04496672237
2014-04-15,6733.10009765625,6813.39990234375,6711.75,6792.7001953125,123200.0,69.05252579774962,68.65434031209432,82.66818792657995,6864.906728620474,6438.973251848276,65.81075613839286,3298500.0,74268.7736535233
2014-04-16,6675.2998046875,6748.64990234375,6665.14990234375,6727.25,119800.0,59.63074609341504,39.71475084213005,64.83798451850522,6861.905956914051,6459.083984492198,68.15363420758929,3178700.0,29108.421762397746
2014-04-17,6779.39990234375,6783.0498046875,6684.39990234375,6695.4501953125,131500.0,66.58592336726858,81.94036091255632,63.43648402226023,6869.744915056024,6477.5200263502265,72.50362723214286,3310200.0,2724.8861161919776
2014-04-21,6817.64990234375,6825.4501953125,6786.89990234375,6789.25,111800.0,66.45463639228798,95.70587602817054,72.45366259428563,6881.2080989679325,6495.416852203942,70.47506277901786,3422000.0,23504.824100592872
2014-04-22,6815.35009765625,6838.0,6806.25,6822.89990234375,114700.0,62.374426636829185,87.9264975729103,88.52424483787905,6879.7923608031715,6530.057590368703,68.396484375,3307300.0,62729.60982634011
2014-04-23,6840.7998046875,6861.60009765625,6820.75,6823.25,183000.0,63.66545914957971,90.15138554300431,91.26125304802838,6876.435231532796,6568.17468057658,66.867919921875,3490300.0,50103.4436609298
2014-04-25,6782.75,6869.85009765625,6772.85009765625,6855.7998046875,154300.0,55.70243130204356,60.30985639715731,79.46257983769064,6873.869889149496,6590.665022959879,69.73936244419643,3336000.0,-10756.221869821427
2014-04-28,6761.25,6786.25,6750.2998046875,6778.5498046875,118200.0,50.81922893720011,50.51264479322881,66.9912955777968,6865.9121907928475,6615.772721316527,69.27507672991071,3217800.0,-53195.32950614602
2014-04-29,6715.25,6779.7001953125,6708.64990234375,6769.0,115500.0,48.140208448569474,29.55116880342831,46.791223331271475,6854.007590388388,6639.062331486612,68.64651925223214,3102300.0,-118081.64241271187
2014-04-30,6696.39990234375,6780.14990234375,6656.7998046875,6724.9501953125,161100.0,50.190626515521664,20.961475989800505,33.6750965288192,6847.941341423437,6650.593570685938,73.4072265625,2941200.0,-149366.40799632436
2014-05-02,6694.7998046875,6737.64990234375,6689.5,6709.9501953125,114300.0,49.97678951901718,17.83616416128271,22.78293631817051,6848.012742137789,6650.41216020596,71.50721958705357,2826900.0,-193196.7904300401
2014-05-05,6699.35009765625,6741.0498046875,6680.4501953125,6681.64990234375,105000.0,39.04285984180981,19.97194764477101,19.589862598618073,6848.258031172568,6649.681861405556,67.71787806919643,2931900.0,-223965.28582863673
2014-05-06,6715.2998046875,6743.4501953125,6701.89990234375,6719.25,88300.0,41.14046869482562,27.45830535355364,21.755472386535786,6848.343534142511,6649.021358435614,67.8857421875,3020200.0,-230650.59919656382
2014-05-07,6652.5498046875,6718.75,6642.89990234375,6708.60009765625,114100.0,37.63364678603633,4.251991204705741,17.227414734343466,6852.169755634628,6635.195136943497,69.50003487723214,2906100.0,-220816.61215437227
2014-05-08,6659.85009765625,6688.39990234375,6638.5498046875,6669.89990234375,101600.0,42.114332092086364,9.208934712256415,13.639743756838598,6854.655581658876,6625.084310919249,65.800048828125,3007700.0,-206156.90764622123
2014-05-09,6858.7998046875,6871.35009765625,6652.14990234375,6654.14990234375,166400.0,65.15027397304453,94.60898746788318,36.02330446161511,6872.3204428953395,6623.864420385911,75.492919921875,3174100.0,-147003.84783234505
2014-05-12,7014.25,7020.0498046875,6862.89990234375,6863.39990234375,157700.0,67.87428285169162,98.4797366480996,67.4325529427464,6933.408333814077,6594.696548998423,79.31434849330357,3331800.0,-37694.69498906343
2014-05-13,7108.75,7172.35009765625,7067.14990234375,7080.0,232200.0,70.40803542025958,88.08541349752063,93.72471253783446,7008.698568754777,6550.661294526473,87.31790597098214,3564000.0,60589.75227108109
2014-05-14,7108.75,7142.25,7080.89990234375,7112.0,177200.0,70.63580972345378,88.08541349752063,91.55018788104695,7067.622598198401,6522.972274848475,89.43219866071429,3564000.0,96547.11902980099
2014-05-15,7123.14990234375,7152.5498046875,7082.5498046875,7111.2998046875,186800.0,70.17218391494272,90.78303328781044,88.9846200942839,7121.585789089364,6503.694093723136,91.12862723214286,3750800.0,85025.73047139496
2014-05-16,7203.0,7563.5,7130.64990234375,7270.2001953125,393200.0,79.1172848694805,61.024928495938866,79.96445842708998,7188.088848725602,6484.181024321273,115.65363420758929,4144000.0,19700.704196323408
2014-05-19,7263.5498046875,7291.10009765625,7193.5498046875,7276.85009765625,316200.0,83.01562217169882,67.57120579760945,73.12638919378627,7257.009881926225,6474.084991120651,120.05364118303571,4460200.0,-12029.299768748926
2014-05-20,7275.5,7353.64990234375,7247.7001953125,7309.9501953125,255300.0,88.55017538201024,68.86318836846156,65.81977422066997,7319.853366121757,6460.851516690744,122.54645647321429,4715500.0,-85166.05920844898
2014-05-21,7252.89990234375,7287.14990234375,7206.7001953125,7274.85009765625,203100.0,88.09554370061369,66.4198030088191,67.61806572496336,7369.319337640491,6454.91054517201,119.48214285714286,4512400.0,-72518.8816704225
2014-05-22,7276.39990234375,7319.5498046875,7258.14990234375,7289.9501953125,240900.0,88.65478340843936,68.96048034680922,68.0811572413633,7417.624320656522,6452.710542624728,120.80357142857143,4753300.0,-130010.00519564375
2014-05-23,7367.10009765625,7381.0,7293.89990234375,7306.5,259600.0,89.82049284102808,78.7664348481601,71.38223940126281,7478.445860527576,6444.51903205055,123.94646344866071,5012900.0,-91084.71020796278
2014-05-26,7359.0498046875,7504.0,7269.0498046875,7428.75,273200.0,88.75440337501941,77.89608604348417,75.2076670794845,7529.097567272791,6451.497305774084,137.57861328125,4739700.0,-62518.43069495575
2014-05-27,7318.0,7372.9501953125,7274.75,7363.10009765625,168600.0,91.13554511067137,73.458030362699,76.70685041811443,7564.583609523136,6471.6862635237385,139.175048828125,4571100.0,-10930.671243075049
2014-05-28,7329.64990234375,7344.75,7302.60009765625,7324.9501953125,175600.0,91.18295891641458,74.3402564768852,75.23145762768947,7592.682913386614,6505.026949894636,138.62503487723214,4746700.0,-8273.075612342102
2014-05-29,7235.64990234375,7325.39990234375,7224.39990234375,7316.60009765625,241100.0,76.60429494166482,53.204388815670725,67.00089188508497,7599.153981400745,6552.480881880505,130.48573521205358,4505600.0,-25052.179873092915
2014-05-30,7229.9501953125,7272.5,7118.4501953125,7254.85009765625,312200.0,69.31067102170994,32.79948845330907,53.448044581955,7597.857670063293,6607.292232280457,129.971435546875,4193400.0,-28705.74054151785
2014-06-02,7362.5,7368.60009765625,7239.5,7264.0498046875,169900.0,71.26813201564335,58.350609339667024,48.118162202882274,7605.487359794291,6665.977532783835,128.58213588169642,4363300.0,702.8423363051843
2014-06-03,7415.85009765625,7424.9501953125,7342.14990234375,7375.35009765625,234700.0,73.62672286522489,69.30037584290538,53.483491211960484,7612.13215879691,6729.387763078091,130.11429268973214,4598000.0,123167.99228982849
2014-06-04,7402.25,7433.2998046875,7391.35009765625,7417.5498046875,204600.0,71.49900290140272,63.76810004147183,63.80636174134808,7587.24311927723,6829.246822129019,128.11070033482142,4393400.0,179140.18150158995
2014-06-05,7474.10009765625,7484.7001953125,7360.5,7399.75,250700.0,71.14335176732499,92.2448664270535,75.10444743714358,7545.988372010864,6951.926569395387,105.528564453125,4644100.0,222573.26843487273
2014-06-06,7583.39990234375,7592.7001953125,7497.64990234375,7521.5,248400.0,73.18257971861811,98.03894718634686,84.68397121829072,7557.58672329735,7012.788227874525,107.03212193080357,4892500.0,269261.3777225467
2014-06-09,7654.60009765625,7673.7001953125,7580.25,7621.64990234375,231900.0,75.30370099018549,96.5600904716344,95.61463469501159,7605.5806749405165,7028.829285996984,106.13929966517857,5124400.0,374309.84242107393
2014-06-10,7656.39990234375,7683.2001953125,7579.2998046875,7679.0498046875,188700.0,77.70150406487713,95.25448553010182,96.61784106269435,7652.933237041639,7036.241714130237,107.81434849330357,5313100.0,429362.75130084204
2014-06-11,7626.85009765625,7700.0498046875,7589.0498046875,7672.39990234375,186200.0,73.86126382029165,87.41407218104702,93.07621606092773,7682.446509893886,7058.538451043613,110.98221261160714,5126900.0,408941.5740186083
2014-06-12,7649.89990234375,7658.0,7593.7998046875,7641.2998046875,148200.0,71.20894975831258,91.3772462127954,91.34860130798141,7709.800344485121,7083.85961645238,108.09650530133929,5275100.0,349933.9466648977
2014-06-13,7542.10009765625,7678.5,7525.35009765625,7668.2001953125,174500.0,61.94145711852108,72.84219169249678,83.87783669544639,7719.191886794349,7108.378083908777,102.25362723214286,5100600.0,242638.70553902
2014-06-16,7533.5498046875,7548.60009765625,7487.5498046875,7534.7998046875,155400.0,64.68424512084134,71.3720578012553,78.53049856884917,7728.572236229876,7125.99773447325,99.60006277901786,4945200.0,188903.94696944184
2014-06-17,7631.7001953125,7637.60009765625,7509.25,7525.0498046875,158000.0,68.4076056326293,88.24799599703135,77.48741516359449,7750.684848610834,7139.505141623542,105.75721958705357,5103200.0,150023.16682495177
2014-06-18,7558.2001953125,7663.0,7515.5,7636.0498046875,165100.0,70.16066073489728,75.61043592731522,78.4101632418673,7755.860627747868,7164.859391783382,108.77507672991071,4938100.0,130539.15695817838
2014-06-19,7540.7001953125,7606.4501953125,7502.5498046875,7580.0498046875,148900.0,69.14074530335695,65.40013528327852,76.41952240254169,7757.863023079736,7189.287025748389,105.19297572544643,4789200.0,96356.56859026104
2014-06-20,7511.4501953125,7560.5498046875,7497.2998046875,7543.2998046875,124100.0,60.51239708154767,47.30381088680576,62.77146069913317,7760.998913907321,7200.586144686428,99.80726841517857,4665100.0,18328.004378025187
2014-06-23,7493.35009765625,7534.7998046875,7441.60009765625,7514.0,127400.0,55.75608864492564,39.12536417993724,50.60977011667384,7761.804255548061,7213.210832342564,100.55008370535714,4537700.0,-19534.90751320729
2014-06-24,7580.2001953125,7593.35009765625,7515.2001953125,7515.2001953125,137000.0,61.919763463790204,64.7033784969183,50.377517854553766,7765.711551547812,7235.523555874063,104.696533203125,4674700.0,-13869.275815703906
2014-06-25,7569.25,7589.25,7557.0498046875,7588.5498046875,115000.0,56.939673377696835,49.390615996448176,51.07311955776791,7766.582844555116,7258.612272632385,98.12510463169643,4559700.0,2215.819798973156
2014-06-26,7493.2001953125,7570.2001953125,7481.2998046875,7554.10009765625,171700.0,43.08602893456226,19.965237433993632,44.686410642453374,7743.974810340739,7306.975336143635,96.00369698660714,4388000.0,-4649.50887628831
2014-06-27,7508.7998046875,7538.75,7482.2998046875,7514.2001953125,126700.0,37.782774882348455,26.00107688383824,31.785643438093356,7708.520697356425,7370.31441006545,93.36083984375,4514700.0,-57253.16809238563
2014-06-30,7611.35009765625,7623.64990234375,7531.60009765625,7534.0498046875,152300.0,46.770392711173095,65.68008992924685,37.21546808235958,7701.672958866367,7402.047158321134,94.14296177455357,4667000.0,-66653.5693210538
2014-07-01,7634.7001953125,7649.5,7618.14990234375,7629.0,139400.0,50.56781859755129,81.51126097808815,57.73080926372442,7702.409198580227,7423.195928372898,88.93938337053571,4806400.0,-17979.76389078051
2014-07-02,7725.14990234375,7732.39990234375,7677.2998046875,7683.0498046875,136300.0,54.95946492151719,97.50687590461382,81.56607560398294,7715.015556405432,7442.8795607820675,91.33220563616071,4942700.0,49758.41629313724
2014-07-03,7714.7998046875,7754.64990234375,7706.7998046875,7734.35009765625,133800.0,63.05955297055915,87.27036495166317,88.76283394478838,7730.538154736522,7451.426933154103,83.810791015625,4808900.0,55560.893725184025
2014-07-04,7751.60009765625,7758.0,7661.2998046875,7718.10009765625,113100.0,65.81333503305606,97.9772742354399,94.25150503057232,7756.226919716661,7442.558187705214,86.35721261160714,4922000.0,74808.45723987883
2014-07-07,7787.14990234375,7792.0,7755.10009765625,7780.39990234375,173900.0,62.399272777691664,98.61583932420965,94.62115950377091,7782.632801267801,7429.407286622824,80.07505580357143,5095900.0,91896.7410607962
2014-07-08,7623.2001953125,7808.85009765625,7595.89990234375,7804.0498046875,180600.0,54.53088092142434,49.4486310840708,82.01391488124013,7779.5977799441625,7429.122337243338,84.75006975446429,4915300.0,116426.0473584237
2014-07-09,7585.0,7650.10009765625,7551.64990234375,7637.9501953125,168300.0,53.00134178099594,39.04694413716815,62.370471515149525,7777.373938609064,7427.1611688128105,84.36077008928571,4747000.0,92795.41899580695
2014-07-10,7567.75,7731.0498046875,7479.0498046875,7589.5,258400.0,53.87739701704546,34.349871298502386,40.948482173247115,7772.413871786241,7423.90624540126,97.84291294642857,4488600.0,-3985.502517157467
2014-07-11,7459.60009765625,7625.85009765625,7447.2001953125,7584.10009765625,187600.0,47.932111508014856,3.4287033574154906,25.60850626436201,7777.537067911459,7410.533049276041,103.94649832589286,4301000.0,-94472.94039651728
2014-07-14,7454.14990234375,7478.4501953125,7422.14990234375,7469.0,135200.0,41.42106379061561,8.275144514509535,15.351239723475809,7782.304423068026,7397.825703885099,100.82509068080357,4165800.0,-151393.97054664814
2014-07-15,7526.64990234375,7534.89990234375,7459.14990234375,7491.2998046875,122100.0,47.32478564862258,27.023518805195202,12.909122225706747,7778.000259177416,7391.624838478833,104.29293387276786,4287900.0,-159754.3111146991
2014-07-16,7624.39990234375,7640.10009765625,7532.4501953125,7564.14990234375,168000.0,58.02052345618871,52.301499314361045,29.200054211355262,7781.658553093446,7394.586515265928,106.04649135044643,4455900.0,-76453.14483486232
2014-07-17,7640.4501953125,7655.64990234375,7612.7001953125,7612.7001953125,141600.0,58.04364247348718,56.45207724613049,45.259031788562254,7786.641594615099,7399.5784737442755,105.08217075892857,4597500.0,1433.1998822647147
2014-07-18,7663.89990234375,7685.0,7595.5,7630.25,134600.0,53.55426477426446,62.51613082445875,57.0899024616501,7792.724591019884,7408.740448042615,103.27144949776786,4732100.0,73895.92484861822
2014-07-21,7684.2001953125,7722.10009765625,7674.0,7701.64990234375,105400.0,53.36185729881451,67.7657513870615,62.24465315255025,7798.733714053366,7421.816334774759,104.70361328125,4837500.0,105349.10757786455
2014-07-22,7767.85009765625,7773.85009765625,7704.7998046875,7708.2001953125,120100.0,52.92707516072973,89.39747109078466,73.2264511007683,7820.114367832686,7419.200671229813,104.12862723214286,4957600.0,132733.88035952346
2014-07-23,7795.75,7809.2001953125,7752.89990234375,7794.89990234375,122100.0,55.41871438152801,96.52494893897781,84.562723805608,7844.608623938156,7417.356415124344,104.73221261160714,5079700.0,145856.87284266646
2014-07-24,7830.60009765625,7835.64990234375,7771.64990234375,7796.25,117600.0,55.302013422818796,98.77876549274485,94.9003951741691,7868.827773193788,7426.877256103086,102.396484375,5197300.0,194672.6921076004
2014-07-25,7790.4501953125,7840.9501953125,7748.60009765625,7828.2001953125,153900.0,50.22013690893778,87.94174673517523,94.4151537222993,7881.491958092111,7442.378110267263,106.10721261160714,5043400.0,190893.16659837076
2014-07-28,7748.7001953125,7799.89990234375,7722.64990234375,7792.89990234375,116500.0,60.001587652422415,77.97279477861217,88.23110233551076,7890.281305252504,7447.323772872495,96.41434151785714,4926900.0,158859.4229970125
