Date,Open,High,Low,Close,Volume,MACD,MACD_Signal,EMA_20,EMA_50,EMA_100,Bollinger_Upper,Bollinger_Lower,Pivot,Support1,Resistance1,EMA_150,EMA_200,RSI,Buy_Signal,Sell_Signal
2014-01-31,6082.75,6097.85009765625,6067.35009765625,6089.5,146700,-27.170515618779973,-2.7545976107339403,6202.538400537744,6216.988157999607,6219.7557788815975,6379.302040299295,6025.774760776192,6084.900065104167,6071.950032552084,6102.450032552084,6220.378289939778,6220.630597549896,33.062180917513345,0,0
2014-02-03,6058.7998046875,6074.85009765625,5994.4501953125,6001.7998046875,134900,-39.513660633935615,-10.106410215374275,6183.420439028197,6208.549399046192,6215.439818996566,6385.197127862994,5981.643750193399,6023.700032552083,5972.549967447916,6052.949869791666,6217.483210664914,6218.453176725396,29.920494432649804,0,0
2014-02-04,5947.60009765625,6017.7998046875,5933.2998046875,6000.89990234375,183300,-48.80570479991093,-17.846269132281606,6166.037530772535,6200.406281528449,6211.191503815321,6387.8385036846685,5944.236557860402,5983.999837239583,5950.199869791666,6034.699869791666,6214.614557574568,6216.288467527568,19.207059221531,1,0
2014-02-05,6004.25,6028.0498046875,5962.0498046875,6022.39990234375,166600,-53.814506299750064,-25.0399165657753,6152.35775663646,6193.42563920748,6207.453056261429,6388.174525870101,5916.540987402819,6004.16650390625,5980.283203125,6046.283203125,6212.068668101312,6214.359228073003,22.500443810027576,0,0
2014-02-06,6028.35009765625,6048.35009765625,5965.39990234375,6036.2998046875,185500,-56.01668613345828,-31.2352704793119,6141.304618355607,6187.263841775324,6204.063882962935,6387.407261024238,5895.201975686976,6016.683268229167,5985.016438802084,6067.966634114584,6209.740603685235,6212.587492516928,27.271778153147608,0,0
2014-02-07,6077.64990234375,6079.9501953125,6030.89990234375,6063.2001953125,181900,-54.95777380364598,-35.97977114417872,6133.866101875311,6182.398600737566,6201.274503009461,6386.200276578906,5881.531927171716,6058.016764322917,6036.083333333334,6085.133626302084,6207.799671124008,6211.101051748726,24.940127429972463,0,0
2014-02-10,6072.7998046875,6083.0498046875,6046.39990234375,6053.4501953125,133100,-54.27961999762738,-39.639740914868455,6126.207444107424,6177.341800524819,6198.347288995659,6381.123297580786,5871.291590634061,6060.966634114583,6038.883463541666,6075.533365885416,6205.755307205975,6209.532386510554,22.894366540864127,0,0
2014-02-11,6072.4501953125,6081.85009765625,6053.25,6062.7001953125,150500,-52.39184000718342,-42.19016073333145,6120.159134698384,6172.846051300806,6195.661207932627,6377.291480510281,5863.026788886487,6065.933430989583,6050.016764322916,6078.616861979166,6203.860537512021,6208.071369682713,20.25409363735399,0,0
2014-02-12,6085.35009765625,6106.60009765625,6077.39990234375,6084.0,138500,-48.61662237569999,-43.47545306180516,6116.715407584253,6169.361892426265,6193.450094904258,6364.859625835829,5868.571189332676,6089.333333333333,6072.066569010416,6101.266764322916,6202.272980723783,6206.836828690845,22.68503367863235,0,0
2014-02-13,6087.5498046875,6094.39990234375,5991.10009765625,6001.10009765625,153700,-51.71789282431564,-45.12394101430726,6105.704425686347,6162.763390670579,6189.641184067663,6349.236358932835,5862.17249243986,6028.86669921875,5963.33349609375,6066.63330078125,6199.608439226199,6204.78969703876,22.49714634089625,0,0
2014-02-14,6023.75,6056.39990234375,5984.60009765625,6048.35009765625,140200,-49.78905465358184,-46.05696374216218,6100.2421087311,6158.276594866095,6186.843340772387,6339.077483522016,5861.406733940183,6029.783365885417,6003.166829427084,6074.966634114584,6197.605017483551,6203.233084109581,39.04332046086533,0,0
2014-02-18,6071.2998046875,6141.7001953125,6066.7998046875,6127.10009765625,126600,-41.42840874028752,-45.13125274178725,6102.800012438257,6157.053987132376,6185.660306255235,6326.252048904282,5879.347975972232,6111.86669921875,6082.033203125,6156.93359375,6196.671177485839,6202.475541955817,50.09073521057762,0,0
2014-02-19,6132.0498046875,6160.35009765625,6125.75,6152.75,95200,-32.35978045897082,-42.57695828522397,6107.557154110805,6156.885203323264,6185.008617022458,6311.709561400306,5903.404746821304,6146.283365885417,6132.216634114584,6166.816731770834,6196.089440035695,6201.980760443819,53.329238476713336,0,0
2014-02-20,6127.14990234375,6129.10009765625,6086.4501953125,6091.4501953125,132100,-29.775970293877435,-40.01676068695466,6106.023158034775,6154.319124577744,6183.155975008399,6278.692965165534,5933.353350904017,6102.33349609375,6075.56689453125,6118.216796875,6194.703489774461,6200.880953825597,51.76494121394085,0,0
2014-02-21,6108.2998046875,6159.64990234375,6108.0,6155.4501953125,112600,-22.30687719821799,-36.474783989207324,6110.730494918368,6154.363480292833,6182.60734570749,6241.079244889747,5980.381744946989,6141.033365885417,6122.416829427084,6174.066731770834,6194.183578589535,6200.428906477208,55.98405033006956,0,0
2014-02-24,6140.9501953125,6191.85009765625,6130.7998046875,6186.10009765625,144900,-13.755807751711473,-31.930988741708155,6117.908552321976,6155.608053522771,6182.676509112415,6228.100824327252,6007.716280316699,6169.583333333333,6147.316569010416,6208.366861979166,6194.076512616909,6200.28633126506,68.65389424450262,0,0
2014-02-25,6205.7001953125,6216.85009765625,6176.60009765625,6200.0498046875,146300,-5.786693433558867,-26.7021296800783,6125.7315287377405,6157.350867293937,6183.020534767367,6245.866053319038,6005.597004156443,6197.833333333333,6178.816569010416,6219.066569010416,6194.155629068176,6200.283977766776,69.63811959704826,0,0
2014-02-26,6202.4501953125,6245.9501953125,6202.10009765625,6238.7998046875,181700,3.6140279659448415,-20.638898150873672,6136.499935971051,6160.544943270155,6184.125074765786,6274.079689394658,5998.920182547444,6228.950032552083,6211.949869791666,6255.799967447916,6194.746942652538,6200.667219825689,70.63705745670607,0,0
2014-02-28,6228.4501953125,6282.7001953125,6228.10009765625,6276.9501953125,180600,13.981416030046605,-13.71483531468962,6149.876151146427,6165.1098551149535,6185.963195964731,6310.513000314155,5989.2393019787,6262.58349609375,6242.466796875,6297.06689453125,6195.835727455981,6201.426254407648,71.9351450468654,0,0
2014-03-03,6264.35009765625,6277.75,6212.25,6221.4501953125,144600,17.517330712405055,-7.468402109270684,6156.692726781292,6167.31928022074,6186.665908823103,6325.925362691881,5987.460090870703,6237.150065104167,6196.550130208334,6262.050130208334,6196.174991930902,6201.625497600731,63.70962147272171,0,0
2014-03-04,6216.75,6302.14990234375,6215.7001953125,6297.9501953125,166800,26.1905706406078,-0.7366075592949866,6170.145819022359,6172.442061204731,6188.869558060516,6359.642537584175,5980.649100460543,6271.933430989583,6241.716959635416,6328.166666666666,6197.523007869732,6202.583952304331,68.98588464752568,0,0
2014-03-05,6328.4501953125,6336.25,6287.7998046875,6328.64990234375,160300,35.13635552541837,6.437985057647685,6185.241446005349,6178.5678588964565,6191.637485670085,6389.0633259276965,5981.419566083001,6317.566569010417,6298.883138020834,6347.333333333334,6199.259787928992,6203.838339866913,69.98572618492847,0,0
2014-03-06,6344.75,6406.60009765625,6339.7001953125,6401.14990234375,180700,47.528222822345015,14.656032610587152,6205.804156132816,6187.296566482625,6195.7862463962965,6432.548210634895,5979.060101630736,6382.4833984375,6358.36669921875,6425.2666015625,6201.933829179518,6205.801638996037,72.13036109882637,0,0
2014-03-07,6413.9501953125,6537.7998046875,6413.5498046875,6526.64990234375,284900,66.70671460401354,25.066169009272432,6236.360893867191,6200.604540437964,6202.3380019596125,6509.584360405169,5963.137427329212,6492.66650390625,6447.533203125,6571.783203125,6206.234704320767,6208.994159029347,84.61438518901576,0,0
2014-03-10,6491.7001953125,6562.2001953125,6487.35009765625,6537.25,242100,81.81799983454766,36.41653517432748,6265.016999213172,6213.806323165887,6208.969922712887,6573.270880981399,5956.763117444946,6528.933430989583,6495.666666666666,6570.516764322916,6210.619012872809,6212.260386302688,83.83392614208893,0,0
2014-03-11,6537.35009765625,6562.85009765625,6494.25,6511.89990234375,239000,90.7026969988874,47.273767539239465,6288.529656654179,6225.496267447372,6214.968536170924,6618.569603684176,5958.489709624182,6523.0,6483.14990234375,6551.75,6214.60948823004,6215.24187402449,78.7550462812957,0,0
2014-03-12,6497.5,6546.14990234375,6487.2998046875,6516.89990234375,175000,97.02885350087672,57.22478473156692,6310.27920386271,6236.92386097272,6220.947375105038,6654.337494841368,5966.220912884052,6516.783203125,6487.41650390625,6546.2666015625,6218.613334774593,6218.243446445577,78.07850002823741,0,0
2014-03-13,6491.75,6561.4501953125,6476.64990234375,6493.10009765625,167900,98.98094208433304,65.57601620212014,6327.690717557333,6246.969987901486,6226.336537927834,6676.666346372675,5978.715088741991,6510.400065104167,6459.349934895834,6544.150227864584,6222.248921037926,6220.978338497425,82.87094647245699,0,0
2014-03-14,6447.25,6518.4501953125,6432.7001953125,6504.2001953125,177300,100.267846148402,72.51438219137651,6344.501144010206,6257.057447015644,6231.8387885691145,6696.942585169762,5992.05970285065,6485.116861979167,6451.783528645834,6537.533528645834,6225.983375001828,6223.796466425933,81.24721100792205,0,0
2014-03-18,6532.4501953125,6574.9501953125,6497.64990234375,6516.64990234375,179300,101.12658982333323,78.23682371776786,6360.896263851497,6267.237543303021,6237.478612604255,6699.234807491652,6022.557720211342,6529.75,6484.5498046875,6561.85009765625,6229.833262781192,6226.71043096243,80.61498970705817,0,0
2014-03-19,6530.0,6541.2001953125,6506.0,6524.0498046875,172500,101.23726052685834,82.83691107958596,6376.434696312069,6277.308612376923,6243.1532896752105,6702.00110039818,6050.868292225958,6523.75,6506.2998046875,6541.5,6233.73017062101,6229.669031696014,80.37690968121166,0,0
2014-03-20,6508.35009765625,6523.64990234375,6473.25,6483.10009765625,142000,96.90362407240627,85.65025367815002,6386.593305963896,6285.3788667016015,6247.904711615429,6701.813905605339,6071.372706322452,6493.333333333333,6463.016764322916,6513.416666666666,6237.033083561874,6232.190733844873,72.81050567017688,0,0
2014-03-21,6515.2001953125,6522.89990234375,6485.7001953125,6493.2001953125,189900,93.20971584765084,87.16214611205018,6396.746343044715,6293.528722725559,6252.762047926262,6701.853890712094,6091.6387953773365,6500.60009765625,6478.30029296875,6515.5,6240.426025439367,6234.787842914202,71.30755078633176,0,0
2014-03-24,6510.5,6591.5,6510.5,6583.5,158400,96.4568124460884,89.02107937885782,6414.532405611885,6304.900145363772,6259.31131430396,6702.136110706944,6126.928700516826,6561.833333333333,6532.166666666666,6613.166666666666,6244.970051592488,6238.257615621524,83.38409006182656,0,0
2014-03-25,6550.10009765625,6595.5498046875,6544.85009765625,6589.75,168100,98.40018656228858,90.89690081554396,6431.21979555361,6316.070727898527,6265.854654614773,6706.441516068241,6155.99807503898,6576.716634114583,6557.883463541666,6608.583170572916,6249.5366734257,6241.755052282007,80.91106021389245,0,0
2014-03-26,6615.64990234375,6627.4501953125,6580.60009765625,6601.39990234375,186600,99.7307404122339,92.66366873488197,6447.427424771719,6327.260107288535,6272.499114965842,6710.233866764495,6184.620982778944,6603.150065104167,6578.849934895834,6625.700032552084,6254.197113543821,6245.333608004014,80.10823164158509,0,0
2014-03-27,6613.10009765625,6673.9501953125,6599.5,6641.75,312400,102.8554756870517,94.70203012531591,6465.934336698223,6339.593044257613,6279.811013679389,6716.987197276344,6214.881476120102,6638.400065104167,6602.849934895834,6677.300130208334,6259.33026435781,6249.278049715418,78.58846108770395,0,0
2014-03-28,6673.0498046875,6702.60009765625,6643.7998046875,6695.89990234375,184800,108.45113826098714,97.45185175245015,6487.835819140654,6353.565862221775,6288.050397613337,6735.610988046554,6240.060650234755,6680.7666015625,6658.93310546875,6717.7333984375,6265.112643668882,6253.722048249034,74.21668026693793,0,0
2014-03-31,6723.14990234375,6730.0498046875,6662.39990234375,6704.2001953125,220600,112.26142560547032,100.4137665230542,6508.441950204639,6367.316228225332,6296.290987666785,6753.523914893557,6263.359985515722,6698.88330078125,6667.716796875,6735.36669921875,6270.928372829724,6258.204417871557,74.04587024341666,0,0
2014-04-01,6729.5,6732.25,6675.4501953125,6721.0498046875,177800,115.31148936561569,103.39331109156647,6528.690317298245,6381.188133184633,6304.702053350364,6751.341563912552,6306.039070683937,6709.583333333333,6686.916666666666,6743.716471354166,6276.890246099364,6262.809844606045,80.88004810014519,0,0
2014-04-02,6757.60009765625,6763.5,6723.60009765625,6752.5498046875,173300,118.89986992566536,106.49462285838626,6550.010268478173,6395.751335988668,6313.570325654069,6764.012733226233,6336.007803730114,6746.549967447917,6729.599934895834,6769.499837239584,6283.19037270318,6267.682879034716,82.26764283087621,0,0
2014-04-03,6772.0498046875,6776.75,6696.89990234375,6736.10009765625,197500,119.04406758217738,109.0045118031445,6567.733109352275,6409.098346250142,6321.93725183233,6767.576252731438,6367.889965973112,6736.583333333333,6696.416666666666,6776.266764322916,6289.189177007194,6272.3437468816965,83.95762938540227,0,0
2014-04-04,6741.85009765625,6741.85009765625,6685.14990234375,6694.35009765625,155100,114.46993107281196,110.097595657078,6579.79187014313,6420.284689442538,6329.311763630823,6768.090194310727,6391.4935459755325,6707.11669921875,6672.38330078125,6729.08349609375,6294.555546817116,6276.542815048608,74.47554689061434,0,0
2014-04-07,6694.25,6725.14990234375,6650.39990234375,6695.0498046875,133900,109.63752233351715,110.00558099236582,6590.768816290213,6431.059792001165,6336.5541010774905,6781.919124463489,6399.618508116937,6690.199869791667,6655.249837239584,6729.999837239584,6299.860106524008,6280.707063701731,73.67938725487019,0,0
2014-04-09,6722.0,6808.7001953125,6705.10009765625,6796.2001953125,169800,112.67099368639538,110.53866353117176,6610.333709530431,6445.37902350357,6345.656003933629,6818.010922566525,6402.656496494336,6770.000162760417,6731.300130208334,6834.900227864584,6306.434147435114,6285.8363485933805,78.92452360194295,0,0
2014-04-10,6803.0498046875,6819.0498046875,6777.2998046875,6796.39990234375,191100,113.77957614842126,111.18684605462164,6628.054299322175,6459.144548163969,6354.5816256843245,6845.396642705774,6410.7119559385765,6797.583170572917,6776.116536458334,6817.866536458334,6312.923760082911,6290.916582959056,86.45571029881003,0,0
2014-04-11,6758.35009765625,6789.35009765625,6743.14990234375,6776.2998046875,140700,111.74806372132208,111.29908958796176,6642.172918880777,6471.582009204108,6362.93248071409,6862.793383082541,6421.552454679012,6769.599934895833,6749.849772135416,6796.049967447916,6319.061191137276,6295.746266757349,82.19241669109743,0,0
2014-04-15,6792.7001953125,6813.39990234375,6711.75,6733.10009765625,123200,105.43681024778198,110.1266337199258,6650.832650192726,6481.837620515957,6370.262532534726,6863.799388578825,6437.865911806627,6752.75,6692.10009765625,6793.75,6324.545150164017,6300.098046169279,69.05252579774962,0,0
2014-04-16,6727.25,6748.64990234375,6665.14990234375,6675.2998046875,119800,94.67968731519068,107.03724443897876,6653.162855382705,6489.424372836409,6376.302874557554,6854.573841593631,6451.751869171779,6696.366536458333,6644.083170572916,6727.583170572916,6329.190907177574,6303.831397000306,59.63074609341504,0,0
2014-04-17,6695.4501953125,6783.0498046875,6684.39990234375,6779.39990234375,131500,93.47705249653428,104.32520605048988,6665.185431283757,6500.795962228855,6384.284993919657,6861.297875636656,6469.072986930858,6748.949869791667,6714.849934895834,6813.499837239584,6335.153940226133,6308.563421929097,66.58592336726858,0,0
2014-04-21,6789.25,6825.4501953125,6786.89990234375,6817.64990234375,111800,94.52083373551795,102.3643315874955,6679.705857098994,6513.221606939243,6392.866477254787,6872.601480480989,6486.810233716999,6810.0,6794.5498046875,6833.10009765625,6341.544615221069,6313.628959047651,66.45463639228798,0,0
2014-04-22,6822.89990234375,6838.0,6806.25,6815.35009765625,114700,94.07799035810513,100.70706334161744,6692.624356199685,6525.069783045793,6401.232489539964,6867.49174141692,6517.756970982451,6819.86669921875,6801.7333984375,6833.4833984375,6347.820184524847,6318.621209183059,62.37442663682919,0,0
2014-04-23,6823.25,6861.60009765625,6820.75,6840.7998046875,183000,94.6890955052686,99.50346977434766,6706.736303674716,6537.451352521939,6409.936792810213,6860.866579152824,6552.606028196607,6841.049967447917,6820.499837239584,6861.349934895834,6354.34971591773,6323.817016103501,63.66545914957971,0,0
2014-04-25,6855.7998046875,6869.85009765625,6772.85009765625,6782.75,154300,89.45804992748708,97.49438580497556,6713.975703324743,6547.070907325,6417.319232556545,6855.578136419552,6572.373270229935,6808.4833984375,6747.11669921875,6844.11669921875,6360.02389186584,6328.383513455706,55.70243130204356,0,0
2014-04-28,6778.5498046875,6786.25,6750.2998046875,6761.25,118200,82.62508772349975,94.5205261886804,6718.478017293815,6555.470087429902,6424.12974280295,6843.547752031976,6593.408282555655,6765.933268229167,6745.616536458334,6781.566731770834,6365.338144953709,6332.690642675053,50.81922893720011,0,0
2014-04-29,6769.0,6779.7001953125,6708.64990234375,6715.25,115500,72.66051519646135,90.1485239902366,6718.170587075357,6561.73596635422,6429.894500371209,6825.643216526245,6610.6979576244685,6734.533365885417,6689.366536458334,6760.416829427084,6369.972739060283,6336.497203444455,48.140208448569474,0,0
2014-04-30,6724.9501953125,6780.14990234375,6656.7998046875,6696.39990234375,161100,62.52176237567346,84.62317166732397,6716.097188529489,6567.016905020476,6435.171835063734,6814.771073898239,6617.42330316074,6711.116536458333,6642.083170572916,6765.433268229166,6374.296277646819,6340.078324826539,50.190626515521664,0,0
2014-05-02,6709.9501953125,6737.64990234375,6689.5,6694.7998046875,114300,53.73815323153031,78.44616798016524,6714.068866258824,6572.027999125065,6440.312982977076,6812.869157224738,6615.268575292909,6707.316569010417,6676.983235677084,6725.133138020834,6378.541357475173,6343.60789179033,49.97678951901718,0,0
2014-05-05,6681.64990234375,6741.0498046875,6680.4501953125,6699.35009765625,105000,46.60699390264017,72.07833316466022,6712.667078772864,6577.021022596877,6445.442430792505,6811.95516365637,6613.378993889359,6706.950032552083,6672.850260416666,6733.449869791666,6382.790479861677,6347.147615231782,39.04285984180981,0,0
2014-05-06,6719.25,6743.4501953125,6701.89990234375,6715.2998046875,88300,41.76111072833555,66.01488867739529,6712.917814574259,6582.443719933764,6450.786141166663,6812.578902427707,6613.256726720811,6720.216634114583,6696.983072916666,6738.533365885416,6387.194576879238,6350.810821097013,41.14046869482562,0,0
2014-05-07,6708.60009765625,6718.75,6642.89990234375,6652.5498046875,114100,32.482870512248155,59.30848504436587,6707.1684802993295,6585.192978159402,6454.781461236383,6815.655789644896,6598.681170953763,6671.39990234375,6624.0498046875,6699.89990234375,6390.709215658156,6353.813199043188,37.63364678603633,0,0
2014-05-08,6669.89990234375,6688.39990234375,6638.5498046875,6659.85009765625,101600,25.42577838020225,52.531943711533145,6702.661967666655,6588.1207083357485,6458.842226314004,6817.4476030364685,6587.876332296842,6662.2666015625,6636.13330078125,6685.9833984375,6394.27399555217,6356.858342312969,42.11433209208637,0,0
2014-05-09,6654.14990234375,6871.35009765625,6652.14990234375,6858.7998046875,166400,35.47759703274187,49.121074375774896,6717.532237859116,6598.735574859346,6466.762178361004,6841.760249113831,6593.304226604402,6794.099934895833,6716.849772135416,6936.049967447916,6400.426655275817,6361.852784724656,65.15027397304453,0,0
2014-05-12,6863.39990234375,7020.0498046875,6862.89990234375,7014.25,157700,55.3492358078629,50.3667066621925,6745.791072348724,6615.030258198196,6477.603521363756,6915.146964756551,6576.435179940897,6965.733235677083,6911.416666666666,7068.566569010416,6408.556765801966,6368.34429930451,67.87428285169162,0,0
2014-05-13,7080.0,7172.35009765625,7067.14990234375,7108.75,232200,77.82588458258397,55.8585422462708,6780.358589267893,6634.391816700228,6490.101471435761,7009.377226382045,6551.339952153741,7116.083333333333,7059.816569010416,7165.016764322916,6417.830848374126,6375.711520206953,70.40803542025958,0,0
2014-05-14,7112.0,7142.25,7080.89990234375,7108.75,177200,94.54888992365976,63.59661178174861,6811.6339617185695,6652.994098398258,6502.351937347924,7083.9591233935325,6539.308800043606,7110.63330078125,7079.0166015625,7140.36669921875,6426.982095415528,6383.005435428774,70.63580972345378,0,0
2014-05-15,7111.2998046875,7152.5498046875,7082.5498046875,7123.14990234375,186800,107.72218956675532,72.42172733874995,6841.302146540015,6671.431580905924,6514.644966357741,7150.247994223129,6532.356298856901,7119.41650390625,7086.283203125,7156.283203125,6436.202861070206,6390.3700569901175,70.17218391494272,0,0
2014-05-16,7270.2001953125,7563.5,7130.64990234375,7203.0,393200,123.1853558857274,82.57445304814544,6875.749561155252,6692.277401262555,6528.275759103132,7227.703473357416,6523.795648953088,7299.049967447917,7034.599934895834,7467.450032552084,6446.359114565966,6398.455927069818,79.1172848694805,0,0
2014-05-19,7276.85009765625,7291.10009765625,7193.5498046875,7263.5498046875,316200,138.7267343627209,93.80490931106053,6912.682917682133,6714.6802406125535,6542.835641193911,7304.14536308492,6521.220472279346,7249.39990234375,7207.69970703125,7305.25,6457.18283231592,6407.063826349597,83.01562217169882,0,0
2014-05-20,7309.9501953125,7353.64990234375,7247.7001953125,7275.5,255300,150.27538852930775,105.09900515470996,6947.236925521929,6736.6731723532375,6557.343846318785,7376.737850237436,6517.736000806422,7292.283365885417,7230.916829427084,7336.866536458334,6468.02147029849,6415.704982306318,88.55017538201024,0,0
2014-05-21,7274.85009765625,7287.14990234375,7206.7001953125,7252.89990234375,203100,155.80808256725322,115.24082063721865,6976.347685219245,6756.917357843062,6571.117233566804,7433.552081453486,6519.143288985005,7248.916666666667,7210.683430989584,7291.133138020834,6478.4172111202815,6424.035280018134,88.09554370061369,0,0
2014-05-22,7289.9501953125,7319.5498046875,7258.14990234375,7276.39990234375,240900,160.24186755348092,124.2410300204711,7004.92408685015,6777.289222333285,6585.083227007932,7487.380975866047,6522.467197834253,7284.699869791667,7249.849934895834,7311.249837239584,6488.986518288804,6432.516520041275,88.65478340843936,0,0
2014-05-23,7306.5,7381.0,7293.89990234375,7367.10009765625,259600,169.1248557863837,133.21779517365363,7039.417040260255,6800.419060581245,6600.568709595027,7556.380454498768,6522.453626021742,7347.333333333333,7313.666666666666,7400.766764322916,6500.617161724134,6441.815859122022,89.82049284102808,0,0
2014-05-26,7428.75,7504.0,7269.0498046875,7359.0498046875,273200,173.514924554981,141.27722104991912,7069.858255919993,6822.326148585412,6615.58813722062,7608.658386669345,6531.058125170641,7377.366536458333,7250.733072916666,7485.683268229166,6511.9871305051065,6450.942565048047,88.75440337501941,0,0
