Date,Close,High,Low,Open,Volume,RSI,%K,%D,Upper Band,Lower Band,ATR,OBV,Chaikin,SMA,EMA,MACD Line,Signal Line,MACD Histogram
2014-02-04,6000.89990234375,6017.7998046875,5933.2998046875,5947.60009765625,183300.0,19.207059221531,16.00758957116148,12.333690090462309,6424.190987560571,5980.589041736304,70.37144252232143,-929300.0,-10418.829939824442,6202.3900146484375,6166.037530772535,-48.80570479991093,-17.846269132281606,-30.95943566762932
2014-02-05,6022.39990234375,6028.0498046875,5962.0498046875,6004.25,166600.0,22.500443810027576,21.098753455717677,13.047133619819578,6430.596774116453,5958.963235649171,71.75359235491071,-762700.0,34202.77925603016,6194.780004882812,6152.35775663646,-53.814506299750064,-25.0399165657753,-28.774589733974764
2014-02-06,6036.2998046875,6048.35009765625,5965.39990234375,6028.35009765625,185500.0,27.271778153147608,24.390226981827347,20.498856669568838,6434.280132903006,5942.074847565744,71.91074916294643,-577200.0,152190.63251918257,6188.177490234375,6141.304618355607,-56.01668613345828,-31.2352704793119,-24.78141565414638
2014-02-07,6063.2001953125,6079.9501953125,6030.89990234375,6077.64990234375,181900.0,24.940127429972463,30.760194294871724,25.41639157747225,6435.099164937969,5930.43081553078,70.83576311383929,-395300.0,232296.7324348445,6182.764990234375,6133.866101875311,-54.95777380364598,-35.97977114417872,-18.978002659467258
2014-02-10,6053.4501953125,6083.0498046875,6046.39990234375,6072.7998046875,133100.0,22.894366540864127,28.451410672805537,27.86727731650153,6426.715853473363,5916.884146526638,71.13933454241071,-528400.0,231887.1533261994,6171.8,6126.207444107424,-54.27961999762738,-39.639740914868455,-14.639879082758924
2014-02-11,6062.7001953125,6081.85009765625,6053.25,6072.4501953125,150500.0,20.25409363735399,30.641795134765765,29.95113336748101,6419.974850694709,5905.710159070915,68.71791294642857,-377900.0,176399.02132618742,6162.842504882812,6120.159134698384,-52.39184000718342,-42.19016073333145,-10.201679273851964
2014-02-12,6084.0,6106.60009765625,6077.39990234375,6085.35009765625,138500.0,22.68503367863235,37.85006843166399,32.31442474641177,6399.141728017202,5902.853291514049,69.05360630580357,-239400.0,74366.1559703013,6150.997509765625,6116.715407584253,-48.61662237569999,-43.47545306180516,-5.141169313894828
2014-02-13,6001.10009765625,6094.39990234375,5991.10009765625,6087.5498046875,153700.0,22.49714634089625,26.56230870470127,31.684724090377006,6378.6394527777375,5891.575586284762,70.59287806919643,-393100.0,-15328.59546967515,6135.10751953125,6105.704425686347,-51.71789282431564,-45.12394101430726,-6.593951810008377
2014-02-14,6048.35009765625,6056.39990234375,5984.60009765625,6023.75,140200.0,39.04332046086533,48.51364261536308,37.64200658390944,6363.277904087792,5885.607154505959,65.971435546875,-252900.0,-55993.81998700139,6124.442529296875,6100.2421087311,-49.78905465358184,-46.05696374216218,-3.732090911419661
2014-02-18,6127.10009765625,6141.7001953125,6066.7998046875,6071.2998046875,126600.0,50.09073521057762,81.72041903789295,52.26545678598577,6339.052060880087,5892.147987948038,67.09287806919643,-126300.0,-64362.36156973487,6115.600024414062,6102.800012438257,-41.42840874028752,-45.13125274178725,3.7028440014997273
2014-02-19,6152.75,6160.35009765625,6125.75,6132.0498046875,95200.0,53.329238476713336,96.65268097350749,75.62891420892116,6311.699941469188,5903.3951268901865,65.23214285714286,-31100.0,-7964.098111244853,6107.547534179687,6107.557154110805,-32.35978045897082,-42.57695828522397,10.217177826253147
2014-02-20,6091.4501953125,6129.10009765625,6086.4501953125,6127.14990234375,132100.0,51.76494121394085,69.65434334267385,82.6758144513581,6267.842341310446,5922.502727048929,63.324986049107146,-163200.0,2391.188143908439,6095.172534179687,6106.023158034775,-29.775970293877435,-40.01676068695466,10.240790393077226
2014-02-21,6155.4501953125,6159.64990234375,6108.0,6108.2998046875,112600.0,55.98405033006956,97.84193084286204,88.04965171968111,6216.011298799504,5955.313798856746,66.017822265625,-50600.0,22159.440691365737,6085.662548828125,6110.730494918368,-22.30687719821799,-36.474783989207324,14.167906790989337
2014-02-24,6186.10009765625,6191.85009765625,6130.7998046875,6140.9501953125,144900.0,68.65389424450262,97.77606130939678,88.42411183164423,6191.8223257162135,5971.437781705661,63.58928571428572,94300.0,57343.11996428752,6081.630053710937,6117.908552321976,-13.755807751711473,-31.930988741708155,18.175180989996683
2014-02-25,6200.0498046875,6216.85009765625,6176.60009765625,6205.7001953125,146300.0,69.63811959704826,93.40648600792213,96.34149272006032,6204.974563643797,5964.705514481203,60.42857142857143,240600.0,123686.09154967776,6084.8400390625,6125.7315287377405,-5.786693433558867,-26.7021296800783,20.915436246519437
2014-02-26,6238.7998046875,6245.9501953125,6202.10009765625,6202.4501953125,181700.0,70.63705745670607,97.45129810796652,96.21128180842848,6228.047282720482,5952.887775873268,58.99288504464285,422300.0,182065.1703207214,6090.467529296875,6136.499935971051,3.6140279659448415,-20.638898150873672,24.252926116818514
2014-02-28,6276.9501953125,6282.7001953125,6228.10009765625,6228.4501953125,180600.0,71.9351450468654,98.07111770670048,96.30963394086304,6258.939388230227,5937.665689894772,56.96787806919643,602900.0,226917.8700434464,6098.3025390625,6149.876151146427,13.981416030046605,-13.71483531468962,27.696251344736226
2014-03-03,6221.4501953125,6277.75,6212.25,6264.35009765625,144600.0,63.70962147272171,79.45321035398332,91.65854205621676,6274.922674973089,5936.457403151911,58.142857142857146,458300.0,227058.29059337536,6105.6900390625,6156.692726781292,17.517330712405055,-7.468402109270684,24.98573282167574
2014-03-04,6297.9501953125,6302.14990234375,6215.7001953125,6216.75,166800.0,68.98588464752568,98.67746508760004,92.06726438276128,6305.609267389941,5926.615830266309,61.699986049107146,625100.0,232399.43874688412,6116.112548828125,6170.145819022359,26.1905706406078,-0.7366075592949866,26.92717819990279
2014-03-05,6328.64990234375,6336.25,6287.7998046875,6328.4501953125,160300.0,69.98572618492847,97.83873175974306,91.98980240044214,6336.276933633285,5928.633173788589,63.11785016741072,785400.0,223613.3541799045,6132.455053710937,6185.241446005349,35.13635552541837,6.437985057647685,28.69837046777068
2014-03-06,6401.14990234375,6406.60009765625,6339.7001953125,6344.75,180700.0,72.13036109882637,98.70848452310426,98.40822712348243,6379.211608213017,5925.723499208859,65.55001395089286,966100.0,290118.0069521292,6152.467553710938,6205.804156132816,47.528222822345015,14.656032610587152,32.87219021175786
2014-03-07,6526.64990234375,6537.7998046875,6413.5498046875,6413.9501953125,284900.0,84.61438518901576,97.9844706708928,98.17722898458004,6450.903520248916,5904.456587172959,67.93216378348214,1251000.0,350857.78875301866,6177.6800537109375,6236.360893867191,66.70671460401354,25.066169009272432,41.64054559474111
2014-03-10,6537.25,6562.2001953125,6487.35009765625,6491.7001953125,242100.0,83.83392614208893,94.96363027065388,97.2188618215503,6510.981445244789,5894.473681708337,68.15004185267857,1493100.0,403186.41354964464,6202.727563476563,6265.016999213172,81.81799983454766,36.41653517432748,45.401464660220185
2014-03-11,6511.89990234375,6562.85009765625,6494.25,6537.35009765625,239000.0,78.7550462812957,89.30516251958916,94.08442115371194,6555.202495858122,5895.122601798128,66.38218470982143,1254100.0,389785.7940123335,6225.162548828125,6288.529656654179,90.7026969988874,47.273767539239465,43.42892945964794
2014-03-12,6516.89990234375,6546.14990234375,6487.2998046875,6497.5,175000.0,78.07850002823741,90.35470093792247,91.54116457605517,6592.393325158346,5904.27674320103,68.11432756696429,1429100.0,301122.5116427025,6248.335034179688,6310.27920386271,97.02885350087672,57.22478473156692,39.8040687693098
2014-03-13,6493.10009765625,6561.4501953125,6476.64990234375,6491.75,167900.0,82.87094647245699,84.66527755860501,88.10838033870554,6618.830658112217,5920.879400481533,69.435791015625,1261200.0,173826.71848760196,6269.855029296875,6327.690717557333,98.98094208433304,65.57601620212014,33.40492588221289
2014-03-14,6504.2001953125,6518.4501953125,6432.7001953125,6447.25,177300.0,81.24721100792205,86.42521407849337,87.14839752500696,6643.306480222056,5938.423597902944,70.68938337053571,1438500.0,127079.5869041558,6290.8650390625,6344.501144010206,100.267846148402,72.51438219137651,27.753463957025478
2014-03-18,6516.64990234375,6574.9501953125,6497.64990234375,6532.4501953125,179300.0,80.61498970705817,85.36455913735979,85.48501692481939,6654.98107293703,5978.30398565672,71.85009765625,1617800.0,48317.35660535027,6316.642529296875,6360.896263851497,101.12658982333323,78.23682371776786,22.88976610556537
2014-03-19,6524.0498046875,6541.2001953125,6506.0,6530.0,172500.0,80.37690968121166,86.34829628717766,86.04602316767694,6665.993918734549,6014.861110562327,71.48939732142857,1790300.0,19895.94990744581,6340.427514648438,6376.434696312069,101.23726052685834,82.83691107958596,18.400349447272376
2014-03-20,6483.10009765625,6523.64990234375,6473.25,6508.35009765625,142000.0,72.81050567017688,74.67602751713089,82.12962764722278,6673.44811428988,6043.006915006994,71.83935546875,1648300.0,-57164.20906100364,6358.227514648437,6386.593305963896,96.90362407240627,85.65025367815002,11.253370394256253
2014-03-21,6493.2001953125,6522.89990234375,6485.7001953125,6515.2001953125,189900.0,71.30755078633176,77.46072346898939,79.49501575776598,6680.3575720814415,6070.142476746684,70.78219168526786,1838200.0,-115155.53170123031,6375.250024414063,6396.746343044715,93.20971584765084,87.16214611205018,6.047569735600661
2014-03-24,6583.5,6591.5,6510.5,6510.5,158400.0,83.38409006182656,97.8712069830232,83.33598598971449,6687.456219743496,6112.248809553378,73.12503487723214,1996600.0,-121580.05123273084,6399.852514648437,6414.532405611885,96.4568124460884,89.02107937885782,7.435733067230586
2014-03-25,6589.75,6595.5498046875,6544.85009765625,6550.10009765625,168100.0,80.91106021389245,98.11541683590576,91.14911576263944,6696.789225397443,6146.345784368182,70.57146344866071,2164700.0,-60853.47595397441,6421.5675048828125,6431.21979555361,98.40018656228858,90.89690081554396,7.503285746744609
2014-03-26,6601.39990234375,6627.4501953125,6580.60009765625,6615.64990234375,186600.0,80.10823164158509,90.94690079278888,95.64450820390594,6705.138937109963,6179.526053124411,70.45717075892857,2351300.0,21167.489917056984,6442.332495117187,6447.427424771719,99.7307404122339,92.66366873488197,7.067071677351933
2014-03-27,6641.75,6673.9501953125,6599.5,6613.10009765625,312400.0,78.58846108770395,87.63435214700918,92.23222325856794,6715.470365460934,6213.364644304692,70.20717075892857,2663700.0,70761.84108900337,6464.417504882813,6465.934336698223,102.8554756870517,94.70203012531591,8.15344556173578
2014-03-28,6695.89990234375,6702.60009765625,6643.7998046875,6673.0498046875,184800.0,74.21668026693793,97.51752584779877,92.03292626253229,6735.047678671524,6239.497340859725,64.79289899553571,2848500.0,100159.9466116667,6487.272509765625,6487.835819140654,108.45113826098714,97.45185175245015,10.999286508536985
2014-03-31,6704.2001953125,6730.0498046875,6662.39990234375,6723.14990234375,220600.0,74.04587024341666,91.30666106159232,92.1528463521334,6753.716974454543,6263.553045076707,64.27859933035714,3069100.0,160502.56039362936,6508.635009765625,6508.441950204639,112.26142560547032,100.4137665230542,11.84765908241613
2014-04-01,6721.0498046875,6732.25,6675.4501953125,6729.5,177800.0,80.88004810014519,96.26099061417035,95.02839250785382,6756.266236848683,6310.963743620067,63.43572126116072,3246900.0,222798.11625510608,6533.614990234375,6528.690317298245,115.31148936561569,103.39331109156647,11.918178274049184
2014-04-02,6752.5498046875,6763.5,6723.60009765625,6757.60009765625,173300.0,82.26764283087621,96.68978180841296,94.75247782805856,6770.3474354511845,6342.3425059550655,62.26429966517857,3420200.0,256214.52324426,6556.344970703125,6550.010268478173,118.89986992566536,106.49462285838626,12.405247067279106
2014-04-03,6736.10009765625,6776.75,6696.89990234375,6772.0498046875,197500.0,83.95762938540227,88.18487852923728,93.71188365060686,6776.560623847913,6376.874337089587,61.910714285714285,3222700.0,262806.8380291546,6576.71748046875,6567.733109352275,119.04406758217738,109.0045118031445,10.03955577903288
2014-04-04,6694.35009765625,6741.85009765625,6685.14990234375,6741.85009765625,155100.0,74.47554689061434,72.85011454901154,85.90825829555394,6779.675814401972,6403.079166066777,59.835728236607146,3067600.0,197727.4688304116,6591.377490234375,6579.79187014313,114.46993107281196,110.097595657078,4.372335415733971
2014-04-07,6695.0498046875,6725.14990234375,6650.39990234375,6694.25,133900.0,73.67938725487019,73.08066052306425,78.03855120043768,6790.947793524839,6408.647177178286,59.653564453125,3201500.0,125381.100138271,6599.7974853515625,6590.768816290213,109.63752233351715,110.00558099236582,-0.3680586588486676
2014-04-09,6796.2001953125,6808.7001953125,6705.10009765625,6722.0,169800.0,78.92452360194295,96.27366441436853,80.7348131621481,6820.422208153282,6405.067782081093,65.25714983258929,3371300.0,97253.18965865462,6612.744995117188,6610.333709530431,112.67099368639538,110.53866353117176,2.132330155223628
2014-04-10,6796.39990234375,6819.0498046875,6777.2998046875,6803.0498046875,191100.0,86.45571029881003,93.2053610663542,87.51989533459566,6844.312338500787,6409.627651733589,64.61073521205357,3562400.0,98165.05398025784,6626.969995117188,6628.054299322175,113.77957614842126,111.18684605462164,2.5927300937996023
2014-04-11,6776.2998046875,6789.35009765625,6743.14990234375,6758.35009765625,140700.0,82.19241669109743,86.14486240129132,91.87462929400468,6860.56045443614,6419.31952603261,65.57146344866071,3421700.0,108889.04496672236,6639.939990234375,6642.172918880777,111.74806372132208,111.29908958796176,0.4489741333603234
2014-04-15,6733.10009765625,6813.39990234375,6711.75,6792.7001953125,123200.0,69.05252579774962,68.65434031209432,82.66818792657995,6864.906728620474,6438.973251848276,65.81075613839286,3298500.0,74268.7736535233,6651.939990234375,6650.832650192726,105.43681024778198,110.1266337199258,-4.689823472143814
2014-04-16,6675.2998046875,6748.64990234375,6665.14990234375,6727.25,119800.0,59.63074609341504,39.71475084213005,64.83798451850522,6861.905956914051,6459.083984492198,68.15363420758929,3178700.0,29108.421762397746,6660.494970703125,6653.162855382705,94.67968731519068,107.03724443897876,-12.357557123788098
2014-04-17,6779.39990234375,6783.0498046875,6684.39990234375,6695.4501953125,131500.0,66.58592336726858,81.94036091255632,63.43648402226023,6869.744915056024,6477.5200263502265,72.50362723214286,3310200.0,2724.8861161919776,6673.632470703125,6665.185431283757,93.47705249653428,104.32520605048988,-10.848153553955612
2014-04-21,6817.64990234375,6825.4501953125,6786.89990234375,6789.25,111800.0,66.45463639228798,95.70587602817054,72.45366259428563,6881.2080989679325,6495.416852203942,70.47506277901786,3422000.0,23504.824100592872,6688.312475585937,6679.705857098994,94.52083373551795,102.3643315874955,-7.843497851977546
2014-04-22,6815.35009765625,6838.0,6806.25,6822.89990234375,114700.0,62.37442663682919,87.9264975729103,88.52424483787905,6879.792360803172,6530.057590368703,68.396484375,3307300.0,62729.60982634011,6704.924975585937,6692.624356199685,94.07799035810513,100.70706334161744,-6.629072983512302
2014-04-23,6840.7998046875,6861.60009765625,6820.75,6823.25,183000.0,63.66545914957971,90.15138554300432,91.26125304802838,6876.435231532796,6568.17468057658,66.867919921875,3490300.0,50103.4436609298,6722.304956054688,6706.736303674716,94.6890955052686,99.50346977434766,-4.814374269079067
2014-04-25,6782.75,6869.85009765625,6772.85009765625,6855.7998046875,154300.0,55.70243130204356,60.30985639715731,79.46257983769064,6873.869889149496,6590.665022959879,69.73936244419643,3336000.0,-10756.221869821427,6732.267456054688,6713.975703324743,89.45804992748708,97.49438580497556,-8.036335877488483
2014-04-28,6761.25,6786.25,6750.2998046875,6778.5498046875,118200.0,50.81922893720011,50.51264479322881,66.9912955777968,6865.912190792848,6615.772721316527,69.27507672991071,3217800.0,-53195.32950614602,6740.842456054687,6718.478017293815,82.62508772349975,94.5205261886804,-11.89543846518066
2014-04-29,6715.25,6779.7001953125,6708.64990234375,6769.0,115500.0,48.140208448569474,29.55116880342831,46.79122333127148,6854.007590388388,6639.062331486612,68.64651925223214,3102300.0,-118081.64241271188,6746.5349609375,6718.170587075357,72.66051519646135,90.1485239902366,-17.48800879377525
2014-04-30,6696.39990234375,6780.14990234375,6656.7998046875,6724.9501953125,161100.0,50.190626515521664,20.961475989800505,33.6750965288192,6847.941341423437,6650.593570685938,73.4072265625,2941200.0,-149366.40799632436,6749.267456054688,6716.097188529489,62.52176237567346,84.62317166732397,-22.101409291650512
2014-05-02,6694.7998046875,6737.64990234375,6689.5,6709.9501953125,114300.0,49.97678951901718,17.83616416128271,22.78293631817051,6848.012742137789,6650.41216020596,71.50721958705357,2826900.0,-193196.7904300401,6749.212451171875,6714.068866258824,53.73815323153031,78.44616798016524,-24.708014748634938
2014-05-05,6699.35009765625,6741.0498046875,6680.4501953125,6681.64990234375,105000.0,39.04285984180981,19.97194764477101,19.589862598618076,6848.258031172568,6649.681861405556,67.71787806919643,2931900.0,-223965.28582863676,6748.969946289062,6712.667078772864,46.60699390264017,72.07833316466022,-25.47133926202005
2014-05-06,6715.2998046875,6743.4501953125,6701.89990234375,6719.25,88300.0,41.14046869482562,27.45830535355364,21.755472386535786,6848.343534142511,6649.021358435614,67.8857421875,3020200.0,-230650.59919656385,6748.682446289063,6712.917814574259,41.76111072833555,66.01488867739529,-24.25377794905974
2014-05-07,6652.5498046875,6718.75,6642.89990234375,6708.60009765625,114100.0,37.63364678603633,4.251991204705741,17.227414734343466,6852.169755634628,6635.195136943497,69.50003487723214,2906100.0,-220816.61215437227,6743.682446289063,6707.1684802993295,32.482870512248155,59.30848504436587,-26.82561453211771
2014-05-08,6659.85009765625,6688.39990234375,6638.5498046875,6669.89990234375,101600.0,42.11433209208637,9.208934712256417,13.639743756838598,6854.655581658876,6625.084310919249,65.800048828125,3007700.0,-206156.90764622125,6739.869946289063,6702.661967666655,25.42577838020225,52.531943711533145,-27.1061653313309
2014-05-09,6858.7998046875,6871.35009765625,6652.14990234375,6654.14990234375,166400.0,65.15027397304453,94.60898746788318,36.02330446161511,6872.32044289534,6623.864420385911,75.492919921875,3174100.0,-147003.84783234505,6748.092431640625,6717.532237859116,35.47759703274187,49.121074375774896,-13.643477343033029
2014-05-12,7014.25,7020.0498046875,6862.89990234375,6863.39990234375,157700.0,67.87428285169162,98.4797366480996,67.4325529427464,6933.408333814077,6594.696548998423,79.31434849330357,3331800.0,-37694.69498906343,6764.05244140625,6745.791072348724,55.3492358078629,50.3667066621925,4.982529145670398
2014-05-13,7108.75,7172.35009765625,7067.14990234375,7080.0,232200.0,70.40803542025958,88.08541349752063,93.72471253783446,7008.698568754777,6550.661294526473,87.31790597098214,3564000.0,60589.75227108109,6779.679931640625,6780.358589267893,77.82588458258397,55.8585422462708,21.96734233631317
2014-05-14,7108.75,7142.25,7080.89990234375,7112.0,177200.0,70.63580972345378,88.08541349752063,91.55018788104697,7067.622598198401,6522.972274848475,89.43219866071429,3564000.0,96547.119029801,6795.297436523438,6811.6339617185695,94.54888992365976,63.59661178174861,30.952278141911165
2014-05-15,7123.14990234375,7152.5498046875,7082.5498046875,7111.2998046875,186800.0,70.17218391494272,90.78303328781044,88.9846200942839,7121.585789089364,6503.694093723136,91.12862723214286,3750800.0,85025.73047139496,6812.63994140625,6841.302146540015,107.72218956675532,72.42172733874995,35.30046222800539
2014-05-16,7203.0,7563.5,7130.64990234375,7270.2001953125,393200.0,79.1172848694805,61.02492849593887,79.96445842708998,7188.088848725602,6484.181024321273,115.65363420758928,4144000.0,19700.704196323408,6836.134936523437,6875.749561155252,123.1853558857274,82.57445304814544,40.61090283758196
2014-05-19,7263.5498046875,7291.10009765625,7193.5498046875,7276.85009765625,316200.0,83.01562217169882,67.57120579760945,73.12638919378627,7257.009881926225,6474.084991120651,120.05364118303572,4460200.0,-12029.299768748926,6865.547436523438,6912.682917682133,138.7267343627209,93.80490931106053,44.92182505166036
2014-05-20,7275.5,7353.64990234375,7247.7001953125,7309.9501953125,255300.0,88.55017538201024,68.86318836846156,65.81977422066997,7319.853366121757,6460.851516690744,122.54645647321428,4715500.0,-85166.05920844898,6890.35244140625,6947.236925521929,150.27538852930775,105.09900515470996,45.176383374597776
2014-05-21,7252.89990234375,7287.14990234375,7206.7001953125,7274.85009765625,203100.0,88.09554370061369,66.4198030088191,67.61806572496336,7369.319337640491,6454.91054517201,119.48214285714286,4512400.0,-72518.8816704225,6912.11494140625,6976.347685219245,155.80808256725322,115.24082063721865,40.56726193003459
2014-05-22,7276.39990234375,7319.5498046875,7258.14990234375,7289.9501953125,240900.0,88.65478340843936,68.96048034680922,68.0811572413633,7417.624320656522,6452.710542624728,120.80357142857144,4753300.0,-130010.00519564375,6935.167431640625,7004.92408685015,160.24186755348092,124.2410300204711,36.000837533009815
2014-05-23,7367.10009765625,7381.0,7293.89990234375,7306.5,259600.0,89.82049284102808,78.7664348481601,71.38223940126281,7478.445860527576,6444.51903205055,123.94646344866072,5012900.0,-91084.71020796278,6961.482446289063,7039.417040260255,169.1248557863837,133.21779517365363,35.90706061273008
2014-05-26,7359.0498046875,7504.0,7269.0498046875,7428.75,273200.0,88.75440337501941,77.89608604348417,75.2076670794845,7529.097567272791,6451.497305774084,137.57861328125,4739700.0,-62518.43069495575,6990.297436523438,7069.858255919993,173.514924554981,141.27722104991912,32.23770350506189
