Date,Open,High,Low,Close
4/17/2018,"10,557.30","10,560.45","10,495.65","10,557.30"
4/16/2018,"10,398.30","10,540.15","10,396.35","10,398.30"
4/13/2018,"10,495.30","10,519.90","10,451.45","10,495.30"
4/12/2018,"10,410.65","10,469.90","10,395.25","10,410.65"
4/11/2018,"10,428.15","10,428.15","10,355.60","10,428.15"
4/10/2018,"10,412.90","10,424.85","10,381.50","10,412.90"
4/9/2018,"10,333.70","10,397.70","10,328.50","10,333.70"
4/6/2018,"10,322.75","10,350.45","10,290.85","10,322.75"
4/5/2018,"10,228.45","10,331.80","10,227.45","10,228.45"
4/4/2018,"10,274.60","10,279.85","10,111.30","10,274.60"
4/3/2018,"10,186.85","10,255.35","10,171.05","10,186.85"
4/2/2018,"10,151.65","10,220.10","10,127.75","10,151.65"
3/28/2018,"10,143.60","10,158.35","10,096.90","10,143.60"
3/27/2018,"10,188.00","10,207.90","10,139.65","10,188.00"
3/26/2018,"9,989.15","10,143.50","9,958.55","9,989.15"
3/23/2018,"9,968.80","10,027.70","9,951.90","9,968.80"
3/22/2018,"10,167.50","10,207.85","10,105.40","10,167.50"
3/21/2018,"10,181.95","10,227.30","10,132.95","10,181.95"
3/20/2018,"10,051.55","10,155.65","10,049.10","10,051.55"
3/19/2018,"10,215.35","10,224.55","10,075.30","10,215.35"
3/16/2018,"10,345.15","10,346.30","10,180.25","10,345.15"
3/15/2018,"10,405.45","10,420.00","10,346.20","10,405.45"
3/14/2018,"10,393.05","10,420.35","10,336.30","10,393.05"
3/13/2018,"10,389.50","10,478.60","10,377.85","10,389.50"
3/12/2018,"10,301.60","10,433.65","10,295.45","10,301.60"
3/9/2018,"10,271.30","10,296.70","10,211.90","10,271.30"
3/8/2018,"10,216.25","10,270.35","10,146.40","10,216.25"
3/7/2018,"10,232.95","10,243.35","10,141.55","10,232.95"
3/6/2018,"10,420.50","10,441.35","10,215.90","10,420.50"
3/5/2018,"10,428.30","10,428.70","10,323.90","10,428.30"
3/1/2018,"10,479.95","10,525.50","10,447.15","10,479.95"
2/28/2018,"10,488.95","10,535.50","10,461.55","10,488.95"
2/27/2018,"10,615.20","10,631.65","10,537.25","10,615.20"
2/26/2018,"10,526.55","10,592.95","10,520.20","10,526.55"
2/23/2018,"10,408.10","10,499.10","10,396.65","10,408.10"
2/22/2018,"10,354.35","10,397.55","10,340.65","10,354.35"
2/21/2018,"10,426.00","10,426.10","10,349.60","10,426.00"
2/20/2018,"10,391.00","10,429.35","10,347.65","10,391.00"
2/19/2018,"10,488.90","10,489.35","10,302.75","10,488.90"
2/16/2018,"10,596.20","10,612.90","10,434.05","10,596.20"
2/15/2018,"10,537.90","10,618.10","10,511.05","10,537.90"
2/14/2018,"10,585.75","10,590.55","10,456.65","10,585.75"
2/12/2018,"10,518.20","10,555.50","10,485.40","10,518.20"
2/9/2018,"10,416.50","10,480.20","10,398.20","10,416.50"
2/8/2018,"10,518.50","10,637.80","10,479.55","10,518.50"
2/7/2018,"10,607.20","10,614.00","10,446.40","10,607.20"
2/6/2018,"10,295.15","10,594.15","10,276.30","10,295.15"
2/5/2018,"10,604.30","10,702.75","10,586.80","10,604.30"
2/2/2018,"10,938.20","10,954.95","10,736.10","10,938.20"
2/1/2018,"11,044.55","11,117.35","10,878.80","11,044.55"
1/31/2018,"11,018.80","11,058.50","10,979.30","11,018.80"
1/30/2018,"11,120.85","11,121.10","11,033.90","11,120.85"
1/29/2018,"11,079.35","11,171.55","11,075.95","11,079.35"
1/25/2018,"11,095.60","11,095.60","11,009.20","11,095.60"
1/24/2018,"11,069.35","11,110.10","11,046.15","11,069.35"
1/23/2018,"10,997.40","11,092.90","10,994.55","10,997.40"
1/22/2018,"10,883.20","10,975.10","10,881.40","10,883.20"
1/19/2018,"10,829.20","10,906.85","10,793.90","10,829.20"
1/18/2018,"10,873.40","10,887.50","10,782.40","10,873.40"
1/17/2018,"10,702.45","10,803.00","10,666.75","10,702.45"
1/16/2018,"10,761.50","10,762.35","10,687.85","10,761.50"
1/15/2018,"10,718.50","10,782.65","10,713.80","10,718.50"
1/12/2018,"10,682.55","10,690.40","10,597.10","10,682.55"
1/11/2018,"10,637.05","10,664.60","10,612.35","10,637.05"
1/10/2018,"10,652.05","10,655.50","10,592.70","10,652.05"
1/9/2018,"10,645.10","10,659.15","10,603.60","10,645.10"
1/8/2018,"10,591.70","10,631.20","10,588.55","10,591.70"
1/5/2018,"10,534.25","10,566.10","10,520.10","10,534.25"
1/4/2018,"10,469.40","10,513.00","10,441.45","10,469.40"
1/3/2018,"10,482.65","10,503.60","10,429.55","10,482.65"
1/2/2018,"10,477.55","10,495.20","10,404.65","10,477.55"
1/1/2018,"10,531.70","10,537.85","10,423.10","10,531.70"
12/29/2017,"10,492.35","10,538.70","10,488.65","10,492.35"
12/28/2017,"10,498.20","10,534.55","10,460.45","10,498.20"
12/27/2017,"10,531.05","10,552.40","10,469.25","10,531.05"
12/26/2017,"10,512.30","10,545.45","10,477.95","10,512.30"
12/22/2017,"10,457.30","10,501.10","10,448.25","10,457.30"
12/21/2017,"10,473.95","10,473.95","10,426.90","10,473.95"
12/20/2017,"10,494.40","10,494.45","10,437.15","10,494.40"
12/19/2017,"10,414.80","10,472.20","10,406.00","10,414.80"
12/18/2017,"10,263.10","10,443.55","10,074.80","10,263.10"
12/15/2017,"10,345.65","10,373.10","10,319.65","10,345.65"
12/14/2017,"10,229.30","10,276.10","10,141.55","10,229.30"
12/13/2017,"10,236.60","10,296.55","10,169.85","10,236.60"
12/12/2017,"10,324.90","10,326.10","10,230.20","10,324.90"
12/11/2017,"10,310.50","10,329.20","10,282.05","10,310.50"
12/8/2017,"10,198.45","10,270.85","10,195.25","10,198.45"
12/7/2017,"10,063.45","10,182.65","10,061.90","10,063.45"
12/6/2017,"10,088.80","10,104.20","10,033.35","10,088.80"
12/5/2017,"10,118.25","10,147.95","10,069.10","10,118.25"
12/4/2017,"10,175.05","10,179.20","10,095.70","10,175.05"
12/1/2017,"10,263.70","10,272.70","10,108.55","10,263.70"
11/30/2017,"10,332.70","10,332.70","10,211.25","10,332.70"
11/29/2017,"10,376.65","10,392.95","10,345.90","10,376.65"
11/28/2017,"10,387.90","10,409.55","10,355.20","10,387.90"
11/27/2017,"10,361.05","10,407.15","10,340.20","10,361.05"
11/24/2017,"10,366.80","10,404.50","10,362.25","10,366.80"
11/23/2017,"10,358.45","10,374.30","10,307.30","10,358.45"
11/22/2017,"10,350.80","10,368.70","10,309.55","10,350.80"
11/21/2017,"10,329.25","10,358.70","10,315.05","10,329.25"
11/20/2017,"10,287.20","10,309.85","10,261.50","10,287.20"
11/17/2017,"10,324.55","10,343.60","10,268.05","10,324.55"
11/16/2017,"10,152.90","10,232.25","10,139.20","10,152.90"
11/15/2017,"10,171.95","10,175.45","10,094.00","10,171.95"
11/14/2017,"10,223.40","10,248.00","10,175.55","10,223.40"
11/13/2017,"10,322.00","10,334.15","10,216.25","10,322.00"
11/10/2017,"10,304.35","10,344.95","10,254.10","10,304.35"
11/9/2017,"10,358.65","10,368.45","10,266.95","10,358.65"
11/8/2017,"10,361.95","10,384.25","10,285.50","10,361.95"
11/7/2017,"10,477.15","10,485.75","10,340.80","10,477.15"
11/6/2017,"10,431.75","10,490.45","10,413.75","10,431.75"
11/3/2017,"10,461.55","10,461.70","10,403.60","10,461.55"
11/2/2017,"10,440.50","10,453.00","10,412.55","10,440.50"
11/1/2017,"10,390.35","10,451.65","10,383.05","10,390.35"
10/31/2017,"10,364.90","10,367.70","10,323.95","10,364.90"
10/30/2017,"10,353.85","10,384.50","10,344.30","10,353.85"
10/27/2017,"10,362.30","10,366.15","10,311.30","10,362.30"
10/26/2017,"10,291.80","10,355.65","10,271.85","10,291.80"
10/25/2017,"10,321.15","10,340.55","10,240.90","10,321.15"
10/24/2017,"10,218.55","10,237.75","10,182.40","10,218.55"
10/23/2017,"10,176.65","10,224.15","10,124.50","10,176.65"
10/19/2017,"10,210.35","10,211.95","10,123.35","10,210.35"
10/18/2017,"10,209.40","10,236.45","10,175.75","10,209.40"
10/17/2017,"10,227.65","10,251.85","10,212.60","10,227.65"
10/16/2017,"10,207.40","10,242.95","10,175.10","10,207.40"
10/13/2017,"10,123.70","10,191.90","10,120.10","10,123.70"
10/12/2017,"10,011.20","10,104.45","9,977.10","10,011.20"
10/11/2017,"10,042.60","10,067.25","9,955.80","10,042.60"
10/10/2017,"10,013.70","10,034.00","10,002.30","10,013.70"
10/9/2017,"9,988.20","10,015.75","9,959.45","9,988.20"
10/6/2017,"9,908.15","9,989.35","9,906.60","9,908.15"
10/5/2017,"9,927.00","9,945.95","9,881.85","9,927.00"
10/4/2017,"9,884.35","9,938.30","9,850.65","9,884.35"
10/3/2017,"9,893.30","9,895.40","9,831.05","9,893.30"
9/29/2017,"9,814.30","9,854.00","9,775.35","9,814.30"
9/28/2017,"9,736.40","9,789.20","9,687.55","9,736.40"
9/27/2017,"9,920.60","9,921.05","9,714.40","9,920.60"
9/26/2017,"9,875.25","9,891.35","9,813.00","9,875.25"
9/25/2017,"9,960.10","9,960.50","9,816.05","9,960.10"
9/22/2017,"10,094.35","10,095.05","9,952.80","10,094.35"
9/21/2017,"10,139.60","10,158.90","10,058.60","10,139.60"
9/20/2017,"10,160.95","10,171.05","10,134.20","10,160.95"
9/19/2017,"10,175.60","10,178.95","10,129.95","10,175.60"
9/18/2017,"10,133.10","10,171.70","10,131.30","10,133.10"
9/15/2017,"10,062.35","10,115.15","10,043.65","10,062.35"
9/14/2017,"10,107.40","10,126.50","10,070.35","10,107.40"
9/13/2017,"10,099.25","10,131.95","10,063.15","10,099.25"
9/12/2017,"10,056.85","10,097.55","10,028.05","10,056.85"
9/11/2017,"9,971.75","10,028.65","9,968.80","9,971.75"
9/8/2017,"9,958.65","9,963.60","9,913.30","9,958.65"
9/7/2017,"9,945.85","9,964.85","9,917.20","9,945.85"
9/6/2017,"9,899.25","9,931.55","9,882.55","9,899.25"
9/5/2017,"9,933.25","9,963.10","9,901.05","9,933.25"
9/4/2017,"9,984.15","9,988.40","9,861.00","9,984.15"
9/1/2017,"9,937.65","9,983.45","9,909.85","9,937.65"
8/31/2017,"9,905.70","9,925.10","9,856.95","9,905.70"
8/30/2017,"9,859.50","9,909.45","9,850.80","9,859.50"
8/29/2017,"9,886.40","9,887.35","9,783.75","9,886.40"
8/28/2017,"9,907.15","9,925.75","9,882.00","9,907.15"
8/24/2017,"9,881.20","9,881.50","9,848.85","9,881.20"
8/23/2017,"9,803.05","9,857.90","9,786.75","9,803.05"
8/22/2017,"9,815.75","9,828.45","9,752.60","9,815.75"
8/21/2017,"9,864.25","9,884.35","9,740.10","9,864.25"
8/18/2017,"9,865.95","9,865.95","9,783.65","9,865.95"
8/17/2017,"9,945.55","9,947.80","9,883.75","9,945.55"
8/16/2017,"9,825.85","9,903.95","9,773.85","9,825.85"
8/14/2017,"9,755.75","9,818.30","9,752.10","9,755.75"
8/11/2017,"9,712.15","9,771.65","9,685.55","9,712.15"
8/10/2017,"9,872.85","9,892.65","9,776.20","9,872.85"
8/9/2017,"9,961.15","9,969.80","9,893.05","9,961.15"
8/8/2017,"10,068.35","10,083.80","9,947.00","10,068.35"
8/7/2017,"10,074.80","10,088.10","10,046.35","10,074.80"
8/4/2017,"10,008.60","10,075.25","9,988.35","10,008.60"
8/3/2017,"10,081.15","10,081.15","9,998.25","10,081.15"
8/2/2017,"10,136.30","10,137.85","10,054.20","10,136.30"
8/1/2017,"10,101.05","10,128.60","10,065.75","10,101.05"
7/31/2017,"10,034.70","10,085.90","10,016.95","10,034.70"
7/28/2017,"9,996.55","10,026.05","9,944.50","9,996.55"
7/27/2017,"10,063.25","10,114.85","10,005.50","10,063.25"
7/26/2017,"9,983.65","10,025.95","9,965.95","9,983.65"
7/25/2017,"10,010.55","10,011.30","9,949.10","10,010.55"
7/24/2017,"9,936.80","9,982.05","9,919.60","9,936.80"
7/21/2017,"9,899.60","9,924.70","9,838.00","9,899.60"
7/20/2017,"9,920.20","9,922.55","9,863.45","9,920.20"
7/19/2017,"9,855.95","9,905.05","9,851.65","9,855.95"
7/18/2017,"9,832.70","9,885.35","9,792.05","9,832.70"
7/17/2017,"9,908.15","9,928.20","9,894.70","9,908.15"
7/14/2017,"9,913.30","9,913.30","9,845.45","9,913.30"
7/13/2017,"9,855.80","9,897.25","9,853.45","9,855.80"
7/12/2017,"9,807.30","9,824.95","9,787.70","9,807.30"
7/11/2017,"9,797.45","9,830.05","9,778.85","9,797.45"
7/10/2017,"9,719.30","9,782.15","9,646.45","9,719.30"
7/7/2017,"9,670.35","9,684.25","9,642.65","9,670.35"
7/6/2017,"9,653.60","9,700.70","9,639.95","9,653.60"
7/5/2017,"9,619.75","9,643.65","9,607.35","9,619.75"
7/4/2017,"9,645.90","9,650.65","9,595.50","9,645.90"
7/3/2017,"9,587.95","9,624.00","9,543.55","9,587.95"
6/30/2017,"9,478.50","9,535.80","9,448.75","9,478.50"
6/29/2017,"9,522.95","9,575.80","9,493.80","9,522.95"
6/28/2017,"9,520.20","9,522.50","9,474.35","9,520.20"
6/27/2017,"9,594.05","9,615.40","9,473.45","9,594.05"
6/23/2017,"9,643.25","9,647.65","9,565.30","9,643.25"
6/22/2017,"9,642.65","9,698.85","9,617.75","9,642.65"
6/21/2017,"9,648.10","9,650.45","9,608.60","9,648.10"
6/20/2017,"9,670.50","9,676.50","9,643.75","9,670.50"
6/19/2017,"9,626.40","9,673.30","9,614.90","9,626.40"
6/16/2017,"9,595.45","9,615.85","9,565.50","9,595.45"
6/15/2017,"9,617.90","9,621.40","9,560.80","9,617.90"
6/14/2017,"9,621.55","9,627.40","9,580.45","9,621.55"
6/13/2017,"9,615.55","9,654.15","9,595.40","9,615.55"
6/12/2017,"9,646.70","9,647.05","9,598.50","9,646.70"
6/9/2017,"9,638.55","9,676.25","9,608.15","9,638.55"
6/8/2017,"9,682.40","9,688.70","9,641.50","9,682.40"
6/7/2017,"9,663.95","9,678.55","9,630.55","9,663.95"
6/6/2017,"9,704.25","9,709.30","9,630.20","9,704.25"
6/5/2017,"9,656.30","9,687.20","9,640.70","9,656.30"
6/2/2017,"9,657.15","9,673.50","9,637.45","9,657.15"
6/1/2017,"9,603.55","9,634.65","9,589.90","9,603.55"
5/31/2017,"9,636.55","9,649.60","9,609.25","9,636.55"
5/30/2017,"9,590.65","9,635.30","9,581.20","9,590.65"
5/29/2017,"9,560.05","9,637.75","9,547.70","9,560.05"
5/26/2017,"9,507.75","9,604.90","9,495.40","9,507.75"
5/25/2017,"9,384.05","9,523.30","9,379.20","9,384.05"
5/24/2017,"9,410.90","9,431.90","9,341.65","9,410.90"
5/23/2017,"9,445.05","9,448.05","9,370.00","9,445.05"
5/22/2017,"9,480.25","9,498.65","9,427.90","9,480.25"
5/19/2017,"9,469.90","9,505.75","9,390.75","9,469.90"
5/18/2017,"9,453.20","9,489.10","9,418.10","9,453.20"
5/17/2017,"9,517.60","9,532.60","9,486.10","9,517.60"
5/16/2017,"9,461.00","9,517.20","9,456.35","9,461.00"
5/15/2017,"9,433.55","9,449.25","9,423.10","9,433.55"
5/12/2017,"9,436.65","9,437.75","9,372.55","9,436.65"
5/11/2017,"9,448.60","9,450.65","9,411.30","9,448.60"
5/10/2017,"9,339.65","9,414.75","9,336.00","9,339.65"
5/9/2017,"9,337.35","9,338.95","9,307.70","9,337.35"
5/8/2017,"9,311.45","9,338.70","9,297.95","9,311.45"
5/5/2017,"9,374.55","9,377.10","9,272.00","9,374.55"
5/4/2017,"9,360.95","9,365.65","9,323.25","9,360.95"
5/3/2017,"9,344.70","9,346.30","9,298.40","9,344.70"
5/2/2017,"9,339.85","9,352.55","9,269.90","9,339.85"
4/28/2017,"9,340.95","9,342.65","9,282.25","9,340.95"
4/27/2017,"9,359.15","9,367.15","9,322.65","9,359.15"
4/26/2017,"9,336.20","9,367.00","9,301.35","9,336.20"
4/25/2017,"9,273.05","9,309.20","9,250.35","9,273.05"
4/24/2017,"9,135.35","9,225.40","9,130.55","9,135.35"
4/21/2017,"9,179.10","9,183.65","9,088.75","9,179.10"
4/20/2017,"9,108.10","9,143.90","9,102.65","9,108.10"
4/19/2017,"9,112.20","9,120.50","9,075.15","9,112.20"
4/18/2017,"9,163.00","9,217.90","9,095.45","9,163.00"
4/17/2017,"9,144.75","9,160.00","9,120.25","9,144.75"
4/13/2017,"9,202.50","9,202.65","9,144.95","9,202.50"
4/12/2017,"9,242.50","9,246.40","9,161.80","9,242.50"
4/11/2017,"9,184.55","9,242.70","9,172.85","9,184.55"
4/10/2017,"9,225.60","9,225.65","9,174.85","9,225.60"
4/7/2017,"9,223.70","9,250.50","9,188.10","9,223.70"
4/6/2017,"9,245.80","9,267.95","9,218.85","9,245.80"
4/5/2017,"9,264.40","9,273.90","9,215.40","9,264.40"
4/3/2017,"9,220.60","9,245.35","9,192.40","9,220.60"
3/31/2017,"9,158.90","9,191.70","9,152.10","9,158.90"
3/30/2017,"9,142.60","9,183.15","9,136.35","9,142.60"
3/29/2017,"9,128.70","9,153.15","9,109.10","9,128.70"
3/28/2017,"9,081.50","9,110.40","9,079.80","9,081.50"
3/27/2017,"9,093.45","9,094.85","9,024.65","9,093.45"
3/24/2017,"9,104.00","9,133.55","9,089.40","9,104.00"
3/23/2017,"9,048.75","9,099.05","9,048.60","9,048.75"
3/22/2017,"9,047.20","9,072.90","9,019.30","9,047.20"
3/21/2017,"9,133.95","9,147.75","9,087.20","9,133.95"
3/20/2017,"9,166.95","9,167.60","9,116.30","9,166.95"
3/17/2017,"9,207.80","9,218.40","9,147.60","9,207.80"
3/16/2017,"9,129.65","9,158.45","9,128.55","9,129.65"
3/15/2017,"9,086.85","9,106.55","9,075.50","9,086.85"
3/14/2017,"9,091.65","9,122.75","9,060.50","9,091.65"
3/10/2017,"8,953.70","8,975.70","8,903.95","8,953.70"
3/9/2017,"8,914.50","8,945.80","8,899.50","8,914.50"
3/8/2017,"8,950.70","8,957.05","8,891.95","8,950.70"
3/7/2017,"8,977.75","8,977.85","8,932.80","8,977.75"
3/6/2017,"8,915.10","8,967.80","8,914.00","8,915.10"
3/3/2017,"8,883.50","8,907.10","8,860.10","8,883.50"
3/2/2017,"8,982.85","8,992.50","8,879.80","8,982.85"
3/1/2017,"8,904.40","8,960.80","8,898.60","8,904.40"
2/28/2017,"8,898.95","8,914.75","8,867.60","8,898.95"
2/27/2017,"8,943.70","8,951.80","8,888.65","8,943.70"
2/23/2017,"8,956.40","8,982.15","8,927.55","8,956.40"
2/22/2017,"8,931.60","8,960.75","8,905.25","8,931.60"
2/21/2017,"8,890.75","8,920.80","8,860.95","8,890.75"
2/20/2017,"8,818.55","8,886.25","8,809.80","8,818.55"
2/17/2017,"8,883.70","8,896.45","8,804.25","8,883.70"
2/16/2017,"8,739.00","8,783.95","8,719.60","8,739.00"
2/15/2017,"8,778.95","8,807.90","8,712.85","8,778.95"
2/14/2017,"8,819.90","8,820.45","8,772.50","8,819.90"
2/13/2017,"8,819.80","8,826.90","8,754.20","8,819.80"
2/10/2017,"8,812.35","8,822.10","8,771.20","8,812.35"
2/9/2017,"8,795.55","8,821.40","8,724.10","8,795.55"
2/8/2017,"8,774.55","8,791.25","8,715.00","8,774.55"
2/7/2017,"8,805.70","8,809.30","8,741.05","8,805.70"
2/6/2017,"8,785.45","8,814.10","8,770.20","8,785.45"
2/3/2017,"8,735.15","8,748.25","8,707.75","8,735.15"
2/2/2017,"8,724.75","8,757.60","8,685.80","8,724.75"
2/1/2017,"8,570.35","8,722.40","8,537.50","8,570.35"
1/31/2017,"8,629.45","8,631.75","8,552.40","8,629.45"
1/30/2017,"8,635.55","8,662.60","8,617.75","8,635.55"
1/27/2017,"8,610.50","8,672.70","8,606.90","8,610.50"
1/25/2017,"8,499.45","8,612.60","8,493.95","8,499.45"
1/24/2017,"8,407.05","8,480.95","8,398.15","8,407.05"
1/23/2017,"8,329.60","8,404.15","8,327.20","8,329.60"
1/20/2017,"8,404.35","8,423.65","8,340.95","8,404.35"
1/19/2017,"8,418.40","8,445.15","8,404.05","8,418.40"
1/18/2017,"8,403.85","8,460.30","8,397.40","8,403.85"
1/17/2017,"8,415.05","8,440.90","8,378.30","8,415.05"
1/16/2017,"8,390.95","8,426.70","8,374.40","8,390.95"
1/13/2017,"8,457.65","8,461.05","8,373.15","8,457.65"
1/12/2017,"8,391.05","8,417.20","8,382.30","8,391.05"
1/11/2017,"8,327.80","8,389.00","8,322.25","8,327.80"
1/10/2017,"8,262.70","8,293.80","8,261.00","8,262.70"
1/9/2017,"8,259.35","8,263.00","8,227.75","8,259.35"
1/6/2017,"8,281.85","8,306.85","8,233.25","8,281.85"
1/5/2017,"8,226.65","8,282.65","8,223.70","8,226.65"
1/4/2017,"8,202.65","8,218.50","8,180.90","8,202.65"
1/3/2017,"8,196.05","8,219.10","8,148.60","8,196.05"
1/2/2017,"8,210.10","8,212.00","8,133.80","8,210.10"
12/30/2016,"8,119.65","8,197.00","8,114.75","8,119.65"
12/29/2016,"8,030.60","8,111.10","8,020.80","8,030.60"
12/28/2016,"8,047.55","8,100.55","8,028.40","8,047.55"
12/27/2016,"7,915.05","8,044.65","7,903.70","7,915.05"
12/26/2016,"7,965.10","7,970.05","7,893.80","7,965.10"
12/23/2016,"7,972.50","8,022.60","7,942.05","7,972.50"
12/22/2016,"8,043.85","8,046.45","7,964.95","8,043.85"
12/21/2016,"8,105.85","8,112.55","8,053.25","8,105.85"
12/20/2016,"8,110.60","8,124.10","8,062.75","8,110.60"
12/19/2016,"8,126.00","8,132.50","8,094.85","8,126.00"
12/16/2016,"8,178.20","8,178.70","8,127.45","8,178.20"
12/15/2016,"8,128.40","8,225.90","8,121.95","8,128.40"
12/14/2016,"8,229.35","8,229.40","8,165.10","8,229.35"
12/13/2016,"8,196.15","8,228.85","8,155.80","8,196.15"
12/12/2016,"8,230.65","8,230.65","8,154.45","8,230.65"
12/9/2016,"8,271.70","8,274.95","8,241.95","8,271.70"
12/8/2016,"8,152.10","8,256.25","8,151.75","8,152.10"
12/7/2016,"8,168.40","8,190.45","8,077.50","8,168.40"
12/6/2016,"8,153.15","8,178.70","8,130.85","8,153.15"
12/5/2016,"8,088.75","8,141.90","8,056.85","8,088.75"
12/2/2016,"8,153.55","8,159.30","8,070.05","8,153.55"
12/1/2016,"8,244.00","8,250.80","8,185.05","8,244.00"
11/30/2016,"8,172.15","8,234.25","8,139.25","8,172.15"
11/29/2016,"8,131.55","8,197.35","8,128.70","8,131.55"
11/28/2016,"8,080.65","8,146.50","8,066.50","8,080.65"
11/25/2016,"8,007.95","8,122.25","7,976.75","8,007.95"
11/24/2016,"8,011.80","8,024.85","7,952.55","8,011.80"
11/23/2016,"8,051.20","8,055.20","7,973.10","8,051.20"
11/22/2016,"7,989.15","8,019.05","7,938.15","7,989.15"
11/21/2016,"8,102.10","8,102.45","7,916.40","8,102.10"
11/18/2016,"8,097.55","8,128.95","8,048.30","8,097.55"
11/17/2016,"8,105.10","8,151.25","8,060.30","8,105.10"
11/16/2016,"8,205.65","8,210.05","8,089.40","8,205.65"
11/15/2016,"8,284.85","8,288.55","8,093.20","8,284.85"
11/11/2016,"8,456.65","8,460.60","8,284.95","8,456.65"
11/10/2016,"8,555.60","8,598.45","8,510.70","8,555.60"
11/9/2016,"8,067.50","8,476.20","8,002.25","8,067.50"
11/8/2016,"8,540.00","8,559.40","8,480.10","8,540.00"
11/7/2016,"8,535.75","8,535.85","8,481.45","8,535.75"
11/4/2016,"8,503.60","8,504.00","8,400.25","8,503.60"
11/3/2016,"8,499.85","8,537.65","8,476.15","8,499.85"
11/2/2016,"8,542.80","8,549.50","8,504.85","8,542.80"
11/1/2016,"8,653.15","8,669.60","8,614.50","8,653.15"
10/28/2016,"8,625.00","8,653.75","8,581.75","8,625.00"
10/27/2016,"8,607.10","8,624.85","8,550.25","8,607.10"
10/26/2016,"8,657.30","8,657.30","8,596.60","8,657.30"
10/25/2016,"8,721.70","8,722.65","8,663.45","8,721.70"
10/24/2016,"8,709.85","8,736.95","8,684.15","8,709.85"
10/21/2016,"8,708.60","8,709.10","8,652.05","8,708.60"
10/20/2016,"8,693.35","8,727.00","8,678.30","8,693.35"
10/19/2016,"8,697.50","8,698.75","8,636.70","8,697.50"
10/18/2016,"8,556.05","8,685.10","8,555.90","8,556.05"
10/17/2016,"8,612.95","8,615.40","8,506.15","8,612.95"
10/14/2016,"8,594.00","8,604.45","8,549.80","8,594.00"
10/13/2016,"8,671.50","8,681.55","8,541.35","8,671.50"
10/10/2016,"8,735.35","8,745.80","8,703.95","8,735.35"
10/7/2016,"8,721.70","8,723.70","8,663.80","8,721.70"
10/6/2016,"8,768.70","8,781.15","8,684.65","8,768.70"
10/5/2016,"8,806.35","8,806.95","8,731.40","8,806.35"
10/4/2016,"8,770.00","8,783.65","8,736.10","8,770.00"
10/3/2016,"8,666.15","8,745.20","8,635.00","8,666.15"
9/30/2016,"8,581.50","8,637.15","8,555.20","8,581.50"
9/29/2016,"8,792.70","8,800.65","8,558.25","8,792.70"
9/28/2016,"8,711.20","8,767.05","8,703.15","8,711.20"
9/27/2016,"8,748.90","8,768.50","8,690.50","8,748.90"
9/26/2016,"8,807.90","8,809.55","8,715.10","8,807.90"
9/23/2016,"8,880.75","8,885.20","8,820.30","8,880.75"
9/22/2016,"8,873.35","8,893.35","8,837.80","8,873.35"
9/21/2016,"8,790.30","8,826.85","8,757.30","8,790.30"
9/20/2016,"8,816.10","8,816.45","8,759.30","8,816.10"
9/19/2016,"8,788.45","8,824.30","8,774.20","8,788.45"
9/16/2016,"8,780.85","8,847.65","8,750.50","8,780.85"
9/15/2016,"8,743.85","8,751.95","8,704.35","8,743.85"
9/14/2016,"8,710.65","8,739.85","8,688.90","8,710.65"
9/12/2016,"8,732.95","8,746.95","8,699.40","8,732.95"
9/9/2016,"8,934.30","8,939.15","8,858.70","8,934.30"
9/8/2016,"8,915.50","8,960.35","8,896.00","8,915.50"
9/7/2016,"8,968.70","8,968.70","8,913.35","8,968.70"
9/6/2016,"8,852.70","8,950.85","8,848.45","8,852.70"
9/2/2016,"8,796.35","8,824.10","8,768.20","8,796.35"
9/1/2016,"8,793.60","8,813.25","8,759.95","8,793.60"
8/31/2016,"8,754.05","8,819.20","8,754.05","8,754.05"
8/30/2016,"8,646.75","8,750.60","8,642.25","8,646.75"
8/29/2016,"8,583.75","8,622.00","8,543.75","8,583.75"
8/26/2016,"8,614.35","8,622.95","8,547.55","8,614.35"
8/25/2016,"8,668.85","8,683.05","8,583.65","8,668.85"
8/24/2016,"8,648.50","8,661.05","8,620.90","8,648.50"
8/23/2016,"8,628.35","8,642.15","8,580.00","8,628.35"
8/22/2016,"8,667.00","8,684.85","8,614.00","8,667.00"
8/19/2016,"8,694.30","8,696.60","8,647.10","8,694.30"
8/18/2016,"8,648.85","8,690.70","8,645.05","8,648.85"
8/17/2016,"8,639.80","8,667.10","8,603.60","8,639.80"
8/16/2016,"8,670.25","8,682.35","8,600.45","8,670.25"
8/12/2016,"8,605.45","8,684.30","8,604.45","8,605.45"
8/11/2016,"8,572.80","8,601.15","8,540.05","8,572.80"
8/10/2016,"8,686.70","8,690.10","8,564.60","8,686.70"
8/9/2016,"8,727.80","8,728.35","8,638.20","8,727.80"
8/8/2016,"8,712.85","8,723.50","8,697.60","8,712.85"
8/5/2016,"8,600.20","8,689.40","8,590.15","8,600.20"
8/4/2016,"8,599.95","8,601.40","8,518.15","8,599.95"
8/3/2016,"8,635.20","8,635.45","8,529.60","8,635.20"
8/2/2016,"8,647.45","8,687.20","8,611.40","8,647.45"
8/1/2016,"8,654.30","8,711.30","8,590.50","8,654.30"
