Date,Open,High,Low,Close,Adj Close,Volume,RSI,MACD,MACD_Signal,Stochastic_K,Stochastic_D,Williams_%R,high_low,high_prev_close,low_prev_close,true_range,+DM,-DM,+DI,-DI,adx,ADX,ROC,CMF,CCI,OBV,Momentum,SMA_20,EMA_20,Bollinger_Upper,Bollinger_Lower,ATR,Parabolic_SAR
2014-02-24,6140.9501953125,6191.85009765625,6130.7998046875,6186.10009765625,6186.10009765625,144900,,20.716651443303817,8.134397487774198,97.77606130939678,88.42411183164423,-2.223938690603217,61.05029296875,36.39990234375,24.650390625,61.05029296875,32.2001953125,0.0,21.690602183375457,20.977253580454928,56.5999371565848,56.5999371565848,2.718188728197748,0.1006305116580937,138.72238881089265,94300.0,122.89990234375,6081.630053710937,6117.908552321976,6191.8223257162135,5971.437781705661,63.58928571428572,6028.451323576563
2014-02-25,6205.7001953125,6216.85009765625,6176.60009765625,6200.0498046875,6200.0498046875,146300,,26.624252925123983,11.832368575244157,93.40648600792213,96.34149272006032,-6.593513992077894,40.25,30.75,9.5,40.25,0.0,0.0,22.82512836140662,14.84628952423168,51.86267568791273,51.86267568791273,2.7127545897047662,0.1612078047697413,148.6375530062902,240600.0,146.599609375,6084.8400390625,6125.7315287377405,6204.974563643797,5964.705514481203,60.42857142857143,6048.059176466125
2014-02-26,6202.4501953125,6245.9501953125,6202.10009765625,6238.7998046875,6238.7998046875,181700,,34.040473425978234,16.27398954539097,97.45129810796652,96.21128180842848,-2.548701892033479,43.85009765625,45.900390625,2.05029296875,45.900390625,29.10009765625,0.0,26.904053577889663,15.207597768533867,47.59647009134041,47.59647009134041,2.8961539074820126,0.1997029810338476,156.1656160522134,422300.0,176.099609375,6090.467529296875,6136.499935971051,6228.047282720482,5952.887775873268,58.99288504464285,6071.689905432742
2014-02-28,6228.4501953125,6282.7001953125,6228.10009765625,6276.9501953125,6276.9501953125,180600,70.48789802478242,42.50631297449945,21.520454231212668,98.07111770670048,96.30963394086304,-1.928882293299525,54.60009765625,43.900390625,10.69970703125,54.60009765625,36.75,0.0,29.92292683344935,15.748174188172644,44.69974982529551,44.69974982529551,3.692109339118171,0.2759232281602243,157.1638630748236,602900.0,192.9501953125,6098.3025390625,6149.876151146427,6258.939388230227,5937.665689894772,56.96787806919643,6099.571551813504
2014-03-03,6264.35009765625,6277.75,6212.25,6221.4501953125,6221.4501953125,144600,63.70962147272171,44.22734039314764,26.06183146359966,79.45321035398332,91.65854205621676,-20.546789646016684,65.5,0.7998046875,64.7001953125,65.5,0.0,15.85009765625,29.31822980651106,17.377113885902947,41.4127295961031,41.4127295961031,2.6184702341498065,0.2000497391072228,107.90907643806808,458300.0,220.35009765625,6105.6900390625,6156.692726781292,6274.922674973089,5936.457403151911,58.142857142857146,6132.534707643324
2014-03-04,6216.75,6302.14990234375,6215.7001953125,6297.9501953125,6297.9501953125,166800,68.98588464752568,51.174272525786364,31.084319676037,98.67746508760004,92.06726438276128,-1.3225349123999373,86.44970703125,80.69970703125,5.75,86.44970703125,24.39990234375,0.0,30.45269187852093,16.375288147051943,38.44639211254381,38.44639211254381,3.516604130711703,0.226785967311141,120.92411436845586,625100.0,249.60009765625,6116.112548828125,6170.145819022359,6305.609267389941,5926.615830266309,61.699986049107146,6162.567805177159
2014-03-05,6328.4501953125,6336.25,6287.7998046875,6328.64990234375,6328.64990234375,160300,69.98572618492847,58.48282250654756,36.564020242139115,97.83873175974306,91.98980240044214,-2.161268240256936,48.4501953125,38.2998046875,10.150390625,48.4501953125,0.0,0.0,29.76860997449875,16.00743763520775,34.60552038219769,34.60552038219769,5.458162659466815,0.2976903393816513,135.8190337383213,785400.0,201.5498046875,6132.455053710937,6185.241446005349,6336.276933633285,5928.633173788589,63.11785016741072,6190.484224610477
2014-03-06,6344.75,6406.60009765625,6339.7001953125,6401.14990234375,6401.14990234375,180700,72.13036109882637,69.32589930051654,43.116396053814604,98.70848452310426,98.40822712348243,-1.2915154768957346,66.89990234375,77.9501953125,11.05029296875,77.9501953125,70.35009765625,0.0,33.63303093990263,15.413498629918326,32.448689685657904,32.448689685657904,5.83299245234185,0.3116034773011282,155.5232471776596,966100.0,248.39990234375,6152.467553710938,6205.804156132816,6379.211608213017,5925.723499208859,65.55001395089286,6219.637379688382
2014-03-07,6413.9501953125,6537.7998046875,6413.5498046875,6526.64990234375,6526.64990234375,284900,84.61438518901576,87.04254465988743,51.901625775029174,97.9844706708928,98.17722898458004,-2.015529329107209,124.25,136.64990234375,12.39990234375,136.64990234375,131.19970703125,0.0,46.24887883512831,5.798841843746968,32.93512199623896,32.93512199623896,6.521026232953768,0.3303344115227821,195.9540652538656,1251000.0,435.19970703125,6177.6800537109375,6236.360893867191,6450.903520248916,5904.456587172959,67.93216378348214,6257.029923281955
2014-03-10,6491.7001953125,6562.2001953125,6487.35009765625,6537.25,6537.25,242100,83.83392614208893,100.77676126832739,61.67665287368882,94.96363027065388,97.2188618215503,-5.036369729346133,74.85009765625,35.55029296875,39.2998046875,74.85009765625,0.0,0.0,46.10101955068532,5.7803027434009655,33.421554306820006,33.421554306820006,6.249238145544675,0.3085653306147249,177.28671692680027,1493100.0,381.7998046875,6202.727563476563,6265.016999213172,6510.981445244789,5894.473681708337,68.15004185267857,6313.183899563064
2014-03-11,6537.35009765625,6562.85009765625,6494.25,6511.89990234375,6511.89990234375,239000,78.7550462812957,108.36650425371954,71.01462314969497,89.30516251958916,94.08442115371194,-10.694837480410836,68.60009765625,25.60009765625,43.0,68.60009765625,0.0,0.0,38.15027504715469,5.934240875107051,36.80834857318022,36.80834857318022,6.902292451718557,0.2497823667339466,135.73287034849756,1254100.0,325.7998046875,6225.162548828125,6288.529656654179,6555.202495858122,5895.122601798128,66.38218470982143,6362.987158712951
2014-03-12,6497.5,6546.14990234375,6487.2998046875,6516.89990234375,6516.89990234375,175000,78.07850002823741,113.4767985670187,79.50705823315973,90.35470093792247,91.54116457605517,-9.645299062077532,58.85009765625,34.25,24.60009765625,58.85009765625,0.0,0.0,37.18011606913353,5.783333521081182,40.19514283954042,40.19514283954042,5.87202715581228,0.2717666063973982,107.5146586932843,1429100.0,316.85009765625,6248.335034179688,6310.27920386271,6592.393325158346,5904.27674320103,68.11432756696429,6402.95974650161
2014-03-13,6491.75,6561.4501953125,6476.64990234375,6493.10009765625,6493.10009765625,167900,82.87094647245699,114.288847600179,86.46341610656359,84.66527755860501,88.10838033870554,-15.334722441394993,84.80029296875,44.55029296875,40.25,84.80029296875,15.30029296875,10.64990234375,38.04646527661622,2.72605397759665,44.0147395716971,44.0147395716971,4.962738965641926,0.2547325501664128,87.06786819087814,1261200.0,254.30029296875,6269.855029296875,6327.690717557333,6618.830658112217,5920.879400481533,69.435791015625,6434.9378167325385
2014-03-14,6447.25,6518.4501953125,6432.7001953125,6504.2001953125,6504.2001953125,177300,81.24721100792205,114.50810921867833,92.07235472898654,86.42521407849337,87.14839752500696,-13.574785921506624,85.75,25.35009765625,60.39990234375,85.75,0.0,43.94970703125,34.284830417908765,7.118638883050475,47.02418947168474,47.02418947168474,4.905612054842679,0.309729890541731,63.35455605460082,1438500.0,227.25,6290.8650390625,6344.501144010206,6643.306480222056,5938.423597902944,70.68938337053571,6562.85009765625
2014-03-18,6532.4501953125,6574.9501953125,6497.64990234375,6516.64990234375,6516.64990234375,179300,80.61498970705817,114.36809869186254,96.53150352156175,85.36455913735979,85.48501692481939,-14.63544086264021,77.30029296875,70.75,6.55029296875,77.30029296875,0.0,0.0,30.529841958054178,7.003639653878527,51.381954569648,51.381954569648,4.453582521553077,0.3170875296723286,76.27086484447709,1617800.0,295.19970703125,6316.642529296875,6360.896263851497,6654.98107293703,5978.30398565672,71.85009765625,6432.7001953125
2014-03-19,6530.0,6541.2001953125,6506.0,6524.0498046875,6524.0498046875,172500,80.37690968121166,113.54536927870868,99.93427667299113,86.34829628717766,86.04602316767694,-13.65170371282234,35.2001953125,24.55029296875,10.64990234375,35.2001953125,0.0,0.0,30.683880523616608,7.038976574635663,54.34627522795827,54.34627522795827,3.9366189261710094,0.2834852001779253,64.21252611310334,1790300.0,226.099609375,6340.427514648438,6376.434696312069,6665.993918734549,6014.861110562327,71.48939732142857,6438.3901953125
2014-03-20,6508.35009765625,6523.64990234375,6473.25,6483.10009765625,6483.10009765625,142000,72.81050567017688,108.34017308894545,101.615455956182,74.67602751713089,82.12962764722278,-25.323972482869102,50.39990234375,0.39990234375,50.7998046875,50.7998046875,0.0,32.75,27.64103704379792,10.260960161726167,55.63773506090696,55.63773506090696,4.205609530409613,0.2344147447916885,39.69021141886283,1648300.0,154.4501953125,6358.227514648437,6386.593305963896,6673.44811428988,6043.006915006994,71.83935546875,6446.583795312499
2014-03-21,6515.2001953125,6522.89990234375,6485.7001953125,6493.2001953125,6493.2001953125,189900,71.30755078633176,103.83308787479746,102.0589823399051,77.46072346898939,79.49501575776598,-22.53927653101062,37.19970703125,39.7998046875,2.60009765625,39.7998046875,0.0,0.0,24.34530839870764,10.414212204485215,56.28358608789562,56.28358608789562,3.1002150532299,0.1807565973792136,38.950606399564826,1838200.0,92.05029296875,6375.250024414063,6396.746343044715,6680.3575720814415,6070.142476746684,70.78219168526786,6456.8531073125
2014-03-24,6510.5,6591.5,6510.5,6583.5,6583.5,158400,83.38409006182656,106.32201592568163,102.91158905706041,97.8712069830232,83.33598598971449,-2.1287930169768123,81.0,98.2998046875,17.2998046875,98.2998046875,68.60009765625,0.0,30.2661733696899,8.532314306550335,58.45822130033527,58.45822130033527,4.02692677883586,0.2437666642953625,90.8307893697026,1996600.0,56.85009765625,6399.852514648437,6414.532405611885,6687.456219743496,6112.248809553378,73.12503487723214,6468.6628161125
2014-03-25,6550.10009765625,6595.5498046875,6544.85009765625,6589.75,6589.75,168100,80.91106021389245,107.55895937380228,103.84106312040879,98.11541683590576,91.14911576263944,-1.8845831640942323,50.69970703125,12.0498046875,38.64990234375,50.69970703125,0.0,0.0,28.89170589470823,8.841049211114818,60.10655326297858,60.10655326297858,2.9463471490832447,0.2498246046886419,122.23381290675246,2164700.0,52.5,6421.5675048828125,6431.21979555361,6696.789225397443,6146.345784368182,70.57146344866071,6483.403278179
2014-03-26,6615.64990234375,6627.4501953125,6580.60009765625,6601.39990234375,6601.39990234375,186600,80.10823164158509,108.23166842326918,104.71918418098087,90.94690079278888,95.64450820390594,-9.05309920721112,46.85009765625,37.7001953125,9.14990234375,46.85009765625,0.0,0.0,28.938572817437137,8.855390793149809,61.75488522562189,61.75488522562189,1.14530426970132,0.2089532462671172,173.65319368755996,2351300.0,89.5,6442.332495117187,6447.427424771719,6705.138937109963,6179.526053124411,70.45717075892857,6499.10379189019
2014-03-27,6613.10009765625,6673.9501953125,6599.5,6641.75,6641.75,312400,78.58846108770395,110.74412155513619,105.92417165581195,87.63435214700918,92.23222325856794,-12.365647852990811,74.4501953125,72.55029296875,1.89990234375,74.4501953125,46.5,0.0,26.615117884926825,8.886923864121849,62.66833224601385,62.66833224601385,1.5985314926000995,0.204568483122729,200.41710659755825,2663700.0,124.85009765625,6464.417504882813,6465.934336698223,6715.470365460934,6213.364644304692,70.20717075892857,6519.639216437759
2014-03-28,6673.0498046875,6702.60009765625,6643.7998046875,6695.89990234375,6695.89990234375,184800,74.21668026693793,115.77017679920391,107.89337268449034,97.51752584779877,92.03292626253229,-2.4824741522012466,58.80029296875,60.85009765625,2.0498046875,60.85009765625,0.0,0.0,14.375516083503523,9.62953951625145,58.52929842341543,58.52929842341543,2.8255962585324,0.2097106585690388,193.1542719274629,2848500.0,202.7998046875,6487.272509765625,6487.835819140654,6735.047678671524,6239.497340859725,64.79289899553571,6547.415192635212
2014-03-31,6723.14990234375,6730.0498046875,6662.39990234375,6704.2001953125,6704.2001953125,220600,74.04587024341666,119.05078274805601,110.12485469720349,91.30666106159232,92.1528463521334,-8.693338938407678,67.64990234375,34.14990234375,33.5,67.64990234375,27.44970703125,0.0,17.54084110871646,9.706586449455129,55.03180281391828,55.03180281391828,2.874070428815225,0.1840342476615886,162.35705267026336,3069100.0,200.0,6508.635009765625,6508.441950204639,6753.716974454543,6263.553045076707,64.27859933035714,6578.45217363942
2014-04-01,6729.5,6732.25,6675.4501953125,6721.0498046875,6721.0498046875,177800,80.88004810014519,121.60848237039863,112.42158023184253,96.26099061417035,95.02839250785382,-3.739009385829647,56.7998046875,28.0498046875,28.75,56.7998046875,0.0,0.0,17.773908377313095,9.835559032762289,51.86568726895856,51.86568726895856,3.510645201874075,0.2369235459495103,136.13553830469888,3246900.0,204.39990234375,6533.614990234375,6528.690317298245,6756.266236848683,6310.963743620067,63.43572126116072,6608.771699849036
2014-04-02,6757.60009765625,6763.5,6723.60009765625,6752.5498046875,6752.5498046875,173300,82.26764283087621,124.73934694778472,114.88513357503096,96.68978180841296,94.75247782805856,-3.310218191587033,39.89990234375,42.4501953125,2.55029296875,42.4501953125,0.0,0.0,18.108301283523467,10.020602248882785,48.69957172399886,48.69957172399886,3.818295899839962,0.2179260711832004,135.9074344112616,3420200.0,228.5,6556.344970703125,6550.010268478173,6770.3474354511845,6342.3425059550655,62.26429966517857,6633.467359879229
2014-04-03,6772.0498046875,6776.75,6696.89990234375,6736.10009765625,6736.10009765625,197500,83.95762938540227,124.45854516463623,116.79981589295203,88.18487852923728,93.71188365060686,-11.815121470762715,79.85009765625,24.2001953125,55.64990234375,79.85009765625,13.25,26.7001953125,17.975172158927027,11.929610884770696,43.95586107695216,43.95586107695216,3.367530841783805,0.1869594562599444,106.04514662901651,3222700.0,253.0,6576.71748046875,6567.733109352275,6776.560623847913,6376.874337089587,61.910714285714285,6659.473887903383
2014-04-04,6741.85009765625,6741.85009765625,6685.14990234375,6694.35009765625,6694.35009765625,155100,74.47554689061434,119.48972843807132,117.33779840197589,72.85011454901154,85.90825829555394,-27.14988545098847,56.7001953125,5.75,50.9501953125,56.7001953125,0.0,0.0,18.598515979738988,7.096834362121927,42.46646118556321,42.46646118556321,2.6103463043214354,0.1226136592368578,70.4388156048336,3067600.0,201.14990234375,6591.377490234375,6579.79187014313,6779.675814401972,6403.079166066777,59.835728236607146,6682.929110322706
2014-04-07,6694.25,6725.14990234375,6650.39990234375,6695.0498046875,6695.0498046875,133900,73.67938725487019,114.2908916384049,116.72841704926171,73.08066052306425,78.03855120043768,-26.91933947693575,74.75,30.7998046875,43.9501953125,74.75,0.0,34.75,18.655310172493124,11.279435589723262,39.74926605587605,39.74926605587605,3.269264762823474,0.0722101161023629,49.00747159505739,3201500.0,111.5498046875,6599.7974853515625,6590.768816290213,6790.947793524839,6408.647177178286,59.653564453125,6776.75
2014-04-09,6722.0,6808.7001953125,6705.10009765625,6796.2001953125,6796.2001953125,169800,78.92452360194295,116.98424562996661,116.7795827654027,96.27366441436853,80.7348131621481,-3.726335585631483,103.60009765625,113.650390625,10.05029296875,113.650390625,83.55029296875,0.0,26.198563055135267,10.310878419798906,38.38041398945739,38.38041398945739,4.666420114672245,0.0867018523375575,104.43426016334294,3371300.0,206.4501953125,6612.744995117188,6610.333709530431,6820.422208153282,6405.067782081093,65.25714983258929,6650.39990234375
2014-04-10,6803.0498046875,6819.0498046875,6777.2998046875,6796.39990234375,6796.39990234375,191100,86.45571029881003,117.77720050755943,116.97910631383405,93.2053610663542,87.51989533459566,-6.7946389336458175,41.75,22.849609375,18.900390625,41.75,0.0,0.0,26.46067327784493,6.7934525907696495,39.32947762846696,39.32947762846696,3.2338406978620795,0.1153043849345306,120.68371972426092,3562400.0,195.0,6626.969995117188,6628.054299322175,6844.312338500787,6409.627651733589,64.61073521205357,6656.7319140625
2014-04-11,6758.35009765625,6789.35009765625,6743.14990234375,6776.2998046875,6776.2998046875,140700,82.19241669109743,115.4528445387059,116.67385395880844,86.14486240129132,91.87462929400468,-13.855137598708678,46.2001953125,7.0498046875,53.25,53.25,0.0,34.14990234375,26.072981519255983,10.41394845390984,39.53221500428948,39.53221500428948,2.8309086791987554,0.1331221282081268,90.5084010695356,3421700.0,134.5498046875,6639.939990234375,6642.172918880777,6860.56045443614,6419.31952603261,65.57146344866071,6666.470987500001
2014-04-15,6792.7001953125,6813.39990234375,6711.75,6733.10009765625,6733.10009765625,123200,69.05252579774962,108.86993551744035,115.11307027053482,68.65434031209432,82.66818792657995,-31.345659687905677,101.64990234375,37.10009765625,64.5498046875,101.64990234375,24.0498046875,31.39990234375,21.142853508828647,13.784112360527123,37.0359046439312,37.0359046439312,1.995034345150661,0.1436058614612008,63.77928985600391,3298500.0,37.2001953125,6651.939990234375,6650.832650192726,6864.906728620474,6438.973251848276,65.81075613839286,6678.677292875001
2014-04-16,6727.25,6748.64990234375,6665.14990234375,6675.2998046875,6675.2998046875,119800,59.63074609341504,97.86085310706221,111.6626268378403,39.71475084213005,64.83798451850522,-60.28524915786995,83.5,15.5498046875,67.9501953125,83.5,0.0,0.0,20.41603786088846,13.3102639014053,34.74521478773613,34.74521478773613,0.505135012421425,0.0861847288674961,-28.7093508142615,3178700.0,-28.900390625,6660.494970703125,6653.162855382705,6861.905956914051,6459.083984492198,68.15363420758929,6819.0498046875
2014-04-17,6695.4501953125,6783.0498046875,6684.39990234375,6779.39990234375,6779.39990234375,131500,66.58592336726858,96.42456153752482,108.61501377777722,81.94036091255632,63.43648402226023,-18.05963908744368,98.64990234375,107.75,9.10009765625,107.75,34.39990234375,0.0,22.58012222294913,12.511689301258787,32.999006968531575,32.999006968531575,1.247031783894689,0.1491151566439111,45.53163035736817,3310200.0,58.35009765625,6673.632470703125,6665.185431283757,6869.744915056024,6477.5200263502265,72.50362723214286,6812.89380859375
2014-04-21,6789.25,6825.4501953125,6786.89990234375,6817.64990234375,6817.64990234375,111800,66.45463639228798,97.25168852392653,106.34234872700709,95.70587602817054,72.45366259428563,-4.294123971829471,38.55029296875,46.05029296875,7.5,46.05029296875,0.0,0.0,18.51715849417592,12.871827585131795,30.71681887071823,30.71681887071823,1.6922183664887087,0.1701287315112668,143.58691829663525,3422000.0,65.10009765625,6688.312475585937,6679.705857098994,6881.2080989679325,6495.416852203942,70.47506277901786,6665.14990234375
2014-04-22,6822.89990234375,6838.0,6806.25,6815.35009765625,6815.35009765625,114700,62.374426636829185,96.60798093393987,104.39547516839365,87.9264975729103,88.52424483787905,-12.073502427089704,31.75,20.35009765625,11.39990234375,31.75,0.0,0.0,19.07989744342867,13.263004165085892,30.58927113317214,30.58927113317214,1.4030589819909027,0.1826815090203973,141.2163038672407,3307300.0,79.25,6704.924975585937,6692.624356199685,6879.792360803172,6530.057590368703,68.396484375,6671.5619140625
2014-04-23,6823.25,6861.60009765625,6820.75,6840.7998046875,6840.7998046875,183000,63.66545914957971,97.03288203335069,102.92295654138506,90.15138554300432,91.26125304802838,-9.848614456995683,40.85009765625,46.25,5.39990234375,46.25,23.60009765625,0.0,19.10483680421356,13.56618926089993,29.746450311280885,29.746450311280885,1.3069137222614549,0.2158425019026627,147.19940001456538,3490300.0,146.44970703125,6722.304956054688,6706.736303674716,6876.435231532796,6568.17468057658,66.867919921875,6681.548199218751
2014-04-25,6855.7998046875,6869.85009765625,6772.85009765625,6782.75,6782.75,154300,55.70243130204356,91.62924027538611,100.66421328818527,60.30985639715731,79.46257983769064,-39.69014360284269,97.0,29.05029296875,67.94970703125,97.0,8.25,47.89990234375,19.163198832547245,17.913628300527066,27.93344652973113,27.93344652973113,0.6925357650190102,0.1415051350724124,77.27264477519496,3336000.0,87.7001953125,6732.267456054688,6713.975703324743,6873.869889149496,6590.665022959879,69.73936244419643,6695.952351093751
2014-04-28,6778.5498046875,6786.25,6750.2998046875,6761.25,6761.25,118200,50.81922893720011,84.63631023395737,97.4586326773397,50.51264479322881,66.9912955777968,-49.487355206771184,35.9501953125,3.5,32.4501953125,35.9501953125,0.0,0.0,19.29163173912715,18.03368651054371,26.120442748181382,26.120442748181382,0.9993487249370516,0.0903632554099258,1.100555490858285,3217800.0,-34.9501953125,6740.842456054687,6718.478017293815,6865.912190792848,6615.772721316527,69.27507672991071,6713.34212575
2014-04-29,6769.0,6779.7001953125,6708.64990234375,6715.25,6715.25,115500,48.140208448569474,74.52348686549885,92.87160351497153,29.55116880342831,46.79122333127148,-70.44883119657169,71.05029296875,18.4501953125,52.60009765625,71.05029296875,0.0,41.64990234375,18.089575776851625,19.754368512264552,24.99066166732185,24.99066166732185,0.3017183725557493,0.0697052925559174,-54.75839858556857,3102300.0,-81.14990234375,6746.5349609375,6718.170587075357,6854.007590388388,6639.062331486612,68.64651925223214,6869.85009765625
2014-04-30,6724.9501953125,6780.14990234375,6656.7998046875,6696.39990234375,6696.39990234375,161100,50.190626515521664,64.24735265420804,87.14675334281884,20.961475989800505,33.6750965288192,-79.0385240101995,123.35009765625,64.89990234375,58.4501953125,123.35009765625,0.44970703125,51.85009765625,16.96016404938966,23.51848121280999,22.95067561961028,22.95067561961028,-1.468471941682716,0.0406949950564153,-97.97547156353797,2941200.0,-79.89990234375,6749.267456054688,6716.097188529489,6847.941341423437,6650.593570685938,73.4072265625,6863.40208984375
2014-05-02,6709.9501953125,6737.64990234375,6689.5,6694.7998046875,6694.7998046875,114300,49.97678951901718,55.336443671025336,80.78469140846013,17.83616416128271,22.78293631817051,-82.16383583871729,48.14990234375,41.25,6.89990234375,48.14990234375,0.0,0.0,17.410809874869223,20.672209066677077,21.80239533601101,21.80239533601101,-1.4949105278695127,-0.0354402665546996,-110.90057665678094,2826900.0,-38.30029296875,6749.212451171875,6714.068866258824,6848.012742137789,6650.41216020596,71.50721958705357,6851.005952734376
2014-05-05,6681.64990234375,6741.0498046875,6680.4501953125,6699.35009765625,6699.35009765625,105000,39.04285984180981,48.08733386494623,74.24521989975736,19.97194764477101,19.589862598618076,-80.028052355229,60.599609375,46.25,14.349609375,60.599609375,3.39990234375,9.0498046875,9.930845943592086,22.783549915096103,21.500321227867648,21.500321227867648,-1.1355711708330865,-0.0685068898334974,-92.95487147155984,2931900.0,24.05029296875,6748.969946289062,6712.667078772864,6848.258031172568,6649.681861405556,67.71787806919643,6835.469460890626
2014-05-06,6719.25,6743.4501953125,6701.89990234375,6715.2998046875,6715.2998046875,88300,41.14046869482562,43.1321693770351,68.02260979521292,27.45830535355364,21.755472386535786,-72.54169464644636,41.55029296875,44.10009765625,2.5498046875,44.10009765625,0.0,0.0,9.906289495586767,22.72721200974096,20.08213636755789,20.08213636755789,-0.2643699441650388,-0.1203103152138624,-61.82597727352597,3020200.0,-64.10009765625,6748.682446289063,6712.917814574259,6848.343534142511,6649.021358435614,67.8857421875,6817.602495270313
